id,poi shape,poi_type,coordinate
1912,Polygon,pitch," 19.1157737, 47.5862121 "
1913,Polygon,pitch," 19.1173464, 47.5889854 "
1914,Polygon,pitch," 19.1173524, 47.5892129 "
1915,Polygon,park," 19.1414447, 47.5007543 "
1916,Polygon,park," 19.1428117, 47.5002797 "
1917,Polygon,park," 19.1409396, 47.5000788 "
1918,Polygon,park," 19.1375653, 47.5006667 "
1935,Polygon,park," 19.0916274, 47.5705133 "
1936,Polygon,pitch," 19.1674291, 47.4378391 "
1937,Polygon,pitch," 19.1704589, 47.4388029 "
1938,Polygon,pitch," 19.166555, 47.4346394 "
1939,Polygon,pitch," 19.1673164, 47.4381702 "
1947,Polygon,park," 19.096885, 47.5715128 "
1957,Polygon,park," 19.0096803, 47.5141987 "
1959,Polygon,park," 19.017965, 47.5054241 "
1960,Polygon,park," 19.0440899, 47.3376216 "
1964,Polygon,sports_centre," 19.0394036, 47.3459545 "
1967,Polygon,pitch," 19.0998694, 47.5207226 "
1968,Polygon,garden," 19.1022342, 47.5187558 "
1969,Polygon,playground," 19.0391709, 47.3393907 "
1970,Polygon,pitch," 19.0564047, 47.335009 "
1971,Polygon,pitch," 19.1151753, 47.5107826 "
1972,Polygon,park," 19.012322, 47.5174192 "
1973,Polygon,pitch," 19.3578553, 47.6004033 "
1975,Polygon,pitch," 18.968177, 47.557157 "
1976,Polygon,pitch," 18.968843, 47.5575985 "
1977,Polygon,pitch," 18.968501, 47.5573787 "
1978,Polygon,park," 19.129718, 47.4529807 "
1979,Polygon,pitch," 19.1197999, 47.5117097 "
1983,Polygon,park," 19.1221735, 47.4578869 "
1984,Polygon,park," 19.1300569, 47.4557122 "
1987,Polygon,playground," 19.1301586, 47.455629 "
1988,Polygon,pitch," 19.130886, 47.4555793 "
1989,Polygon,park," 19.1250607, 47.4583814 "
1990,Polygon,playground," 19.1256186, 47.458718 "
1991,Polygon,park," 18.986581, 47.3985409 "
1992,Polygon,park," 19.1288301, 47.4540754 "
1993,Polygon,playground," 18.8885597, 47.4082453 "
1994,Polygon,dog_park," 19.1111204, 47.5937058 "
1995,Polygon,park," 18.9287056, 47.3976523 "
1996,Polygon,park," 18.9362171, 47.3942247 "
1997,Polygon,park," 18.9141517, 47.3953109 "
1998,Polygon,pitch," 19.0534696, 47.5232012 "
1999,Polygon,park," 18.9287199, 47.5576074 "
2000,Polygon,playground," 19.0538198, 47.5368655 "
2005,Polygon,park," 18.9196879, 47.3775132 "
2006,Polygon,park," 18.9206965, 47.3771503 "
2007,Polygon,park," 18.9217688, 47.3775759 "
2008,Polygon,park," 18.921809, 47.377594 "
2009,Polygon,park," 18.9216356, 47.3776086 "
2010,Polygon,park," 18.9218975, 47.3777121 "
2011,Polygon,park," 18.921161, 47.3774235 "
2012,Polygon,park," 18.9210631, 47.3773874 "
2013,Polygon,park," 18.9215247, 47.3774324 "
2014,Polygon,dog_park," 19.0209364, 47.5075352 "
2015,Polygon,park," 19.3832791, 47.5746747 "
2016,Polygon,park," 19.0599721, 47.4707092 "
2017,Polygon,playground," 19.0377172, 47.4727618 "
2018,Polygon,park," 19.0788491, 47.4921736 "
2019,Polygon,pitch," 19.025125, 47.502272 "
2020,Polygon,park," 18.9009385, 47.3230806 "
2021,Polygon,track," 18.9026809, 47.3236242 "
2022,Polygon,pitch," 18.9026853, 47.3236927 "
2023,Polygon,pitch," 18.9028556, 47.3235753 "
2024,Polygon,park," 18.899752, 47.3224174 "
2025,Polygon,park," 18.8999318, 47.3219866 "
2026,Polygon,park," 18.8997931, 47.3223592 "
2027,Polygon,pitch," 19.0672246, 47.5984875 "
2028,Polygon,playground," 19.1607939, 47.4338411 "
2029,Polygon,pitch," 19.3495243, 47.6068546 "
2030,Polygon,playground," 19.0649975, 47.5962251 "
2031,Polygon,park," 18.921081, 47.3831358 "
2032,Polygon,playground," 19.0654498, 47.5973333 "
2033,Polygon,pitch," 18.9151308, 47.6024226 "
2034,Polygon,dog_park," 19.0398974, 47.5260827 "
2035,Polygon,playground," 19.0718044, 47.4926503 "
2036,Polygon,pitch," 19.1225596, 47.5091303 "
2037,Polygon,pitch," 19.123245, 47.5096164 "
2038,Polygon,pitch," 19.1231561, 47.5092665 "
2039,Polygon,pitch," 19.1234879, 47.5094822 "
2040,Polygon,pitch," 19.1231625, 47.5096872 "
2042,Polygon,pitch," 19.1229495, 47.5034497 "
2048,Polygon,playground," 18.9381049, 47.593079 "
2050,Polygon,pitch," 19.1231937, 47.5024962 "
2051,Polygon,pitch," 19.1271029, 47.5046577 "
2053,Polygon,pitch," 18.9371531, 47.5499203 "
2064,Polygon,pitch," 19.1320935, 47.509901 "
2065,Polygon,pitch," 18.915875, 47.3836367 "
2066,Polygon,pitch," 18.9194125, 47.3819267 "
2068,Polygon,pitch," 19.1383111, 47.5068068 "
2071,Polygon,pitch," 19.1416721, 47.5122842 "
2072,Polygon,pitch," 19.1449247, 47.5056524 "
2073,Polygon,playground," 19.17155, 47.4278992 "
2077,Polygon,playground," 19.366181, 47.6021698 "
2078,Polygon,park," 18.9155212, 47.38923 "
2079,Polygon,park," 18.904177, 47.3901041 "
2083,Polygon,dog_park," 19.1368324, 47.4585137 "
2084,Polygon,playground," 19.1374574, 47.4587893 "
2085,Polygon,dog_park," 19.1381092, 47.4563628 "
2086,Polygon,dog_park," 19.1460861, 47.4563193 "
2087,Polygon,dog_park," 19.1458447, 47.4561434 "
2088,Polygon,dog_park," 19.151421, 47.4592137 "
2089,Polygon,pitch," 19.1265724, 47.5175603 "
2091,Polygon,pitch," 19.1299464, 47.5182108 "
2092,Polygon,pitch," 19.131946, 47.5186611 "
2093,Polygon,pitch," 19.1256929, 47.5151712 "
2094,Polygon,pitch," 19.126237, 47.5153913 "
2095,Polygon,pitch," 19.1260666, 47.5152586 "
2096,Polygon,park," 19.106332, 47.5156743 "
2097,Polygon,playground," 19.0609347, 47.5999213 "
2098,Polygon,pitch," 19.1310603, 47.5160793 "
2099,Polygon,park," 19.1819573, 47.5199214 "
2100,Polygon,park," 19.1811391, 47.5195138 "
2101,Polygon,pitch," 18.9358558, 47.5382321 "
2102,Polygon,playground," 18.9394183, 47.547256 "
2103,Polygon,park," 19.1843817, 47.5154111 "
2104,Polygon,park," 19.1855887, 47.5183709 "
2105,Polygon,park," 19.18546, 47.515748 "
2106,Polygon,park," 19.1857657, 47.5157299 "
2107,Polygon,park," 19.1842691, 47.5184071 "
2108,Polygon,park," 18.9267069, 47.5812248 "
2109,Polygon,pitch," 18.9195811, 47.5163017 "
2131,Polygon,pitch," 19.0340384, 47.432183 "
2132,Polygon,pitch," 19.0343869, 47.4325062 "
2133,Polygon,pitch," 19.0340503, 47.432571 "
2143,Polygon,playground," 19.0534985, 47.5498367 "
2144,Polygon,fitness_station," 19.0456734, 47.5431953 "
2145,Polygon,playground," 19.0984104, 47.5233207 "
2146,Polygon,pitch," 19.0175303, 47.4404268 "
2149,Polygon,sports_centre," 19.1222988, 47.4552873 "
2151,Polygon,playground," 19.123301, 47.4548888 "
2152,Polygon,playground," 19.1225423, 47.4547447 "
2153,Polygon,pitch," 19.1221392, 47.4550309 "
2154,Polygon,pitch," 19.0661228, 47.595798 "
2155,Polygon,pitch," 19.0645243, 47.5959141 "
2156,Polygon,park," 19.1855299, 47.5167298 "
2157,Polygon,park," 19.1871867, 47.5162771 "
2159,Polygon,nature_reserve," 18.8989762, 47.3996344 "
2169,Polygon,dog_park," 19.0434008, 47.5531274 "
2180,Polygon,garden," 19.0393537, 47.4893198 "
2181,Polygon,playground," 18.8942199, 47.6317673 "
2200,Polygon,park," 19.1247185, 47.4494793 "
2201,Polygon,park," 19.125546, 47.451723 "
2202,Polygon,park," 19.1381366, 47.4589558 "
2203,Polygon,pitch," 19.1382394, 47.4564774 "
2204,Polygon,pitch," 19.1333778, 47.4600412 "
2205,Polygon,park," 19.1348306, 47.4609938 "
2211,Polygon,park," 18.9319304, 47.3789305 "
2212,Polygon,park," 18.9362051, 47.3786907 "
2213,Polygon,park," 18.9339711, 47.3788107 "
2214,Polygon,park," 18.9356183, 47.3788622 "
2215,Polygon,park," 18.9364759, 47.3790605 "
2216,Polygon,park," 18.9344708, 47.3788289 "
2217,Polygon,park," 18.9345311, 47.3786002 "
2218,Polygon,playground," 19.0447762, 47.6017689 "
2223,Polygon,playground," 19.0433904, 47.5240151 "
2228,Polygon,pitch," 19.3521337, 47.5961567 "
2229,Polygon,playground," 19.0102513, 47.4930332 "
2230,Polygon,pitch," 19.0610643, 47.4077748 "
2231,Polygon,park," 19.0600719, 47.406665 "
2233,Polygon,playground," 18.899866, 47.4068892 "
2235,Polygon,park," 19.0753086, 47.4917682 "
2239,Polygon,park," 19.0586505, 47.4091376 "
2240,Polygon,playground," 19.2694543, 47.4093371 "
2241,Polygon,playground," 19.0043705, 47.4884766 "
2242,Polygon,pitch," 19.1141674, 47.5416181 "
2243,Polygon,pitch," 19.2496089, 47.4906407 "
2244,Polygon,park," 19.0940016, 47.4862125 "
2245,Polygon,playground," 19.0952793, 47.485625 "
2246,Polygon,dog_park," 19.0775124, 47.4858831 "
2247,Polygon,dog_park," 19.0795878, 47.4884075 "
2248,Polygon,park," 19.0844693, 47.4877034 "
2249,Polygon,park," 19.0843436, 47.4870368 "
2250,Polygon,park," 19.0841948, 47.4868604 "
2251,Polygon,park," 19.0830661, 47.4868642 "
2252,Polygon,pitch," 19.0098419, 47.5141466 "
2253,Polygon,pitch," 19.0102936, 47.5142743 "
2254,Polygon,fitness_station," 19.0527325, 47.5487155 "
2257,Polygon,playground," 19.0180724, 47.4692106 "
2258,Polygon,playground," 19.3415366, 47.6240397 "
2261,Polygon,sports_centre," 19.0718835, 47.6049964 "
2266,Polygon,pitch," 19.2032384, 47.4278138 "
2268,Polygon,park," 18.9683782, 47.5369714 "
2269,Polygon,pitch," 19.0674682, 47.5535254 "
2270,Polygon,pitch," 19.0914047, 47.4227184 "
2271,Polygon,park," 19.0982843, 47.4112321 "
2276,Polygon,pitch," 19.0640773, 47.4995706 "
2277,Polygon,park," 19.2054941, 47.4307683 "
2278,Polygon,pitch," 18.990759, 47.3918201 "
2283,Polygon,pitch," 19.0382195, 47.4308082 "
2284,Polygon,playground," 19.0603069, 47.4998778 "
2285,Polygon,playground," 19.3510753, 47.600281 "
2288,Polygon,park," 18.9487617, 47.4083456 "
2289,Polygon,playground," 18.952033, 47.407934 "
2290,Polygon,pitch," 18.9523277, 47.4080653 "
2291,Polygon,pitch," 18.953084, 47.4084706 "
2292,Polygon,dog_park," 19.0722512, 47.5229087 "
2293,Polygon,pitch," 19.0604828, 47.4093072 "
2295,Polygon,nature_reserve," 18.9369545, 47.4108723 "
2296,Polygon,park," 18.9376443, 47.4113429 "
2297,Polygon,playground," 18.9511824, 47.4091259 "
2298,Polygon,sports_centre," 18.9474533, 47.4059504 "
2299,Polygon,pitch," 18.9466731, 47.4054935 "
2300,Polygon,playground," 18.9471096, 47.4106674 "
2301,Polygon,playground," 18.9558043, 47.4107108 "
2302,Polygon,fitness_station," 19.0867375, 47.5091869 "
2308,Polygon,playground," 19.0180797, 47.4692084 "
2309,Polygon,playground," 19.3335305, 47.6014717 "
2310,Polygon,playground," 19.3433054, 47.6038715 "
2311,Polygon,pitch," 19.3326299, 47.5994076 "
2312,Polygon,pitch," 19.3403133, 47.6074238 "
2313,Polygon,pitch," 19.07367, 47.4254518 "
2314,Polygon,park," 19.063251, 47.5024153 "
2315,Polygon,garden," 19.0666637, 47.4899748 "
2316,Polygon,garden," 19.0685653, 47.4902075 "
2317,Polygon,garden," 19.0685121, 47.4902526 "
2318,Polygon,garden," 19.0704169, 47.4902628 "
2319,Polygon,garden," 19.0704297, 47.4901802 "
2320,Polygon,pitch," 18.9399037, 47.3974175 "
2321,Polygon,playground," 19.0693728, 47.4930586 "
2322,Polygon,playground," 19.0636574, 47.5364697 "
2323,Polygon,playground," 19.0627368, 47.5366523 "
2324,Polygon,pitch," 19.0632561, 47.5370326 "
2325,Polygon,park," 19.0621747, 47.5378163 "
2326,Polygon,pitch," 19.0442339, 47.5737363 "
2327,Polygon,pitch," 19.0438973, 47.5735811 "
2328,Polygon,pitch," 19.0441855, 47.5734753 "
2329,Polygon,pitch," 19.0442046, 47.5734367 "
2330,Polygon,playground," 19.0442942, 47.5732991 "
2332,Polygon,playground," 19.2711556, 47.3980618 "
2333,Polygon,pitch," 19.2708512, 47.3977844 "
2334,Polygon,park," 19.1744451, 47.4371595 "
2335,Polygon,pitch," 18.9742462, 47.5223542 "
2336,Polygon,pitch," 19.0564729, 47.5695557 "
2337,Polygon,park," 19.3498272, 47.5952556 "
2338,Polygon,pitch," 18.8787063, 47.4497469 "
2339,Polygon,playground," 19.0522455, 47.5179891 "
2340,Polygon,park," 19.3523339, 47.5895739 "
2341,Polygon,pitch," 19.3146054, 47.6367761 "
2342,Polygon,pitch," 19.094256, 47.4791327 "
2343,Polygon,pitch," 19.3536276, 47.6012838 "
2344,Polygon,playground," 19.3709418, 47.5884469 "
2352,Polygon,pitch," 19.0857777, 47.5083694 "
2353,Polygon,playground," 18.9152691, 47.5646542 "
2358,Polygon,playground," 19.0216436, 47.4292187 "
2359,Polygon,pitch," 19.0219328, 47.4282006 "
2363,Polygon,garden," 19.067195, 47.4959011 "
2364,Polygon,garden," 19.0673569, 47.4956089 "
2365,Polygon,park," 19.0671746, 47.4952313 "
2366,Polygon,garden," 19.0669931, 47.4956109 "
2367,Polygon,pitch," 19.3590483, 47.5976722 "
2381,Polygon,playground," 19.1730346, 47.4514747 "
2385,Polygon,playground," 19.1724055, 47.4471371 "
2386,Polygon,playground," 19.1715593, 47.4480263 "
2387,Polygon,pitch," 19.0360657, 47.5044853 "
2388,Polygon,playground," 19.1741673, 47.4517041 "
2407,Polygon,pitch," 19.2743467, 47.4105457 "
2412,Polygon,playground," 19.1920376, 47.4458467 "
2413,Polygon,park," 19.3707481, 47.6059025 "
2421,Polygon,playground," 18.9380535, 47.419089 "
2422,Polygon,playground," 19.0585963, 47.5690468 "
2423,Polygon,pitch," 19.3466983, 47.4876657 "
2424,Polygon,pitch," 19.336786, 47.4992959 "
2425,Polygon,pitch," 19.3436839, 47.4908173 "
2426,Polygon,park," 19.3430174, 47.4970629 "
2427,Polygon,park," 19.2762657, 47.4806187 "
2428,Polygon,dog_park," 19.0805318, 47.4887146 "
2429,Polygon,sports_centre," 19.1511177, 47.4686969 "
2430,Polygon,ice_rink," 19.0809032, 47.5142244 "
2431,Polygon,pitch," 18.9838969, 47.3910312 "
2432,Polygon,pitch," 18.9705529, 47.5335482 "
2436,Polygon,playground," 19.3413942, 47.5960095 "
2437,Polygon,pitch," 18.9717457, 47.531676 "
2446,Polygon,park," 19.3487357, 47.5987913 "
2447,Polygon,playground," 18.9598444, 47.516179 "
2448,Polygon,playground," 19.1098233, 47.4674431 "
2449,Polygon,park," 19.152338, 47.4688187 "
2452,Polygon,pitch," 19.3562122, 47.582468 "
2453,Polygon,playground," 19.3559085, 47.5816402 "
2454,Polygon,pitch," 19.0946359, 47.3593712 "
2455,Polygon,playground," 19.0600899, 47.4077131 "
2456,Polygon,playground," 19.3492339, 47.6070241 "
2457,Polygon,pitch," 19.1085018, 47.5792948 "
2458,Polygon,pitch," 19.1087548, 47.5793793 "
2459,Polygon,sports_centre," 19.1068116, 47.582841 "
2460,Polygon,playground," 19.0975805, 47.5810667 "
2461,Polygon,fitness_station," 19.070708, 47.5266287 "
2462,Polygon,playground," 19.1102481, 47.5788649 "
2463,Polygon,pitch," 19.1090266, 47.5792294 "
2464,Polygon,playground," 19.109394, 47.5792408 "
2465,Polygon,pitch," 19.1285253, 47.5046852 "
2466,Polygon,pitch," 19.124427, 47.4680342 "
2472,Polygon,pitch," 19.0731894, 47.5326686 "
2473,Polygon,pitch," 19.0734287, 47.5326212 "
2474,Polygon,pitch," 19.0354336, 47.4251895 "
2476,Polygon,park," 19.0359487, 47.4263775 "
2480,Polygon,pitch," 18.9590614, 47.496304 "
2482,Polygon,pitch," 18.9577794, 47.4920267 "
2483,Polygon,pitch," 18.9569471, 47.4915691 "
2485,Polygon,pitch," 18.9579438, 47.4922417 "
2486,Polygon,pitch," 18.9598054, 47.4961175 "
2488,Polygon,pitch," 19.2219428, 47.5981814 "
2489,Polygon,park," 19.3632886, 47.4358165 "
2496,Polygon,park," 19.0507486, 47.5336681 "
2498,Polygon,park," 18.9275024, 47.3855097 "
2499,Polygon,park," 18.9272357, 47.3854356 "
2500,Polygon,park," 18.9268709, 47.3860144 "
2503,Polygon,pitch," 18.9425943, 47.5376082 "
2504,Polygon,pitch," 19.0398008, 47.5662999 "
2505,Polygon,park," 18.9183212, 47.375945 "
2506,Polygon,park," 18.9175319, 47.3767846 "
2507,Polygon,pitch," 19.0451001, 47.5404121 "
2508,Polygon,pitch," 19.0458032, 47.5435341 "
2510,Polygon,pitch," 19.0347255, 47.5009253 "
2511,Polygon,ice_rink," 19.0552572, 47.4711943 "
2515,Polygon,park," 19.0326641, 47.5030256 "
2526,Polygon,park," 19.1404962, 47.4542782 "
2527,Polygon,park," 19.1885306, 47.4055162 "
2530,Polygon,park," 19.1273608, 47.5445035 "
2531,Polygon,park," 19.1984984, 47.6072586 "
2535,Polygon,pitch," 19.1942311, 47.606344 "
2536,Polygon,pitch," 19.1942124, 47.6063494 "
2537,Polygon,park," 19.1989182, 47.6075024 "
2538,Polygon,park," 19.0692383, 47.4859498 "
2546,Polygon,park," 19.0217185, 47.41979 "
2556,Polygon,pitch," 19.2588899, 47.4896639 "
2564,Polygon,playground," 19.0348065, 47.5011689 "
2567,Polygon,park," 19.1993567, 47.6064109 "
2568,Polygon,park," 19.0346561, 47.5134766 "
2576,Polygon,pitch," 18.9050594, 47.4439698 "
2577,Polygon,pitch," 18.8945313, 47.4472748 "
2578,Polygon,pitch," 18.9050843, 47.4436273 "
2579,Polygon,park," 18.9440585, 47.4580238 "
2580,Polygon,pitch," 18.8968713, 47.4562652 "
2581,Polygon,playground," 18.9004358, 47.4394341 "
2582,Polygon,pitch," 18.9092967, 47.4498001 "
2583,Polygon,pitch," 18.9082054, 47.4497461 "
2584,Polygon,playground," 18.9263585, 47.5814068 "
2585,Polygon,pitch," 19.1227983, 47.5334436 "
2586,Polygon,track," 19.1239068, 47.534989 "
2587,Polygon,playground," 19.1240099, 47.5351569 "
2589,Polygon,pitch," 18.9362032, 47.4314067 "
2590,Polygon,pitch," 18.936837, 47.43126 "
2592,Polygon,pitch," 19.0227458, 47.4162027 "
2593,Polygon,pitch," 19.0228549, 47.4164212 "
2595,Polygon,pitch," 18.9053705, 47.4347378 "
2596,Polygon,pitch," 18.9383052, 47.3887116 "
2597,Polygon,pitch," 19.0308383, 47.4667453 "
2598,Polygon,pitch," 19.0304282, 47.4669484 "
2599,Polygon,playground," 19.029349, 47.4660932 "
2600,Polygon,park," 19.1131481, 47.5199004 "
2605,Polygon,playground," 18.9744428, 47.462295 "
2612,Polygon,pitch," 19.3772638, 47.5736668 "
2617,Polygon,pitch," 18.9217693, 47.4299189 "
2619,Polygon,pitch," 18.9259642, 47.4307799 "
2620,Polygon,playground," 18.9293538, 47.4243262 "
2621,Polygon,pitch," 19.3805421, 47.6229714 "
2634,Polygon,pitch," 19.090281, 47.4258747 "
2635,Polygon,pitch," 19.2965304, 47.4766489 "
2636,Polygon,playground," 19.2895207, 47.4763728 "
2637,Polygon,pitch," 19.2932979, 47.4713494 "
2638,Polygon,pitch," 19.2860322, 47.4689296 "
2639,Polygon,park," 19.0379606, 47.4266064 "
2640,Polygon,playground," 18.9197962, 47.5922795 "
2641,Polygon,playground," 18.9276902, 47.5914867 "
2643,Polygon,park," 19.0457366, 47.5436077 "
2644,Polygon,playground," 19.0872339, 47.5800199 "
2645,Polygon,park," 19.0496901, 47.5048308 "
2646,Polygon,park," 19.0498484, 47.5049603 "
2647,Polygon,park," 19.0503949, 47.5049099 "
2648,Polygon,park," 19.050771, 47.5047203 "
2649,Polygon,park," 19.0496108, 47.5044183 "
2650,Polygon,playground," 19.0500523, 47.5033693 "
2651,Polygon,playground," 19.0510141, 47.5034696 "
2652,Polygon,park," 19.0511026, 47.5031074 "
2653,Polygon,park," 19.0490445, 47.5028674 "
2654,Polygon,park," 18.9188023, 47.4349492 "
2655,Polygon,park," 18.9186364, 47.4362936 "
2656,Polygon,pitch," 19.331986, 47.4911701 "
2657,Polygon,park," 19.092125, 47.5143095 "
2658,Polygon,pitch," 18.9478947, 47.5214714 "
2659,Polygon,playground," 18.9903828, 47.497699 "
2660,Polygon,park," 18.9899451, 47.4974311 "
2661,Polygon,garden," 18.9943557, 47.4982364 "
2662,Polygon,sports_centre," 18.9298827, 47.5240873 "
2664,Polygon,pitch," 18.9303222, 47.5242497 "
2666,Polygon,pitch," 18.9440613, 47.5254271 "
2681,Polygon,pitch," 18.9757083, 47.5179012 "
2682,Polygon,pitch," 18.9768876, 47.5170262 "
2683,Polygon,park," 19.0700121, 47.4984466 "
2684,Polygon,park," 19.1270335, 47.5366886 "
2685,Polygon,pitch," 18.9978163, 47.5325799 "
2688,Polygon,pitch," 19.0447851, 47.6017593 "
2689,Polygon,park," 19.0179146, 47.4961634 "
2690,Polygon,park," 19.0203623, 47.4977982 "
2693,Polygon,park," 18.9162654, 47.375839 "
2694,Polygon,pitch," 18.9126483, 47.3692378 "
2695,Polygon,pitch," 18.9103533, 47.3688722 "
2696,Polygon,pitch," 18.9111249, 47.3691387 "
2697,Polygon,pitch," 18.9100918, 47.3691387 "
2698,Polygon,pitch," 18.9135141, 47.3709199 "
2699,Polygon,pitch," 18.9114343, 47.3691212 "
2700,Polygon,pitch," 18.9109244, 47.3691851 "
2701,Polygon,pitch," 18.9126783, 47.3692361 "
2721,Polygon,pitch," 18.9977371, 47.5077045 "
2722,Polygon,pitch," 19.0178019, 47.4843226 "
2723,Polygon,pitch," 19.0177695, 47.4845808 "
2724,Polygon,pitch," 19.0182223, 47.4842483 "
2725,Polygon,playground," 19.0185385, 47.4840153 "
2726,Polygon,pitch," 19.0176839, 47.4843665 "
2727,Polygon,park," 19.1251249, 47.5117346 "
2728,Polygon,park," 19.1240238, 47.5120393 "
2729,Polygon,park," 19.0337619, 47.4139566 "
2730,Polygon,park," 19.0341213, 47.4127026 "
2731,Polygon,park," 19.0320483, 47.412941 "
2733,Polygon,pitch," 19.2492294, 47.4078111 "
2734,Polygon,pitch," 19.2489291, 47.4080415 "
2735,Polygon,park," 19.2493105, 47.4083683 "
2736,Polygon,park," 19.248412, 47.4083478 "
2737,Polygon,garden," 19.1432911, 47.5449008 "
2738,Polygon,park," 19.1247561, 47.5129728 "
2739,Polygon,sports_centre," 19.1794743, 47.5093347 "
2740,Polygon,pitch," 19.1011543, 47.4687524 "
2741,Polygon,pitch," 19.2512966, 47.4757108 "
2742,Polygon,pitch," 19.2685806, 47.47302 "
2743,Polygon,garden," 19.0448526, 47.5407181 "
2746,Polygon,garden," 19.032745, 47.5009545 "
2747,Polygon,dog_park," 19.0296868, 47.4886566 "
2748,Polygon,playground," 19.0599229, 47.6027259 "
2749,Polygon,playground," 19.059973, 47.5950427 "
2750,Polygon,playground," 19.0593913, 47.5974208 "
2751,Polygon,playground," 19.0613283, 47.5973062 "
2752,Polygon,park," 19.0260406, 47.5116582 "
2753,Polygon,playground," 18.9925929, 47.4998314 "
2754,Polygon,dog_park," 19.3560059, 47.5942008 "
2755,Polygon,pitch," 19.0054777, 47.4990608 "
2756,Polygon,playground," 19.0077143, 47.5043032 "
2757,Polygon,playground," 19.207204, 47.429794 "
2758,Polygon,pitch," 19.094453, 47.4513894 "
2759,Polygon,pitch," 19.0942423, 47.4517888 "
2765,Polygon,pitch," 18.9818485, 47.5089838 "
2771,Polygon,pitch," 18.9787391, 47.5022146 "
2772,Polygon,pitch," 18.9747996, 47.507696 "
2783,Polygon,pitch," 19.0015187, 47.4989 "
2784,Polygon,pitch," 19.0012202, 47.5005263 "
2785,Polygon,pitch," 19.0029598, 47.499068 "
2786,Polygon,pitch," 19.0023253, 47.4992201 "
2787,Polygon,park," 18.949632, 47.4094265 "
2788,Polygon,park," 18.9492564, 47.4090626 "
2789,Polygon,park," 18.9495076, 47.4090689 "
2791,Polygon,pitch," 18.974769, 47.497859 "
2792,Polygon,pitch," 18.9724735, 47.5010483 "
2793,Polygon,pitch," 18.9720261, 47.501097 "
2794,Polygon,pitch," 18.9758519, 47.4978407 "
2797,Polygon,pitch," 18.9755931, 47.4976287 "
2800,Polygon,park," 19.0450708, 47.4909235 "
2801,Polygon,pitch," 18.9050254, 47.3969069 "
2802,Polygon,playground," 19.0914792, 47.5564481 "
2803,Polygon,pitch," 18.9835924, 47.4924373 "
2804,Polygon,pitch," 18.9893477, 47.4781307 "
2806,Polygon,pitch," 18.9891016, 47.4783477 "
2807,Polygon,pitch," 18.9529818, 47.4855156 "
2811,Polygon,pitch," 18.9526688, 47.4868496 "
2813,Polygon,pitch," 18.9536022, 47.4866268 "
2814,Polygon,pitch," 18.9520323, 47.4869278 "
2816,Polygon,pitch," 19.2445267, 47.4802419 "
2827,Polygon,pitch," 18.9905241, 47.486238 "
2831,Polygon,pitch," 18.9918211, 47.4999773 "
2834,Polygon,pitch," 18.9916325, 47.5002341 "
2835,Polygon,pitch," 18.9914314, 47.5001484 "
2836,Polygon,pitch," 18.9913779, 47.4999913 "
2837,Polygon,pitch," 19.0008495, 47.5024919 "
2838,Polygon,pitch," 18.9934168, 47.4992756 "
2839,Polygon,park," 19.0073553, 47.3494864 "
2848,Polygon,pitch," 18.9937919, 47.4953256 "
2849,Polygon,pitch," 18.9941303, 47.4950288 "
2851,Polygon,pitch," 18.9972618, 47.4907605 "
2852,Polygon,pitch," 18.9971611, 47.4903423 "
2854,Polygon,pitch," 19.0482374, 47.3399619 "
2876,Polygon,pitch," 19.0562924, 47.5701696 "
2877,Polygon,playground," 19.0673949, 47.3263047 "
2878,Polygon,park," 19.1347719, 47.5489604 "
2881,Polygon,park," 18.9206047, 47.4338173 "
2882,Polygon,park," 18.9149174, 47.4335934 "
2883,Polygon,park," 18.9166427, 47.4345132 "
2889,Polygon,playground," 19.0038911, 47.4949202 "
2890,Polygon,pitch," 19.0038652, 47.4925221 "
2891,Polygon,pitch," 19.0048419, 47.4925719 "
2896,Polygon,pitch," 18.983093, 47.4800919 "
2899,Polygon,pitch," 18.9874753, 47.4794327 "
2902,Polygon,pitch," 18.9867115, 47.480729 "
2928,Polygon,playground," 19.0097032, 47.4859574 "
2930,Polygon,park," 19.0242587, 47.4874615 "
2931,Polygon,park," 19.0236083, 47.4872206 "
2932,Polygon,pitch," 19.0226136, 47.4846131 "
2933,Polygon,park," 19.0228807, 47.4871539 "
2934,Polygon,park," 19.0098924, 47.4849151 "
2936,Polygon,park," 19.0004498, 47.487838 "
2938,Polygon,pitch," 19.0010421, 47.4881552 "
2944,Polygon,pitch," 18.9958721, 47.4938177 "
2945,Polygon,pitch," 18.995052, 47.4937785 "
2951,Polygon,playground," 18.9897854, 47.4911814 "
2954,Polygon,pitch," 18.9658583, 47.510545 "
2959,Polygon,playground," 18.9927461, 47.4879226 "
2961,Polygon,garden," 19.0375454, 47.4975785 "
2962,Polygon,park," 19.3936603, 47.429316 "
2963,Polygon,pitch," 19.4008578, 47.4307702 "
2965,Polygon,pitch," 18.9879327, 47.4875934 "
2967,Polygon,pitch," 19.3896541, 47.4117167 "
2971,Polygon,park," 18.9896877, 47.4875662 "
2972,Polygon,park," 18.9899366, 47.487844 "
2983,Polygon,park," 18.9902747, 47.4872496 "
2989,Polygon,pitch," 19.0023703, 47.5431414 "
2991,Polygon,park," 18.986394, 47.4760491 "
2993,Polygon,pitch," 18.976819, 47.4809672 "
2998,Polygon,pitch," 18.890288, 47.6120134 "
