id,poi shape,poi_type,coordinate
5608,Polygon,park," 19.1320945, 47.4291484 "
5609,Polygon,park," 19.1344336, 47.4383075 "
5610,Polygon,park," 19.1351348, 47.439513 "
5611,Polygon,park," 19.1347838, 47.4405005 "
5612,Polygon,pitch," 19.1337977, 47.4354726 "
5613,Polygon,park," 19.1339467, 47.4362881 "
5614,Polygon,park," 19.1340417, 47.4351981 "
5615,Polygon,park," 19.133872, 47.4344231 "
5616,Polygon,park," 19.1337226, 47.4336498 "
5617,Polygon,park," 19.1312045, 47.4274531 "
5618,Polygon,park," 19.1328837, 47.4291253 "
5619,Polygon,park," 19.1332175, 47.4319476 "
5620,Polygon,pitch," 19.090961, 47.5120159 "
5621,Polygon,fitness_station," 19.0912791, 47.5118553 "
5622,Polygon,park," 19.0339208, 47.5408696 "
5623,Polygon,pitch," 19.0317904, 47.5441468 "
5624,Polygon,pitch," 19.0320523, 47.544218 "
5625,Polygon,pitch," 19.031811, 47.5440144 "
5626,Polygon,park," 19.0717339, 47.4078974 "
5629,Polygon,garden," 19.1434293, 47.4725545 "
5630,Polygon,garden," 19.1370316, 47.4805698 "
5631,Polygon,pitch," 19.0322212, 47.341742 "
5632,Polygon,playground," 19.0336575, 47.3424898 "
5633,Polygon,pitch," 19.1102843, 47.4972029 "
5634,Polygon,pitch," 19.1099758, 47.4973143 "
5635,Polygon,pitch," 19.11006, 47.4970122 "
5637,Polygon,track," 18.986271, 47.3210342 "
5638,Polygon,pitch," 18.9863185, 47.3211188 "
5650,Polygon,park," 19.0198964, 47.492386 "
5651,Polygon,park," 19.1317034, 47.4821106 "
5653,Polygon,park," 19.0325569, 47.5498398 "
5654,Polygon,park," 19.0325569, 47.5491862 "
5655,Polygon,park," 19.033218, 47.549417 "
5673,Polygon,playground," 19.0394381, 47.4685605 "
5674,Polygon,garden," 19.0396983, 47.4685555 "
5675,Polygon,garden," 19.0390492, 47.4685522 "
5676,Polygon,garden," 19.0385112, 47.468519 "
5677,Polygon,park," 19.1461957, 47.4615843 "
5678,Polygon,park," 19.1429581, 47.4615905 "
5686,Polygon,garden," 18.9204737, 47.6027142 "
5687,Polygon,garden," 18.9173218, 47.6024575 "
5688,Polygon,garden," 18.9168248, 47.6038174 "
5696,Polygon,garden," 19.0318873, 47.4682442 "
5697,Polygon,pitch," 19.0490297, 47.6210666 "
5701,Polygon,pitch," 18.9189215, 47.6124715 "
5703,Polygon,pitch," 19.1173871, 47.5905103 "
5771,Polygon,pitch," 19.1093855, 47.600979 "
5786,Polygon,park," 19.0039793, 47.3991117 "
5787,Polygon,playground," 19.0038908, 47.3990827 "
5788,Polygon,playground," 18.9945982, 47.3962658 "
5789,Polygon,playground," 18.8692335, 47.4126197 "
5790,Polygon,playground," 18.9969103, 47.4695677 "
5791,Polygon,playground," 18.9979704, 47.4709158 "
5792,Polygon,pitch," 19.0090243, 47.5127595 "
5793,Polygon,pitch," 19.0363085, 47.4910948 "
5794,Polygon,pitch," 19.0670538, 47.506076 "
5795,Polygon,pitch," 19.1176774, 47.4641722 "
5796,Polygon,playground," 19.1257682, 47.4562445 "
5797,Polygon,pitch," 19.1268923, 47.4551521 "
5798,Polygon,playground," 19.126886, 47.455497 "
5799,Polygon,pitch," 19.1076177, 47.4914732 "
5800,Polygon,pitch," 19.1232916, 47.4691307 "
5801,Polygon,pitch," 19.123148, 47.4689204 "
5802,Polygon,pitch," 19.1164834, 47.4938098 "
5803,LineString,track," 19.0346017, 47.525092 "
5804,LineString,track," 19.0059858, 47.457004 "
5805,LineString,track," 19.0908502, 47.4801709 "
5806,LineString,track," 19.1378192, 47.6168197 "
5807,LineString,track," 19.1379284, 47.6233859 "
5808,LineString,track," 19.1395035, 47.6217577 "
5809,LineString,track," 19.1260093, 47.4992974 "
5811,LineString,track," 18.9462344, 47.4572191 "
5812,LineString,track," 19.2360036, 47.4801901 "
5813,LineString,track," 19.0183822, 47.4773306 "
5814,LineString,track," 19.0187737, 47.466318 "
5815,LineString,track," 19.0135835, 47.4629343 "
5816,LineString,track," 19.168414, 47.5138983 "
5817,LineString,track," 19.0536317, 47.5370491 "
5818,LineString,track," 19.0446338, 47.5472469 "
5819,LineString,track," 19.0994367, 47.364606 "
5820,LineString,track," 19.0995968, 47.3647629 "
5821,LineString,track," 19.0990828, 47.3642322 "
5822,LineString,track," 19.0241948, 47.5218753 "
5823,LineString,track," 18.9991852, 47.4712073 "
5824,LineString,track," 19.1788898, 47.4347568 "
5825,LineString,track," 19.3503974, 47.6006814 "
5826,LineString,track," 19.355441, 47.590586 "
5827,LineString,track," 19.0574115, 47.4738983 "
5828,LineString,track," 19.0437967, 47.5153872 "
5829,LineString,track," 19.0189109, 47.5074519 "
5830,LineString,track," 18.9598597, 47.5162118 "
5831,LineString,track," 19.0463865, 47.5434393 "
5832,LineString,track," 19.0462219, 47.5427321 "
5835,LineString,track," 19.1186802, 47.4644218 "
5837,LineString,track," 19.0226885, 47.5129408 "
5838,LineString,track," 19.0383732, 47.5401523 "
5839,LineString,track," 19.0533073, 47.5371286 "
5840,LineString,track," 19.0422349, 47.5197293 "
5841,LineString,track," 19.0461988, 47.5190276 "
5842,LineString,track," 18.9600121, 47.5155849 "
5844,LineString,track," 19.0642861, 47.6156362 "
5853,LineString,track," 19.0548306, 47.4712383 "
5854,LineString,track," 19.0309036, 47.4666479 "
5855,LineString,track," 19.0258231, 47.4889313 "
5860,LineString,track," 19.1270694, 47.4963925 "
5861,LineString,track," 19.2472368, 47.5464525 "
5862,LineString,track," 19.0061176, 47.4806243 "
5863,LineString,track," 19.0584622, 47.4634534 "
5864,LineString,track," 19.0189062, 47.4656243 "
5865,LineString,track," 19.0410646, 47.4764349 "
5866,LineString,track," 19.0462219, 47.5427321 "
5867,LineString,track," 19.0573282, 47.4739031 "
5868,LineString,track," 19.0420735, 47.4768421 "
5869,LineString,track," 19.0582712, 47.4634077 "
5870,LineString,track," 19.0572681, 47.4606264 "
5871,LineString,track," 19.0188819, 47.5074212 "
5872,LineString,track," 19.0244129, 47.5218732 "
5873,LineString,track," 19.0450338, 47.5473884 "
5874,LineString,track," 19.0421797, 47.5203393 "
5875,LineString,track," 19.0595213, 47.6183293 "
5876,LineString,track," 19.0221683, 47.5125719 "
5877,LineString,track," 19.0061609, 47.4566616 "
5878,LineString,track," 19.0058674, 47.4570501 "
5882,LineString,track," 19.0309725, 47.4666142 "
5883,LineString,track," 19.1131491, 47.4975938 "
5884,LineString,track," 19.1134713, 47.4972783 "
5885,LineString,track," 19.1145383, 47.4973797 "
5886,LineString,track," 19.1187477, 47.464076 "
5887,LineString,track," 19.1669321, 47.5159233 "
5888,LineString,track," 18.9984389, 47.4705788 "
5889,LineString,track," 19.0799958, 47.4747768 "
5890,LineString,track," 19.0954966, 47.5637817 "
5891,LineString,track," 19.168414, 47.5138983 "
