,price_per_sqm,apartment,house,number_of_whole_rooms,floor,number_of_half_rooms,furnish_furnished,view_panoramic,view_street,balcony,lift,air_conditioner,utility_double_comfort,heating_gas,heating_wall_heating,heating_central_heating,heating_electric,heating_floor,heating_circulating,heating_district,condition_of_property_renovated,longitude,latitude,data_index,cluster
6168,17.92738133,1,0,2.0,4.0,0.0,1.0,0,0,1.0,1.0,1.0,0,1,0,0,0.0,0.0,1.0,0.0,0,19.05913,47.50219,6168,1
6172,9.6,1,0,1.0,2.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.050585,47.516914,6172,0
6173,11.63636364,1,0,1.0,5.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.086191,47.535065,6173,5
6175,6.603174602999999,1,0,2.0,2.0,1.0,0.0,0,1,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.067413000000002,47.4183,6175,7
6177,7.890410959,1,0,2.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.065369,47.49624,6177,7
6187,7.333333333,1,0,4.0,0.5,0.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.122803,47.52618,6187,7
6209,10.88,1,0,2.0,4.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.049648,47.467392,6209,0
6210,11.04761905,1,0,1.0,0.0,1.0,1.0,0,0,1.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,1,19.08065,47.50639,6210,4
6211,13.8,1,0,1.0,5.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.039562,47.450733,6211,5
6213,9.411764706,1,0,1.0,2.0,2.0,1.0,0,1,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.11424,47.50333,6213,7
6214,15.31214953,1,0,3.0,3.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,1,19.050583,47.50443,6214,8
6216,14.01081081,1,0,1.0,3.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.077824,47.478424,6216,5
6219,8.0,1,0,1.0,2.0,1.0,0.0,0,1,1.0,0.0,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.17297,47.43285,6219,7
6220,10.88,1,0,2.0,4.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.04778,47.46824,6220,0
6256,15.26605505,1,0,4.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.965597,47.52492,6256,8
6269,7.466666667,1,0,2.0,1.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,18.998207,47.52088,6269,7
6272,8.109589041,1,0,3.0,1.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.000007999999998,47.471905,6272,7
6280,16.0,1,0,1.0,2.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.087217000000003,47.533344,6280,8
6281,12.63157895,1,0,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.050425,47.493973,6281,4
6283,17.0797546,1,0,4.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.05684,47.49051,6283,6
6293,10.37837838,1,0,2.0,2.0,1.0,0.0,1,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.02877,47.50182,6293,4
6295,6.776470588,1,0,2.0,3.0,2.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.04534,47.475590000000004,6295,7
6308,11.997568,1,0,2.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.063728,47.51135,6308,4
6320,28.00941176,1,0,3.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.05913,47.50091,6320,2
6326,12.8,1,0,1.0,3.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.049362,47.466656,6326,5
6327,17.23076923,1,0,3.0,8.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,6327,6
6336,10.97142857,1,0,1.0,4.0,1.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.14376,47.5412,6336,0
6338,14.76923077,1,0,1.0,2.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.055220000000002,47.49041,6338,8
6342,10.66666667,1,0,2.0,6.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.017670000000003,47.461290000000005,6342,3
6343,7.822222222000001,1,0,3.0,3.0,0.0,1.0,0,1,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.074939999999998,47.49154,6343,7
6346,14.06060606,1,0,3.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,1,19.058195,47.505077,6346,5
6352,9.142857142999999,1,0,2.0,7.0,1.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.04482,47.47504,6352,3
6354,11.42857143,1,0,1.0,5.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.05987,47.4894,6354,5
6363,13.63809524,1,0,1.0,1.0,1.0,1.0,0,1,1.0,1.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.055220000000002,47.515827,6363,8
6371,18.03962791,1,0,3.0,2.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.03916,47.50201,6371,1
6381,10.24,1,0,3.0,6.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.060204000000002,47.52295,6381,3
6386,11.1827957,1,0,3.0,7.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06069,47.500735999999996,6386,3
6389,9.6,1,0,2.0,2.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.01674,47.5123,6389,7
6390,19.70041905,1,0,2.0,7.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.05752,47.49977,6390,6
6397,10.88,1,0,2.0,3.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.007960999999998,47.470013,6397,4
6399,8.666666667000001,1,0,1.0,8.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.073528,47.47889,6399,3
6401,8.615384615,1,0,1.0,3.0,1.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.11535,47.5967,6401,0
6402,10.05714286,1,0,1.0,0.0,0.0,1.0,0,1,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.15706,47.480095,6402,4
6404,8.489795917999999,1,0,1.0,6.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.145657999999997,47.506153000000005,6404,3
6406,8.615384615,1,0,1.0,2.0,1.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.03598,47.53614,6406,7
6408,6.956521738999999,1,0,2.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.043028,47.463978000000004,6408,7
6409,9.244444443999999,1,0,1.0,1.0,0.0,1.0,0,1,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.0243,47.46691,6409,7
6410,15.09433962,1,0,2.0,1.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.065985,47.547436,6410,8
6418,20.97024928,1,0,3.0,4.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.05913,47.50091,6418,1
6421,6.315789474,1,0,2.0,3.0,0.0,0.0,0,1,1.0,1.0,1.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.0554,47.516273,6421,7
6437,19.4,1,0,2.0,3.0,0.0,1.0,1,0,1.0,0.0,1.0,0,1,0,0,0.0,0.0,1.0,0.0,1,19.03138,47.50609,6437,1
6442,12.08888889,1,0,2.0,2.0,1.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.039017,47.46785,6442,4
6448,10.85714286,1,0,1.0,5.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.059701999999998,47.489,6448,0
6451,13.79029333,1,0,3.0,2.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.01018,47.51635,6451,8
6456,8.96,1,0,2.0,5.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.037052,47.476504999999996,6456,0
6457,10.66666667,1,0,1.0,4.0,0.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.05258,47.60098,6457,0
6473,8.96,1,0,1.0,3.0,1.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0,1.0,0.0,0.0,0.0,1,19.125189000000002,47.507003999999995,6473,0
6480,6.819672131,1,0,1.0,3.0,1.0,1.0,1,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.010519,47.490864,6480,7
6492,8.470588235,1,0,3.0,2.0,0.0,0.0,0,1,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.032989999999998,47.49103,6492,7
6509,25.61054476,1,0,4.0,5.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.054825,47.49175,6509,2
6510,11.37777778,1,0,3.0,3.0,0.0,1.0,0,1,1.0,0.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.029188,47.511913,6510,4
6512,8.8,1,0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.09864,47.56716,6512,7
6523,13.39534884,1,0,1.0,3.0,1.0,0.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.077442,47.48044,6523,5
6525,12.53333333,1,0,3.0,6.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.077442,47.48044,6525,5
6532,13.86666667,1,0,2.0,1.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.116451,47.483067,6532,8
6540,8.727272727,1,0,1.0,4.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.05155,47.51768,6540,0
6543,11.29411765,1,0,1.0,2.0,0.0,0.0,1,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.017117000000002,47.48911,6543,4
6544,6.933333332999999,1,0,2.0,4.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.06275,47.52874,6544,0
6556,11.92156863,1,0,2.0,4.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06694,47.547940000000004,6556,5
6559,8.98245614,1,0,2.0,0.5,0.0,0.0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.014252,47.50713,6559,7
6569,9.051428571,1,0,1.0,3.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.066803,47.531883,6569,0
6573,11.32307692,1,0,3.0,6.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.032339999999998,47.489709999999995,6573,5
6580,14.15384615,1,0,2.0,8.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06614,47.54674,6580,6
6581,10.66666667,1,0,1.0,0.0,1.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.94235,47.54701,6581,4
6583,14.08,1,0,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06614,47.54674,6583,8
6589,10.4,1,0,1.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.049648,47.467392,6589,0
6595,8.0,1,0,2.0,3.0,2.0,1.0,1,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.084063,47.54206,6595,0
6597,8.615384615,1,0,1.0,5.0,0.0,0.0,1,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.03738,47.52193,6597,0
6601,12.95238095,1,0,1.0,2.0,1.0,1.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06985,47.52378,6601,4
6604,9.481481481,1,0,2.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.099178,47.563564,6604,7
6605,11.52,1,0,1.0,0.5,1.0,0.0,1,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,1.0,0.0,1,19.01257,47.520294,6605,4
6627,13.39534884,1,0,1.0,3.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06557,47.50927,6627,5
6636,13.37142857,1,0,1.0,2.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,18.993392999999998,47.472409999999996,6636,8
6639,13.39534884,1,0,2.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.062853,47.511124,6639,5
6641,10.21276596,1,0,2.0,4.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.116901000000002,47.512859999999996,6641,0
6647,12.95238095,1,0,2.0,4.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.078663,47.472034,6647,5
6652,7.641791045,1,0,2.0,4.0,1.0,1.0,1,0,1.0,0.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.114754,47.492634,6652,0
6653,6.4,1,0,1.0,8.0,2.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.16365,47.46955,6653,3
6656,13.0,1,0,1.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.08318,47.479009999999995,6656,5
6681,13.96363636,1,0,1.0,1.0,2.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.04869,47.460679999999996,6681,8
6682,12.61886792,1,0,3.0,1.0,0.0,0.0,0,0,1.0,0.0,1.0,0,1,0,0,0.0,0.0,1.0,0.0,0,18.94792,47.561657000000004,6682,4
6691,9.984,1,0,2.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.075941,47.484413,6691,0
6692,7.563636364,1,0,2.0,3.0,0.0,0.0,0,1,1.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.184956,47.519463,6692,7
6693,10.66666667,1,0,2.0,1.0,0.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.015362,47.57127,6693,4
6703,10.43478261,1,0,1.0,2.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,18.99062,47.51494,6703,4
6705,19.88984615,1,0,3.0,1.0,1.0,0.0,0,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.065578,47.54785,6705,1
6707,10.28571429,1,0,1.0,4.0,1.0,1.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.074299,47.489014000000005,6707,0
6708,14.04878049,1,0,2.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.06658,47.54851,6708,8
6712,10.66666667,1,0,2.0,1.0,0.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.061708,47.503056,6712,4
6719,9.643835616,1,0,2.0,1.0,2.0,0.0,0,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.203215,47.414288,6719,7
6728,15.99389691,1,0,3.0,0.5,1.0,0.0,0,0,1.0,0.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.023384,47.517258,6728,8
6729,7.1111111110000005,1,0,2.0,3.0,0.0,0.0,0,1,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.14927,47.478916,6729,7
6731,12.34285714,1,0,1.0,2.0,2.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,1.0,0.0,0.0,0.0,0,19.06876,47.476105,6731,4
6743,9.043478261,1,0,2.0,1.0,0.0,0.0,0,1,1.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,1,19.055216,47.522263,6743,7
6747,14.28571429,1,0,2.0,8.0,0.0,0.0,1,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.075373000000003,47.48588,6747,6
6755,10.8,1,0,2.0,4.0,2.0,1.0,0,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,1,19.051214,47.478226,6755,0
6763,8.452830189,1,0,2.0,4.0,0.0,0.0,1,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.089825,47.50439,6763,0
6764,8.452830189,1,0,2.0,4.0,0.0,0.0,1,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.08999,47.5042,6764,0
6765,8.677966102000001,1,0,1.0,3.0,2.0,1.0,1,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.06326,47.60217,6765,0
6771,7.563636364,1,0,2.0,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1,18.99501,47.47218,6771,7
6778,11.07692308,1,0,2.0,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.978731,47.52704,6778,4
6779,13.03703704,1,0,2.0,1.0,0.0,0.0,0,1,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.137087,47.524615999999995,6779,4
6780,17.05450213,1,0,2.0,6.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.075373000000003,47.485703,6780,6
6791,12.87804878,1,0,1.0,5.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.039846,47.45058,6791,5
6795,7.344262295,1,0,1.0,0.5,1.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.98421,47.490947999999996,6795,7
6799,7.661971831000001,1,0,3.0,2.0,0.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.001742999999998,47.490086,6799,7
6803,9.411764706,1,0,1.0,1.0,0.0,1.0,0,1,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.071839999999998,47.48713,6803,7
6804,12.35443038,1,0,2.0,4.0,1.0,1.0,0,0,1.0,1.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.072962,47.497726,6804,5
6809,6.76056338,1,0,2.0,5.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.16791,47.437470000000005,6809,0
6811,13.17647059,1,0,3.0,4.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.02364,47.502334999999995,6811,5
6816,14.0,1,0,3.0,5.0,0.0,0.0,1,0,1.0,1.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.06658,47.54851,6816,5
6817,12.30769231,1,0,1.0,5.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.040997,47.532776,6817,5
6829,14.31578947,1,0,2.0,5.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.078663,47.472034,6829,5
6845,9.043478261,1,0,2.0,0.5,0.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.03519,47.54115,6845,7
6855,9.142857142999999,1,0,2.0,3.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.116518,47.48384,6855,0
6863,9.066666667,1,0,2.0,0.0,0.0,1.0,1,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.015202,47.516617,6863,7
6869,17.73037714,1,0,3.0,10.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,6869,6
6874,8.975609756,1,0,3.0,0.0,1.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.131120000000003,47.458870000000005,6874,7
6876,13.24137931,1,0,1.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.039576,47.481163,6876,4
6879,11.78947368,1,0,2.0,4.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.04534,47.475590000000004,6879,5
6883,11.0,1,0,2.0,0.0,0.0,0.0,0,0,1.0,0.0,1.0,1,1,0,0,0.0,0.0,1.0,0.0,0,19.009220000000003,47.44642,6883,4
6893,7.692307692000001,1,0,1.0,2.0,1.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.107315,47.537273,6893,7
6902,9.714285713999999,1,0,2.0,4.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.052994,47.474876,6902,0
6910,18.51428571,1,0,1.0,3.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.068096,47.477886,6910,1
6912,10.13333333,1,0,2.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.056707,47.528079999999996,6912,0
6915,8.470588235,1,0,2.0,2.0,1.0,0.0,0,0,1.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.008242000000003,47.529137,6915,7
6919,9.056603774,1,0,1.0,6.0,2.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.097918,47.556293,6919,3
6930,15.46666667,1,0,3.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,6930,8
6933,8.32,1,0,2.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.10405,47.50516,6933,7
6943,9.411764706,1,0,1.0,2.0,0.0,0.0,0,1,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.126207,47.503975,6943,7
6964,6.901960784,1,0,1.0,5.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.037052,47.476504999999996,6964,0
6969,15.46666667,1,0,1.0,7.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,6969,6
6979,8.658823529,1,0,3.0,6.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.056707,47.52244,6979,3
6983,15.11111111,1,0,1.0,7.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.075373000000003,47.485703,6983,6
6991,7.641791045,1,0,2.0,4.0,1.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.089705,47.559868,6991,0
6994,8.436363636,1,0,2.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.016138,47.457896999999996,6994,7
6999,12.0,1,0,2.0,4.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.045755,47.476692,6999,5
7000,8.691358025,1,0,2.0,0.0,2.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.138119,47.50143,7000,7
7004,11.01639344,1,0,2.0,3.0,1.0,0.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.03069,47.473490000000005,7004,4
7005,14.15319579,1,0,3.0,6.0,0.0,1.0,1,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.066608,47.513428000000005,7005,5
7013,11.05454545,1,0,2.0,1.0,0.0,1.0,0,0,1.0,1.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.05699,47.51441,7013,4
7021,6.9818181820000005,1,0,2.0,0.5,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.15909,47.46843,7021,7
7025,9.777777777999999,1,0,1.0,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.0812,47.564377,7025,4
7026,11.73333333,1,0,2.0,1.0,0.0,0.0,0,1,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.006884,47.491104,7026,4
7027,9.531914894,1,0,2.0,2.0,0.0,1.0,0,1,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.080404,47.47286,7027,7
7031,15.55555556,1,0,2.0,5.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.051579999999998,47.516090000000005,7031,6
7040,9.813333333,1,0,3.0,3.0,0.0,1.0,0,0,1.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,1,19.027720000000002,47.50309,7040,0
7043,13.71428571,1,0,1.0,2.0,0.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.10912,47.50246,7043,8
7050,13.86666667,1,0,1.0,1.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.066944,47.4276,7050,8
