,price_per_sqm,apartment,house,number_of_whole_rooms,floor,number_of_half_rooms,furnish_furnished,view_panoramic,view_street,balcony,lift,air_conditioner,utility_double_comfort,heating_gas,heating_wall_heating,heating_central_heating,heating_electric,heating_floor,heating_circulating,heating_district,condition_of_property_renovated,longitude,latitude,data_index,cluster
7055,8.699029126000001,1,0,2.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.048796,47.513145,7055,0
7056,10.90909091,1,0,1.0,3.0,1.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.038195,47.536335,7056,0
7059,10.05714286,1,0,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.004645999999997,47.514915,7059,4
7060,10.15873016,1,0,2.0,7.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.089029999999998,47.489059999999995,7060,3
7065,10.06451613,1,0,2.0,1.0,0.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.03375,47.50925,7065,4
7070,12.8,1,0,3.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,1,19.03135,47.49787,7070,5
7077,16.33061053,1,0,3.0,2.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,7077,8
7092,13.39534884,1,0,2.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,18.99837,47.4475,7092,8
7095,7.7241379310000005,1,0,2.0,2.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.079756,47.541973,7095,7
7101,8.888888889,1,0,1.0,3.0,1.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.094486,47.559979999999996,7101,0
7103,18.57142857,1,0,2.0,4.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.057479999999998,47.49674,7103,1
7107,12.64110222,1,0,2.0,0.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.967394,47.52366,7107,4
7110,10.66666667,1,0,2.0,2.0,0.0,1.0,0,1,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.059060000000002,47.518190000000004,7110,4
7111,10.51428571,1,0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.20647,47.41375,7111,4
7117,8.918032787000001,1,0,1.0,3.0,1.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.054170000000003,47.51678,7117,0
7125,10.66666667,1,0,2.0,2.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.061726,47.567023999999996,7125,4
7129,10.13333333,1,0,1.0,3.0,0.0,1.0,0,1,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.075989,47.524765,7129,0
7139,14.35897436,1,0,3.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06658,47.54851,7139,5
7143,13.26829268,1,0,1.0,3.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.04869,47.460679999999996,7143,5
7148,8.163265306,1,0,2.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.108729999999998,47.510709999999996,7148,7
7150,18.80494545,1,0,1.0,4.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.066608,47.513428000000005,7150,1
7151,21.44226341,1,0,1.0,4.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.066608,47.513428000000005,7151,1
7158,14.22126667,1,0,2.0,7.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,7158,6
7159,9.411764706,1,0,2.0,1.0,0.0,1.0,0,1,1.0,0.0,1.0,1,1,0,0,0.0,0.0,1.0,0.0,0,19.06092,47.49196,7159,7
7161,20.75828732,1,0,4.0,5.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.059070000000002,47.5042,7161,1
7168,11.42857143,1,0,1.0,11.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.14259,47.51096,7168,3
7172,11.63636364,1,0,2.0,2.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.050692,47.510227,7172,4
7177,10.4,1,0,2.0,0.5,1.0,0.0,0,1,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,18.98924,47.522682,7177,4
7182,10.21276596,1,0,2.0,3.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.110819,47.509434000000006,7182,0
7197,9.564444444,1,0,3.0,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.03448,47.488040000000005,7197,7
7199,8.258064516000001,1,0,2.0,6.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.111988,47.514072,7199,3
7209,7.641791045,1,0,2.0,4.0,1.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.089705,47.559868,7209,0
7219,10.44897959,1,0,2.0,8.0,0.0,1.0,1,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.0551,47.59652,7219,3
7222,8.119402985,1,0,1.0,3.0,2.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.028570000000002,47.496390000000005,7222,0
7224,8.145454545,1,0,1.0,3.0,1.0,0.0,0,1,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.187826,47.516483,7224,0
7225,6.649350649,1,0,3.0,3.0,1.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.037876,47.5245,7225,7
7226,11.60784314,1,0,3.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.00613,47.496105,7226,4
7231,10.07659574,1,0,2.0,3.0,0.0,1.0,1,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.02581,47.537040000000005,7231,0
7232,8.296296296,1,0,2.0,5.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.099520000000002,47.43741,7232,0
7238,12.0368,1,0,2.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.067165,47.506446999999994,7238,5
7240,12.69333333,1,0,1.0,3.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.03678,47.51097,7240,5
7245,7.058823529,1,0,3.0,7.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.160625,47.471779999999995,7245,3
7247,9.265671642000001,1,0,2.0,3.0,1.0,1.0,1,0,1.0,1.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.04875,47.51185,7247,0
7251,12.97297297,1,0,1.0,3.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07439,47.47665,7251,5
7253,16.0,1,0,1.0,2.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.075628,47.547882,7253,8
7256,7.84,1,0,1.0,1.0,0.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.02523,47.58227,7256,7
7260,17.73037714,1,0,3.0,8.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,7260,6
7261,13.40722963,1,0,2.0,7.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,7261,5
7262,13.16346182,1,0,2.0,6.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,7262,5
7266,11.70731707,1,0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.030104,47.49258,7266,4
7280,12.1980198,1,0,4.0,2.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.0507,47.51497,7280,4
7283,9.081081081,1,0,3.0,5.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.086393,47.53293,7283,0
7284,10.92682927,1,0,3.0,5.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.058243,47.529613,7284,5
7288,9.435897436,1,0,3.0,5.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07381,47.50417,7288,0
7301,9.309090909,1,0,1.0,2.0,1.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.97859,47.52495,7301,7
7304,19.2,1,0,1.0,1.0,0.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0,1.0,0.0,0.0,0.0,0,19.11365,47.52174,7304,1
7312,8.4,1,0,2.0,2.0,1.0,0.0,0,0,1.0,0.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.043129999999998,47.584742999999996,7312,7
7313,12.0,1,0,1.0,6.0,1.0,0.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.048448999999998,47.458683,7313,5
7315,9.473267327,1,0,3.0,2.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.080656,47.5068,7315,7
7323,14.47619048,1,0,1.0,2.0,1.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.027720000000002,47.50309,7323,8
7330,8.369230769,1,0,2.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.982378,47.528698,7330,7
7334,14.51609825,1,0,2.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06454,47.48512,7334,5
7337,14.53714286,1,0,2.0,-0.5,0.0,1.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.04599,47.46546,7337,8
7347,13.95446349,1,0,4.0,5.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.057479999999998,47.49674,7347,5
7348,12.0,1,0,1.0,5.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.039347,47.45077,7348,5
7351,13.17647059,1,0,3.0,3.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,1,19.05752,47.49977,7351,5
7352,8.13559322,1,0,1.0,2.0,2.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.086085999999998,47.42347,7352,7
7354,9.244444443999999,1,0,1.0,1.0,0.0,1.0,0,1,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.023761999999998,47.466640000000005,7354,7
7358,10.66666667,1,0,2.0,2.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.007624,47.494125,7358,4
7361,8.727272727,1,0,1.0,2.0,0.0,1.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.1006,47.50763,7361,7
7364,12.44444444,1,0,1.0,4.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.074236,47.53418,7364,5
7366,9.6,1,0,2.0,6.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.08015,47.47905,7366,3
7370,7.1111111110000005,1,0,2.0,6.0,1.0,0.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.0534,47.521618,7370,0
7378,7.308641975,1,0,3.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.054170000000003,47.51678,7378,0
7389,10.88,1,0,2.0,1.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.071745,47.533671999999996,7389,4
7397,22.16297143,1,0,4.0,2.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.034101,47.492034999999994,7397,1
7398,8.888888889,1,0,1.0,1.0,1.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.00178,47.521763,7398,7
7404,7.1836734689999995,1,0,1.0,1.0,1.0,1.0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.172594,47.432957,7404,7
7407,11.5862069,1,0,2.0,4.0,0.0,1.0,0,1,1.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,0,19.054882,47.477447999999995,7407,5
7411,9.633333333,1,0,2.0,2.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.066608,47.513428000000005,7411,7
7419,11.17460317,1,0,2.0,5.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.074202,47.480854,7419,5
7421,13.86666667,1,0,3.0,4.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.06658,47.54851,7421,5
7422,12.53333333,1,0,2.0,6.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.058243,47.529613,7422,5
7425,10.30508475,1,0,2.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.04778,47.46824,7425,4
7427,5.888,1,0,4.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.12215,47.518570000000004,7427,7
7429,6.97029703,1,0,3.0,1.0,1.0,0.0,0,0,1.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.012695,47.491856,7429,7
7441,12.698412699999999,1,0,1.0,2.0,2.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.011522,47.519123,7441,4
7443,9.309090909,1,0,2.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06821,47.52525,7443,0
7453,21.49253731,1,0,2.0,2.0,0.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.045347,47.482227,7453,1
7460,8.193939394,1,0,2.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.00347,47.50094,7460,7
7473,10.76923077,1,0,2.0,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.035921,47.542065,7473,4
7474,37.60989091,1,0,3.0,5.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.054825,47.49175,7474,2
7479,9.795918367,1,0,2.0,1.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.034557,47.463413,7479,4
7480,19.36410256,1,0,3.0,2.0,0.0,0.0,1,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.004889000000002,47.567776,7480,1
7482,10.52631579,1,0,3.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.086191,47.535065,7482,0
7491,12.0,1,0,1.0,3.0,0.0,0.0,1,0,1.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,18.990332000000002,47.493614,7491,5
7497,26.18410127,1,0,3.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.050098000000002,47.51121,7497,2
7498,13.97664865,1,0,3.0,2.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.051579999999998,47.516090000000005,7498,8
7503,27.20787027,1,0,3.0,3.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.034729000000002,47.504020000000004,7503,2
7505,5.28,1,0,3.0,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.023403,47.413113,7505,7
7508,16.0,1,0,1.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.00945,47.467884000000005,7508,8
7509,10.66666667,1,0,2.0,4.0,2.0,0.0,0,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.045074,47.464783000000004,7509,0
7516,12.8,1,0,1.0,2.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.055220000000002,47.49041,7516,4
7525,10.2,1,0,3.0,4.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.068409,47.482708,7525,0
7526,9.890909091000001,1,0,1.0,7.0,1.0,0.0,1,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.026463,47.51267,7526,3
7534,8.452830189,1,0,2.0,4.0,0.0,0.0,1,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.08999,47.5042,7534,0
7535,9.846153846,1,0,1.0,4.0,0.0,1.0,1,0,1.0,1.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.0251,47.486090000000004,7535,0
7538,7.058823529,1,0,1.0,7.0,2.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.16199,47.47125,7538,3
7542,12.08888889,1,0,1.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.064729999999997,47.4976,7542,5
7548,20.06796418,1,0,1.0,1.0,2.0,1.0,0,0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.05732,47.50724,7548,1
7559,9.231780822000001,1,0,4.0,3.0,0.0,0.0,0,1,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.058195,47.505077,7559,0
7577,7.441860465,1,0,2.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.025082,47.43619,7577,7
7586,16.0,1,0,3.0,0.5,0.0,0.0,0,0,1.0,0.0,1.0,0,1,0,0,0.0,0.0,1.0,0.0,1,19.00178,47.521763,7586,8
7598,23.44827586,1,0,2.0,1.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,1.0,0.0,0.0,0.0,1,19.05251,47.505134999999996,7598,2
7611,10.74285714,1,0,2.0,4.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.07604,47.48836,7611,0
7614,10.52054795,1,0,2.0,3.0,2.0,0.0,0,0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.129004000000002,47.521164,7614,0
7622,9.8,1,0,3.0,5.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.05285,47.50979,7622,0
7627,14.22124,1,0,2.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.065578,47.54785,7627,5
7633,10.06741573,1,0,4.0,2.0,0.0,1.0,1,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.063953,47.54626,7633,4
7637,12.44444444,1,0,3.0,2.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.079048,47.53447,7637,4
7641,7.890410959,1,0,2.0,3.0,1.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.061913,47.56974,7641,7
7649,13.55932203,1,0,2.0,5.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.03208,47.489,7649,5
7650,14.0,1,0,3.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.031294,47.510876,7650,5
7656,9.142857142999999,1,0,2.0,2.0,0.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0,1.0,0.0,0.0,0.0,0,18.990942,47.517776,7656,7
7668,14.4,1,0,2.0,0.0,2.0,1.0,0,0,1.0,0.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.03368,47.45785,7668,8
7670,7.905882352999999,1,0,2.0,8.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07181,47.533825,7670,3
7672,9.756097561,1,0,3.0,3.0,0.0,0.0,0,1,1.0,0.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,1,19.02512,47.50976,7672,0
7675,16.0,1,0,1.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.078663,47.472034,7675,8
7679,14.18181818,1,0,1.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.079575,47.478396999999994,7679,8
7680,8.269662921,1,0,3.0,1.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,1,19.07343,47.51478,7680,7
7683,9.6,1,0,1.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.03218,47.513729999999995,7683,0
7687,9.904761905,1,0,3.0,0.0,1.0,0.0,0,1,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.127222,47.51715,7687,4
7688,12.97297297,1,0,1.0,3.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.071665,47.477585,7688,5
7689,10.66666667,1,0,1.0,6.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.032701,47.467506,7689,3
7690,7.619047619,1,0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.07445,47.48115,7690,7
7694,17.06666667,1,0,1.0,1.0,2.0,1.0,0,1,1.0,0.0,1.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.041767,47.533854999999996,7694,8
7705,12.48780488,1,0,1.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.081799,47.471184,7705,4
7720,8.533333333,1,0,2.0,0.0,1.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.000149,47.49937,7720,7
7725,7.829787233999999,1,0,2.0,2.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.063817999999998,47.500633,7725,7
7731,8.861538462,1,0,1.0,4.0,1.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.05784,47.49391,7731,0
7732,21.13207547,1,0,2.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.057479999999998,47.49674,7732,1
7733,12.08888889,1,0,2.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.072329999999997,47.48223,7733,4
7736,7.849056603999999,1,0,2.0,9.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.09411,47.55744,7736,3
7739,13.65239467,1,0,1.0,4.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.04577,47.502487,7739,5
7752,14.08,1,0,1.0,2.0,2.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.061913,47.56974,7752,8
7754,17.39130435,1,0,3.0,2.0,0.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.98885,47.467625,7754,8
7755,10.66666667,1,0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.1275,47.50521,7755,4
7768,11.94666667,1,0,1.0,2.0,1.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.06716,47.50991,7768,4
7770,21.33333333,1,0,2.0,4.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.052529999999997,47.50704,7770,1
7773,13.93481198,1,0,4.0,7.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.058195,47.505077,7773,6
7778,9.090909091,1,0,3.0,2.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.03598,47.53614,7778,7
7780,7.5698924729999995,1,0,3.0,2.0,1.0,0.0,1,0,1.0,0.0,1.0,1,1,0,0,0.0,0.0,1.0,0.0,0,19.12649,47.526234,7780,7
7785,10.24,1,0,2.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.123576999999997,47.523582,7785,4
7788,8.941176471,1,0,3.0,9.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.042555,47.53799,7788,3
7795,9.603954286,1,0,4.0,3.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,1,19.05513,47.504909999999995,7795,0
7799,10.26415094,1,0,2.0,7.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.07679,47.48577,7799,3
7803,10.54117647,1,0,2.0,3.0,2.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.052310000000002,47.51189,7803,0
7804,12.411264,1,0,2.0,1.0,0.0,1.0,1,0,1.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0,19.047107999999998,47.51095,7804,4
7815,10.66666667,1,0,3.0,2.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.01265,47.502213,7815,4
