id,price_per_sqm,apartment,number_of_whole_rooms,number_of_half_rooms,apartment_floor,longitude,latitude,location_district,furnish_furnished,lift,view_total,heating_total,air_conditioner,cluster
4994,9.296826966,1,2,1,3,19.06218,47.50518,VI,1,,street,combination,0,0
5002,8.8,1,4,0,1,19.09483,47.55377,IV,0,0,street,combination,0,0
5006,8.282352941,1,2,1,3,19.0745,47.48191,IX,1,1,garden,combination,0,0
5009,9.230769231,1,1,0,3,19.058195,47.505077,VI,1,,garden,combination,0,0
5012,8.991549296,1,3,1,2,19.06458,47.4926,VIII,0,1,,gas,0,0
5013,9.638554217,1,3,0,3,19.053625,47.521343,XIII,0,1,street,gas,0,0
5014,8,1,3,0,2,19.13017,47.51884,XIV,1,1,garden,combination,0,0
5018,9.142857143,1,2,0,2,19.064243,47.510517,VI,1,1,garden,gas,0,0
5038,8.8,1,0,2,3,19.00309,47.47655,XI,1,1,garden,gas,0,0
5044,8,1,2,0,2,19.072535,47.503326,VII,0,1,street,combination,0,0
5053,8.96,1,2,0,2,19.07357,47.50021,VII,0,0,street,gas,0,0
5054,8.96,1,2,0,3,19.05164,47.51166,V,1,1,garden,combination,0,0
5058,8.145454545,1,3,0,3,19.076344,47.502853,VII,1,0,street,combination,0,0
5063,5.818181818,1,3,1,2,19.072369,47.502636,VII,0,1,street,combination,0,0
5067,8.950461538,1,1,1,2,19.05913,47.50219,VI,0,1,garden,combination,0,0
5082,7.466666667,1,2,0,2,19.08426,47.47869,IX,1,1,garden,central,0,0
5083,8.573538462,1,4,2,0,19.006678,47.475895,XI,0,0,,combination,0,0
5085,6.837606838,1,4,0,2,19.13537,47.52485,XIV,0,0,garden,combination,0,0
5087,6.028985507,1,3,0,2,19.043413,47.544334,III,0,1,,district,0,0
5097,7.794871795,1,2,0,1,19.06454,47.48512,IX,0,,street,,0,0
5100,8.533333333,1,1,0,3,19.0567,47.50241,VI,1,1,street,electric,0,0
5104,8.188,1,2,0,3,19.061193,47.506397,VI,1,1,street,combination,0,0
5111,9.043478261,1,1,1,1,19.05417,47.51678,XIII,1,1,street,combination,0,0
5114,8,1,3,0,2,19.079102,47.488552,VIII,0,1,street,central,0,0
5118,9.244444444,1,4,0,0,19.0313,47.49262,I,0,0,garden,combination,0,0
5124,7,1,2,0,3,19.080055,47.508564,VII,0,1,street,gas,0,0
5126,8.378947368,1,2,0,3,19.061193,47.506397,VI,0,1,street,combination,0,0
5129,8.170212766,1,2,0,3,19.108648,47.493984,VIII,1,0,street,gas,0,0
5136,6.716049383,1,3,0,4,19.05417,47.51678,XIII,0,1,street,combination,0,0
5140,9.014084507,1,3,0,2,19.06458,47.4926,VIII,0,1,panoramic,combination,0,0
5143,8.727272727,1,2,0,0.5,18.99093,47.509247,XII,0,0,garden,combination,0,0
5147,8.727272727,1,2,0,1,19.049894,47.505863,V,1,1,garden,central,0,0
5148,8.62984127,1,2,0,2,19.08028,47.50732,VII,0,0,,gas,0,0
5154,8.094117647,1,3,0,1,19.062208,47.486794,IX,1,0,street,combination,0,0
5163,8.727272727,1,2,0,3,19.10995,47.51091,XIV,0,0,garden,combination,0,0
5168,8.677966102,1,1,2,3,19.06326,47.60217,III,1,1,garden,,0,0
5169,7.466666667,1,5,0,0,18.978102,47.49924,XII,1,0,,combination,0,0
5170,6.895146667,1,4,0,1,19.183222,47.449764,XVIII,0,0,garden,combination,0,0
5172,7.692307692,1,1,1,0,19.03448,47.48804,I,0,0,street,combination,0,0
5173,7.384615385,1,4,0,0,19.02581,47.53704,III,1,,,,0,0
5174,7.12,1,3,0,1,19.09771,47.50884,XIV,1,,garden,gas,0,0
5176,6.204081633,1,4,0,3,19.13618,47.51631,XIV,0,0,garden,combination,0,0
5177,9.097142857,1,2,1,2,18.99746,47.51047,XII,1,0,garden,combination,0,0
5184,8.888888889,1,1,2,2,19.06733,47.51175,VI,1,1,street,gas,0,0
5189,7.529411765,1,3,0,0,19.05445,47.578297,III,0,0,street,combination,0,0
5192,8.916137931,1,1,1,1,19.06843,47.50114,VII,1,1,street,combination,0,0
5194,9.125948235,1,3,0,0,19.003485,47.521687,II,0,,garden,combination,0,0
5199,4.363636364,1,3,0,2,19.13519,47.51901,XIV,1,0,street,gas,0,0
5201,9.043478261,1,1,1,0,19.0377,47.549248,III,1,0,garden,combination,0,0
5213,8.145454545,1,2,0,0.5,19.01696,47.51378,II,0,,garden,gas,0,0
5218,9.142857143,1,4,0,1,19.0299,47.5087,II,1,1,street,combination,0,0
5224,8.421052632,1,3,1,2,19.041456,47.471096,XI,0,0,garden,,0,0
5226,8.930232558,1,3,1,1,19.06632,47.49413,VIII,0,1,garden,combination,0,0
5229,6.4,1,2,0,1,19.020485,47.428528,XXII,1,0,street,,0,0
5233,7.757575758,1,3,0,4,19.084759,47.563564,IV,1,1,garden,,0,0
5235,8.145454545,1,2,0,1,19.16199,47.47125,X,1,1,street,district,0,0
5236,8.72,1,1,0,2,19.073055,47.500282,VII,0,0,street,,0,0
5245,4.363636364,1,3,0,2,19.13519,47.51901,XIV,1,0,garden,central,0,0
5247,7.724137931,1,2,0,1,19.08158,47.50605,VII,1,0,garden,combination,0,0
5256,8.530078351,1,2,0,1,19.08065,47.50639,VII,1,,street,combination,0,0
5264,5.735849057,1,4,0,3,19.1986,47.509876,XVI,0,0,garden,combination,0,0
5265,8.914285714,1,2,0,1,18.98786,47.52785,II,1,0,panoramic,combination,0,0
5267,9.066666667,1,2,0,0,19.01502,47.51646,II,1,0,garden,gas,0,0
5269,6.133333333,1,2,0,0,19.11072,47.54224,XV,0,0,street,combination,0,0
5270,8.156862745,1,1,2,1,19.178322,47.45151,XVIII,0,0,street,district,0,0
5273,9.309090909,1,2,0,0,19.061726,47.506874,VI,1,1,street,gas,0,0
5279,8.98245614,1,2,0,1,19.08015,47.47905,IX,1,1,garden,,0,0
5283,6.888888889,1,3,0,4,19.094486,47.55998,IV,1,1,street,,0,0
5286,8.585365854,1,3,0,0,19.03954,47.47651,XI,0,1,street,combination,0,0
5288,7.466666667,1,1,0,-0.5,19.051441,47.585827,III,0,0,garden,combination,0,0
5292,8.347826087,1,2,0,4,19.17223,47.43746,XVIII,0,0,panoramic,gas,0,0
5293,8.765217391,1,4,1,1,19.02647,47.427578,XXII,1,0,panoramic,combination,0,0
5296,8.727272727,1,1,1,1,19.04049,47.582047,III,1,0,garden,central,0,0
5299,7.298245614,1,3,0,1,19.183678,47.51795,XVI,0,,,gas,0,0
5300,7.111111111,1,1,1,1,19.13608,47.48772,X,1,0,panoramic,district,0,0
5301,8.554129323,1,3,1,4,19.052921,47.509983,V,1,1,street,combination,0,0
5305,7.272727273,1,2,1,1,18.99301,47.52652,II,0,0,panoramic,combination,0,0
5307,6.943396226,1,2,0,2,18.99766,47.52017,II,1,,garden,gas,0,0
5314,7.814506667,1,3,0,1,19.05763,47.50491,VI,0,1,street,,0,0
5320,8.988764045,1,2,1,2,19.063519,47.498585,VII,0,1,street,,0,0
5323,7.926605505,1,3,0,1,19.073757,47.50075,VII,0,1,street,combination,0,0
5325,6.901960784,1,1,0,3,19.068546,47.504734,VII,1,0,street,gas,0,0
5327,8.585365854,1,3,0,1,18.967976,47.53737,II,1,,garden,combination,0,0
5331,8.727272727,1,2,0,1,19.041128,47.474808,XI,0,0,street,central,0,0
5343,7.955938462,1,3,0,2,18.979607,47.502052,XII,0,,garden,,0,0
5351,5.647058824,1,2,1,4,19.07953,47.406403,XXI,0,0,street,gas,0,0
5353,6.213592233,1,3,0,1,19.069607,47.48365,IX,1,0,garden,combination,0,0
5355,6.117647059,1,3,0,1,19.05759,47.58866,III,1,0,street,combination,0,0
5356,7.563636364,1,2,0,1,19.110773,47.46377,IX,0,0,,district,0,0
5365,8.347826087,1,2,0,2,19.06671,47.48112,IX,1,1,street,combination,0,0
5379,8.615384615,1,1,0,3,19.088299,47.48953,VIII,1,0,garden,gas,0,0
5380,7.563636364,1,2,0,2,19.01177,47.5223,II,0,0,garden,combination,0,0
5383,6.857142857,1,3,1,0.5,19.03847,47.47895,XI,0,1,street,,0,0
5386,8.378947368,1,2,0,4,19.061726,47.506874,VI,0,1,street,combination,0,0
5387,6.4,1,3,0,1,19.06597,47.489063,VIII,1,0,street,combination,0,0
5393,7.652173913,1,1,0,0,18.9844,47.50824,XII,1,,,central,0,0
5400,6.755555556,1,4,0,1,19.02249,47.4985,XII,0,1,,central,0,0
5401,7.619047619,1,3,0,1,19.040096,47.545807,III,0,1,,district,0,0
5402,8.996226415,1,2,0,3,19.162,47.508,XVI,0,0,garden,combination,0,0
5403,7.68,1,1,1,3,19.10374,47.57972,IV,0,1,panoramic,central,0,0
5405,7.2,1,1,0,3,19.05258,47.47708,XI,0,1,garden,combination,0,0
5407,8.421052632,1,1,0,0.5,19.068192,47.50501,VI,1,1,garden,gas,0,0
5408,8.170212766,1,2,0,2,19.06817,47.50612,VI,1,1,street,combination,0,0
5413,7.578947368,1,3,0,3,19.162382,47.445152,XVIII,0,0,panoramic,combination,0,0
5414,7.452054795,1,2,1,1,19.0599,47.56679,III,0,,,district,0,0
5417,8.727272727,1,5,0,0,19.03847,47.47895,XI,0,,,,0,0
5422,7.111111111,1,1,1,0.5,18.98421,47.490948,XII,0,0,garden,combination,0,0
5429,7.783783784,1,2,0,4,19.05784,47.49391,V,0,1,street,combination,0,0
5433,8.64,1,1,1,3,18.999119,47.493458,XII,1,0,panoramic,gas,0,0
5435,6.901960784,1,3,0,2,19.0589,47.49771,VII,0,,street,combination,0,0
5444,8.084210526,1,3,0,0,19.04696,47.50366,V,0,,street,combination,0,0
5447,8.462225455,1,2,0,4,19.053127,47.493084,V,1,1,panoramic,combination,0,0
5450,7.563636364,1,2,0,1,18.99501,47.47218,XI,1,1,garden,district,0,0
5461,7.191011236,1,3,0,2,19.031,47.510197,II,0,1,street,combination,0,0
5462,8.774193548,1,2,0,1,19.06454,47.48512,IX,1,1,street,combination,0,0
5473,7.407407407,1,2,1,1,19.002733,47.515385,II,0,0,street,combination,0,0
5498,7.2,1,2,0,3,19.050583,47.50443,V,1,,,combination,0,0
5501,8.774193548,1,2,0,2,19.129004,47.521164,XIV,0,0,street,combination,0,0
5508,9.025641026,1,2,0,2,19.027287,47.51142,II,0,0,,combination,0,0
5529,5.423728814,1,3,0,0,19.06488,47.48517,IX,0,1,street,combination,0,0
5547,9.173333333,1,1,0,3,19.079369,47.50406,VII,1,0,street,gas,0,0
5550,8.380952381,1,3,0,2,18.99952,47.50784,XII,0,0,panoramic,combination,0,0
5552,8.181818182,1,4,1,4,19.048435,47.478336,XI,1,1,street,combination,0,0
5556,7.68,1,2,1,4,19.05343,47.47959,XI,1,1,garden,combination,0,0
5558,7.529411765,1,3,1,0.5,19.011127,47.495445,XII,0,0,street,central,0,0
5559,6.186666667,1,2,0,3,19.061193,47.506397,VI,0,0,street,gas,0,0
5560,8.988764045,1,3,0,1,19.07343,47.51478,VI,1,1,street,central,0,0
5562,8.727272727,1,2,0,1,19.03549,47.55046,III,0,0,street,combination,0,0
5563,8,1,3,0,2,19.06427,47.51766,XIII,1,1,street,central,0,0
5570,7.641791045,1,2,0,1,19.016165,47.483585,XI,1,0,panoramic,gas,0,0
5590,6.901960784,1,1,0,5,19.03671,47.475925,XI,0,1,garden,district,0,0
5616,9.086419753,1,4,0,0,19.144348,47.50191,X,0,1,street,district,0,0
5627,8.533333333,1,3,0,2,19.012564,47.553093,III,1,,panoramic,combination,0,0
5628,7.384615385,1,1,1,0,19.12483,47.54972,XV,0,0,street,central,0,0
5633,9.295238095,1,3,0,2,19.053127,47.493084,V,1,1,garden,combination,0,0
5636,8.393442623,1,2,0,3,19.06856,47.5127,VI,1,1,garden,gas,0,0
5637,8.930232558,1,1,1,2,19.0854,47.486168,VIII,0,0,street,gas,0,0
5638,6.857142857,1,2,1,3,19.13767,47.51217,XIV,0,1,street,district,0,0
5643,5.714285714,1,2,0,1,19.109503,47.443764,XX,0,1,street,central,0,0
5644,8.993669565,1,4,0,0.5,19.093199,47.507294,XIV,1,0,garden,,0,0
5650,6.686567164,1,3,0,3,19.041752,47.464752,XI,0,0,street,combination,0,0
5651,7.191011236,1,3,0,1,19.070604,47.491985,VIII,0,0,street,combination,0,0
5656,7.452054795,1,2,1,1,19.10912,47.50246,XIV,0,0,garden,gas,0,0
5660,8.571428571,1,2,0,3,19.057726,47.52403,XIII,1,1,street,gas,0,0
5666,6.571428571,1,2,0,3,19.16791,47.43747,XVIII,1,1,street,district,0,0
5667,7.569892473,1,3,0,2,19.12649,47.526234,XIV,0,0,panoramic,gas,0,0
5669,7.641791045,1,2,0,2,19.085018,47.503773,VII,1,0,street,electric,0,0
5673,9.28,1,2,0,3,19.090073,47.53429,XIII,1,1,street,central,0,0
5678,9.263157895,1,1,0,1,19.19819,47.51464,XVI,1,0,garden,combination,0,0
5683,6.857142857,1,2,0,2,19.07581,47.49316,VIII,1,1,street,central,0,0
5696,6.575342466,1,2,1,0,19.06998,47.42994,XXI,0,1,,district,0,0
5700,8.258064516,1,1,2,2,19.127039,47.57747,XV,0,0,street,central,0,0
5702,7.480519481,1,2,1,1,19.04096,47.47284,XI,0,0,street,combination,0,0
5703,8.571428571,1,2,0,2,19.070604,47.491985,VIII,0,0,street,gas,0,0
5704,8.530078351,1,3,0,3,19.061193,47.506397,VI,1,1,street,combination,0,0
5708,8.827586207,1,1,1,1,19.01639,47.50434,XII,0,0,garden,gas,0,0
5710,5.894736842,1,2,0,1,19.11997,47.5259,XIV,0,0,street,,0,0
5712,9.142857143,1,1,0,0,19.082088,47.50668,VII,1,,garden,gas,0,0
5713,6.933333333,1,2,0,2,19.001743,47.490086,XII,0,0,,gas,0,0
5719,8.615384615,1,2,0,3,19.03208,47.489,I,1,0,street,combination,0,0
5722,6.981818182,1,2,0,3,19.156494,47.507866,XVI,0,0,street,gas,0,0
5724,7.783783784,1,2,2,0,19.100254,47.560543,IV,0,1,garden,district,0,0
5726,7.428571429,1,2,0,3,19.02794,47.49045,XII,0,1,,combination,0,0
5728,8.554129323,1,3,0,4,19.05285,47.50979,V,1,1,street,combination,0,0
5729,7.191011236,1,2,0,1,19.03202,47.50953,II,0,1,street,combination,0,0
5734,9,1,2,1,3,19.02162,47.53962,III,1,0,panoramic,combination,0,0
5736,7.587628866,1,2,1,3,19.061193,47.506397,VI,0,0,street,central,0,0
5737,5.76,1,3,0,1,19.01355,47.429066,XXII,0,0,garden,combination,0,0
5745,7.529411765,1,3,0,0,19.072594,47.50715,VII,0,0,,electric,0,0
5747,9.275362319,1,2,0,1,19.03036,47.50921,II,1,1,street,gas,0,0
5751,8,1,1,0,0,18.98732,47.529686,II,1,0,panoramic,gas,0,0
5756,8,1,2,0,0,19.03908,47.42479,XXII,0,0,street,combination,0,0
5758,7.04,1,1,0,0,19.11972,47.56761,XV,0,0,street,gas,0,0
5760,9.548387097,1,2,0,3,19.063519,47.498585,VII,1,1,street,electric,0,0
5764,6.769230769,1,1,1,1,19.02468,47.447567,XI,0,,garden,combination,0,0
5769,8.32,1,1,1,2,19.097841,47.517933,XIV,1,0,garden,combination,0,0
5774,6.564102564,1,2,0,1,19.05018,47.51421,XIII,0,1,street,gas,0,0
5775,4.363636364,1,4,0,4,19.1275,47.50521,XIV,0,0,street,combination,0,0
5781,8.727272727,1,2,0,1,19.076033,47.500286,VII,0,1,garden,gas,0,0
5783,9.6,1,4,0,1,19.028467,47.53284,III,1,1,garden,combination,0,0
5785,9.050566038,1,1,2,2,19.07323,47.48771,VIII,1,1,garden,district,0,0
5788,9.142857143,1,1,0,1,19.132109,47.486683,X,1,1,street,central,0,0
5794,9.253012048,1,2,1,2,19.07841,47.494682,VIII,0,1,street,combination,0,0
5796,8.533333333,1,2,0,0.5,19.07494,47.49154,VIII,0,1,street,central,0,0
5806,8.533333333,1,3,0,1,19.078382,47.530766,XIII,0,1,,central,0,0
5807,8.85106383,1,1,0,1,19.029184,47.50112,I,0,0,street,gas,0,0
5812,8.861538462,1,2,0,1,19.08539,47.47862,IX,1,0,street,combination,0,0
5822,9.066666667,1,1,0,2,19.10039,47.437096,XX,1,1,street,combination,0,0
5825,8.634920635,1,2,1,4,19.018597,47.494465,XII,1,1,garden,gas,0,0
5829,8.788732394,1,2,1,3,19.0745,47.48191,IX,0,1,street,combination,0,0
5840,5.303958974,1,3,1,1,19.073727,47.489517,VIII,1,0,street,combination,0,0
5865,9.28,1,1,1,2,19.06737,47.50636,VI,1,1,garden,combination,0,0
5866,7.466666667,1,2,0,1,19.27393,47.50183,XVII,0,,garden,combination,0,0
5870,5.333333333,1,3,0,2,19.061193,47.506397,VI,0,0,street,,0,0
5879,7.466666667,1,2,0,4,19.10328,47.521,XIV,1,1,garden,combination,0,0
5880,6.243902439,1,2,0,3,19.072212,47.509697,VI,1,0,street,gas,0,0
5882,8.140350877,1,4,0,0.5,19.02877,47.50182,I,0,1,street,combination,0,0
5892,6.4,1,2,2,5,19.028439,47.498596,I,0,1,panoramic,combination,0,0
5893,8.533333333,1,1,1,2,19.06271,47.50879,VI,1,1,,gas,0,0
5909,7.272727273,1,1,0,2,19.085793,47.4932,VII,0,0,street,,0,0
5915,6.352941176,1,2,0,1,19.07965,47.4905,VIII,1,0,street,gas,0,0
5918,8.96,1,1,0,2,19.072369,47.502636,VII,0,1,street,gas,0,0
5925,7.724137931,1,1,2,4,19.071459,47.421032,XXI,0,1,street,district,0,0
5933,7.333333333,1,1,0,1,19.09081,47.541813,XIII,1,0,street,combination,0,0
5935,6.530612245,1,3,0,3,19.055893,47.491158,V,1,0,street,combination,0,0
5945,9.6,1,4,0,2,19.026384,47.526764,II,0,0,panoramic,combination,0,0
5946,1.529880478,1,1,0,1,19.05018,47.51421,XIII,1,1,garden,gas,0,0
5949,9.333333333,1,2,0,2,19.010103,47.495285,XII,0,0,panoramic,combination,0,0
5964,8.32,1,2,0,0,19.150843,47.483803,X,0,0,street,gas,0,0
5976,7,1,3,1,2,19.051895,47.48003,XI,0,0,street,combination,0,0
5980,6.486486486,1,3,0,1,19.080074,47.428844,XXI,0,0,garden,combination,0,0
5990,9.244444444,1,4,0,-0.5,19.06363,47.50893,VI,0,,street,combination,0,0
5998,8.788732394,1,2,0,1,19.06454,47.48512,IX,0,1,,combination,0,0
6000,8.526222222,1,1,0,1,19.0298,47.49807,I,1,1,street,gas,0,0
6005,8,1,2,0,4,19.09574,47.431797,XX,0,1,street,central,0,0
6006,9.236363636,1,4,0,1,19.05665,47.479153,XI,0,,street,combination,0,0
6007,6.933333333,1,2,0,1,19.07233,47.48223,IX,1,1,street,combination,0,0
6024,8.784313725,1,1,2,2,19.11296,47.50393,XIV,0,0,,combination,0,0
6025,8.285714286,1,2,0,1,19.057076,47.520504,XIII,1,1,street,gas,0,0
6028,8.816326531,1,2,0,3,19.045605,47.46135,XI,1,0,garden,gas,0,0
6036,7.428571429,1,2,0,1,19.08945,47.50717,XIV,1,0,garden,gas,0,0
6045,8.861538462,1,1,2,3,19.092735,47.572487,IV,0,1,garden,central,0,0
6047,8.32,1,2,0,0.5,19.13618,47.51631,XIV,0,0,street,central,0,0
6057,6.686567164,1,2,1,2,19.0243,47.46691,XI,0,0,,combination,0,0
6061,8.727272727,1,2,1,1,19.061853,47.529655,XIII,0,0,garden,district,0,0
6066,7.024390244,1,3,0,1,19.076033,47.500286,VII,1,0,street,combination,0,0
6075,4.952380952,1,2,1,3,19.085793,47.4932,VII,0,,panoramic,gas,0,0
6079,8.727272727,1,4,0,1,19.02235,47.43996,XXII,1,0,panoramic,combination,0,0
6083,7.272727273,1,3,0,1,19.013077,47.521526,II,0,0,garden,combination,0,0
6085,7.836734694,1,2,0,4,19.153795,47.50878,XIV,0,1,panoramic,district,0,0
6087,7.836734694,1,1,1,2,18.989595,47.51109,XII,1,0,panoramic,central,0,0
6090,8.727272727,1,2,1,3,19.05942,47.50906,VI,0,0,,combination,0,0
6095,7.822222222,1,2,0,3,19.08342,47.49411,VIII,1,1,street,central,0,0
6110,8.470588235,1,1,0,0.5,19.096933,47.485012,VIII,0,,garden,combination,0,0
6115,8.150943396,1,2,0,2,19.16458,47.4402,XVIII,0,1,street,,0,0
6117,8,1,2,0,1,19.145348,47.539803,XV,0,1,street,district,0,0
6118,9.142857143,1,1,0,1,19.09771,47.50884,XIV,0,1,,combination,0,0
6123,8.186046512,1,2,0,3,19.1316,47.48202,X,0,1,garden,central,0,0
6126,9.051428571,1,1,0,3,19.066803,47.531883,XIII,1,1,,district,0,0
6129,8.278588235,1,3,2,1,19.05923,47.48819,V,1,1,,combination,0,0
6131,8.533333333,1,1,1,0,19.109161,47.514236,XIV,0,,,gas,0,0
6137,7.183673469,1,2,0,4,19.145136,47.50624,XIV,1,1,street,district,0,0
6143,8,1,2,1,1,19.25488,47.47572,XVII,0,0,,central,0,0
6152,8.654545455,1,1,1,0.5,19.09274,47.436184,XX,0,0,garden,gas,0,0
6157,8,1,1,0,0,19.036747,47.474117,XI,0,,,gas,0,0
6164,7.619047619,1,2,1,0.5,19.054758,47.503906,V,1,,garden,combination,0,0
6166,8.8,1,1,1,1,19.039429,47.54415,III,0,0,garden,gas,0,0
6171,6.564102564,1,1,0,0,19.01753,47.42254,XXII,1,,garden,central,0,0
6175,6.603174603,1,2,1,2,19.067413,47.4183,XXI,0,0,street,district,0,0
6177,7.890410959,1,2,0,1,19.065369,47.49624,VII,0,0,street,gas,0,0
6178,8,1,2,0,0,19.12611,47.455555,XIX,0,,,combination,0,0
6182,8.727272727,1,1,0,2,19.06583,47.49188,VIII,1,1,garden,combination,0,0
6184,8.421052632,1,1,0,0,19.057076,47.520504,XIII,1,,garden,gas,0,0
6187,7.333333333,1,4,0,0.5,19.122803,47.52618,XIV,0,0,garden,combination,0,0
6188,6.736842105,1,2,0,1,19.07121,47.48649,VIII,1,1,,central,0,0
6190,7.058823529,1,2,2,4,19.13351,47.5358,XV,1,1,,district,0,0
6198,7.661971831,1,2,0,0,19.06454,47.48512,IX,1,1,garden,gas,0,0
6199,8.296296296,1,1,1,3,19.017923,47.507786,XII,0,1,street,combination,0,0
6204,8.32,1,1,1,2,19.097841,47.517933,XIV,1,0,garden,combination,0,0
6213,9.411764706,1,1,2,2,19.11424,47.50333,XIV,1,0,street,combination,0,0
6215,9.041269841,1,2,0,1,19.022884,47.507942,II,0,0,street,combination,0,0
6217,8.85106383,1,1,0,1,18.96545,47.522614,II,0,1,panoramic,central,0,0
6218,7.407407407,1,3,1,1,19.064243,47.510517,VI,1,1,street,combination,0,0
6219,8,1,1,1,2,19.17297,47.43285,XVIII,0,0,street,gas,0,0
6228,7.854545455,1,2,0,4,19.14195,47.510853,XIV,0,1,panoramic,district,0,0
6231,9.025641026,1,2,0,2,19.06293,47.4846,IX,1,1,garden,combination,0,0
6236,7.741935484,1,2,0,2,19.073757,47.50075,VII,0,1,garden,gas,0,0
6237,6.4,1,2,0,0.5,19.08505,47.58025,IV,1,0,street,combination,0,0
6243,7.200648101,1,2,0,2,19.06543,47.49779,VII,1,0,garden,gas,0,0
6244,8.32,1,2,0,3,19.128569,47.504086,XIV,1,0,garden,gas,0,0
6248,8,1,2,0,1,19.06571,47.5099,VI,0,1,,,0,0
6251,6.620689655,1,2,0,2,19.092382,47.436234,XX,1,0,garden,,0,0
6252,8,1,2,0,0,18.99495,47.3977,XXII,0,,,gas,0,0
6265,6.933333333,1,2,0,2,19.068546,47.504734,VII,0,1,garden,gas,0,0
6269,7.466666667,1,2,0,1,18.998207,47.52088,II,0,1,street,combination,0,0
6271,8.761904762,1,1,2,1,19.068546,47.504734,VII,0,0,street,combination,0,0
6272,8.109589041,1,3,0,1,19.000008,47.471905,XI,0,1,street,combination,0,0
6278,4.987012987,1,2,0,2,19.092464,47.48461,VIII,1,1,street,gas,0,0
6282,8.648648649,1,1,0,2,19.15418,47.47749,X,1,0,,gas,0,0
6290,8.888888889,1,1,1,3,19.238092,47.484478,XVII,0,0,street,combination,0,0
6295,6.776470588,1,2,2,3,19.04534,47.47559,XI,0,1,street,combination,0,0
6307,6,1,3,0,1,19.01914,47.40118,XXII,1,0,panoramic,combination,0,0
6319,8.421052632,1,2,1,2,19.05529,47.51515,XIII,1,1,street,combination,0,0
6324,6.933333333,1,2,1,3,19.129412,47.489033,X,0,0,garden,,0,0
6343,7.822222222,1,3,0,3,19.07494,47.49154,VIII,1,0,street,combination,0,0
6350,7.272727273,1,3,0,2,19.111988,47.514072,XIV,0,1,street,combination,0,0
6356,8,1,1,1,2,19.1331,47.48304,X,0,0,street,gas,0,0
6357,7.04,1,3,0,4,19.05097,47.47232,XI,1,1,,combination,0,0
6374,8.727272727,1,2,0,1,19.109585,47.505825,XIV,0,0,,gas,0,0
6378,8.084210526,1,3,1,3,19.073786,47.496784,VIII,0,0,street,combination,0,0
6391,9.043478261,1,3,0,0,19.050585,47.516914,XIII,1,1,street,central,0,0
6401,8.615384615,1,1,1,3,19.11535,47.5967,IV,0,0,,combination,0,0
6406,8.615384615,1,1,1,2,19.03598,47.53614,III,0,1,garden,combination,0,0
6408,6.956521739,1,2,0,1,19.043028,47.463978,XI,0,0,street,district,0,0
6409,9.244444444,1,1,0,1,19.0243,47.46691,XI,1,0,street,gas,0,0
6419,6.956521739,1,3,0,1,19.000114,47.503407,XII,1,,garden,combination,0,0
6421,6.315789474,1,2,0,3,19.0554,47.516273,XIII,0,1,street,gas,0,0
6438,7.314285714,1,1,0,1,19.070482,47.417263,XXI,0,0,garden,gas,0,0
6444,7.164179104,1,1,2,0,18.99491,47.47868,XI,0,,,combination,0,0
6445,9.142857143,1,1,0,0,19.03876,47.534584,III,1,,street,gas,0,0
6447,7.843137255,1,2,0,4,19.11463,47.46061,IX,0,,,gas,0,0
6453,9.454545455,1,3,0,1,19.117584,47.513268,XIV,0,1,,central,0,0
6468,8,1,1,0,0,19.176844,47.40498,XVIII,0,,garden,combination,0,0
6472,8.421052632,1,3,0,1,19.176844,47.40498,XVIII,0,,garden,combination,0,0
6473,8.96,1,1,1,3,19.125189,47.507004,XIV,0,0,garden,electric,0,0
6480,6.819672131,1,1,1,3,19.010519,47.490864,XII,1,0,panoramic,combination,0,0
6483,7.529411765,1,3,0,3,19.11392,47.5811,IV,0,0,street,central,0,0
6492,8.470588235,1,3,0,2,19.03299,47.49103,I,0,0,street,combination,0,0
6505,6.315789474,1,2,0,0,19.076033,47.500286,VII,1,,street,combination,0,0
6512,8.8,1,1,0,1,19.09864,47.56716,IV,0,0,garden,gas,0,0
6520,7.441860465,1,1,0,0,19.085793,47.4932,VII,1,0,street,electric,0,0
6524,8.8,1,2,2,3,19.055647,47.56862,III,0,,,central,0,0
6535,8.930232558,1,1,1,2,19.101171,47.53102,XIV,0,0,street,district,0,0
6538,8.85106383,1,1,1,3,19.04885,47.47154,XI,1,1,,district,0,0
6544,6.933333333,1,2,0,4,19.06275,47.52874,XIII,0,1,garden,district,0,0
6553,9.523809524,1,2,1,3,19.072369,47.502636,VII,0,1,street,combination,0,0
6559,8.98245614,1,2,0,0.5,19.014252,47.50713,XII,0,0,garden,gas,0,0
6565,6.776470588,1,2,1,1,19.074064,47.4979,VIII,1,0,street,combination,0,0
6569,9.051428571,1,1,0,3,19.066803,47.531883,XIII,1,1,street,district,0,0
6590,8.96,1,1,0,2,19.079105,47.542652,XIII,0,1,panoramic,,0,0
6593,8.011988732,1,2,0,3,19.063519,47.498585,VII,1,0,street,,0,0
6595,8,1,2,2,3,19.084063,47.54206,XIII,1,0,panoramic,district,0,0
6603,7.868852459,1,2,0,3,19.06856,47.5127,VI,1,1,garden,gas,0,0
6615,6.857142857,1,2,0,0,19.03294,47.453506,XI,0,0,garden,combination,0,0
6617,8,1,2,0,4,19.05666,47.49274,V,0,1,street,combination,0,0
