id,price_per_sqm,apartment,number_of_whole_rooms,number_of_half_rooms,apartment_floor,longitude,latitude,location_district,furnish_furnished,lift,view_total,heating_total,air_conditioner,cluster
2383,9.076086957,1,3,0,1,19.0338892,47.4751531,XI,0,,street,,0,0
2384,6.5,1,2,0,0,18.987666,47.5139974,XII,0,,,,0,0
2390,5.742857143,1,2,0,2,19.0737125,47.4876032,VIII,1,,street,,0,0
2394,7.850746269,1,2,2,4,19.0821407,47.5517708,XIII,1,,panoramic,,0,0
2399,6.7,1,1,1,0,18.9474007,47.5704919,II,1,,,,0,0
2400,8.169811321,1,1,1,0.5,19.098715,47.515224,XIV,1,,street,,0,0
2401,7.40625,1,2,1,1,19.091241,47.5109574,XIV,0,,garden,,0,0
2407,9.339622642,1,1,0,2,19.0951219,47.477001,VIII,1,,panoramic,,0,0
2408,6.866666667,1,3,0,1.5,19.0242842,47.5254524,II,1,,,,0,0
2410,8.140350877,1,1,1,0.5,19.0132506,47.5134721,II,0,,garden,,0,0
2412,7.368421053,1,2,0,1,19.0708927,47.4860023,VIII,1,,street,,0,0
2413,8.452830189,1,1,0,2,19.0951219,47.477001,VIII,1,,street,,0,0
2435,8,1,2,0,2,19.0599011,47.5079377,VI,1,1,,,0,0
2436,7.9,1,3,0,1,19.0710395,47.5050887,VII,0,,,,0,0
2438,6.346153846,1,2,1,4,19.070893,47.4783878,IX,1,,street,,0,0
2439,6.925373134,1,2,0,1.5,19.1301851,47.5190228,XIV,0,,,,0,0
2443,8.992805755,1,4,0,2,19.0693286,47.4876447,VIII,1,,street,floor,0,0
2457,8.260273973,1,3,1,0,18.9779394,47.5241847,II,0,,panoramic,,0,0
2476,7.789915966,1,4,1,2,19.0283636,47.5121263,II,0,,street,,0,0
2487,9.202380952,1,2,1,2,19.046437,47.502695,V,1,,,,0,0
2488,8.402173913,1,3,0,2,19.0356257,47.4804907,XI,1,,panoramic,,0,0
2494,9.066666667,1,2,0,3,19.0581738,47.5042001,VI,1,,street,,0,0
2496,8.5,1,2,0,1,19.0673541,47.5099203,VI,1,,street,,0,0
2500,7.725,1,2,0,3,19.0306019,47.5097188,II,1,,street,,0,0
2506,7.315789474,1,3,1,2,19.0511781,47.5157739,XIII,1,,street,,0,0
2510,8.947368421,1,1,0,1,19.19694,47.5155259,XVI,1,,street,,0,0
2511,9.139130435,1,3,1,2,19.05996892,47.49606106,VII,1,,street,,0,0
2514,8.095238095,1,1,0,1,19.0568862,47.5214537,XIII,0,,street,,0,0
2517,7.872727273,1,2,0,1,19.1106933,47.4637692,IX,1,,garden,,0,0
2519,8.777777778,1,2,1,1,19.027723,47.5136139,II,1,,garden,,0,0
2525,6.866666667,1,2,1,1,19.0184783,47.4943336,XII,1,,street,,0,0
2530,8.171428571,1,2,0,4,19.0210701,47.4942298,XII,1,,street,,0,0
2537,7.730769231,1,2,1,3,19.0625565,47.5968952,III,1,,panoramic,,0,0
2538,7.138461538,1,2,0,1,19.0236979,47.4944098,XII,1,,street,,0,0
2540,9.24137931,1,2,2,1,19.0515638,47.4943108,V,0,1,street,,0,0
2550,7.9,1,2,0,1.5,18.991329,47.516264,XII,1,,garden,,0,0
2553,8.25,1,2,0,2,19.085337,47.4795088,IX,1,,,,0,0
2560,8.427272727,1,4,0,1,19.0242854,47.5193366,II,0,,garden,,1,0
2566,7.42,1,3,0,1,19.028468,47.5062071,I,1,1,,circulating,0,0
2575,8.947368421,1,3,0,2,19.0579908,47.4979757,VII,1,,,,0,0
2581,7.071428571,1,2,0,3,19.0951219,47.477001,VIII,1,,street,,0,0
2583,7.39,1,3,0,1.5,19.0291917,47.5060647,I,1,,street,,0,0
2587,6.275362319,1,2,1,2,19.0825031,47.4921355,VIII,1,,street,gas,0,0
2588,8.431818182,1,1,1,3,19.1729055,47.438019,XVIII,0,,street,,0,0
2589,8.956521739,1,2,0,3,19.0528279,47.496733,V,1,,,,0,0
2594,8.131578947,1,1,1,2,18.981746,47.494582,XII,0,,,,0,0
2596,5.237288136,1,1,0,0,19.0789914,47.4953857,VIII,1,,street,,0,0
2597,8.8875,1,3,0,2,19.0268679,47.5605927,III,1,0,,,0,0
2602,8.947368421,1,3,0,2,19.05912236,47.49860881,VII,1,,,,0,0
2603,8.603773585,1,4,0,2,19.0733295,47.5176163,XIV,1,,street,,0,0
2605,7.42,1,2,0,0,19.0402225,47.4622857,XI,1,,street,,0,0
2606,6.823529412,1,2,0,2,19.0546061,47.4902176,V,1,,street,,0,0
2608,6.106666667,1,2,0,1,19.0525817,47.4826025,XI,1,,street,,0,0
2609,8,1,2,0,2,19.0778778,47.4815957,IX,0,,,,0,0
2615,7.487179487,1,2,0,2,19.0631154,47.4876794,IX,0,,street,,0,0
2628,6.541176471,1,3,0,2,19.073521,47.481806,IX,1,,street,,0,0
2630,8.065217391,1,1,1,2,19.0951219,47.477001,VIII,1,,street,,0,0
2631,5.823529412,1,3,0,2,19.072875,47.480261,IX,1,,street,,0,0
2634,7.73,1,3,0,2,19.0519257,47.4965285,V,1,,street,,0,0
2637,8.427272727,1,3,0,3,19.0761433,47.5033805,VII,1,,street,,0,0
2645,8.204081633,1,3,0,4,19.0574881,47.5175413,XIII,0,,street,,0,0
2647,6.666666667,1,3,0,3,19.0548342,47.4783984,XI,0,,street,,0,0
2649,7.872727273,1,2,0,3,19.0287498,47.490948,XII,0,,street,,0,0
2654,7.391304348,1,4,1,2,19.0699385,47.5059021,VI,1,,street,,0,0
2655,6.866666667,1,2,2,1,19.0323584,47.4877587,I,0,,,,0,0
2660,8.235294118,1,4,0,4,19.0564331,47.4998975,VI,1,1,street,gas,0,0
2661,8.775510204,1,2,0,2,19.1401756,47.5135907,XIV,1,,,,0,0
2662,8.244444444,1,3,0,2,19.0268736,47.484166,XI,1,,panoramic,,0,0
2671,7.944444444,1,5,0,0,19.0381285,47.5804233,III,1,,garden,,0,0
2684,7.952380952,1,3,1,2,19.0778734,47.4753974,IX,0,,street,central,0,0
2686,8.057971014,1,2,0,4,19.0207207,47.4944224,XII,1,,street,,0,0
2689,8.85,1,2,1,2,19.0239522,47.5077091,II,1,1,street,combination,0,0
2690,8.96,1,4,0,1,18.9402858,47.5487024,II,1,,garden,,0,0
2693,8.402173913,1,3,0,2,19.0356257,47.4804907,XI,1,,panoramic,,0,0
2695,5.916666667,1,2,0,0,19.1178592,47.5375845,XV,0,,street,,0,0
2700,9.275,1,2,0,2,19.0229167,47.5076207,II,1,,street,,0,0
2701,7.367647059,1,2,0,2,19.0633949,47.5023351,VII,1,,,,0,0
2704,8.34,1,2,0,3,19.0356809,47.4664148,XI,0,,,,0,0
2714,8.136842105,1,3,0,2,19.021581,47.504447,XII,0,,street,circulating,0,0
2720,9.266666667,1,2,1,1,19.0535223,47.4839619,XI,0,,garden,,0,0
2722,8.553191489,1,3,0,2,19.036592,47.5116,II,0,,,,0,0
2724,7.555555556,1,2,1,3,19.0332337,47.50778,II,0,,street,,0,0
2733,9.094117647,1,4,0,1,19.0224432,47.4506264,XI,0,,street,,0,0
2736,9.275,1,2,1,1,19.0290812,47.5062513,I,1,1,,circulating,0,0
2737,8.364705882,1,4,0,2,19.0696292,47.5090666,VI,0,,,,0,0
2746,7.3375,1,4,0,2,19.0530963,47.4669163,XI,1,,,,0,0
2750,6.628571429,1,2,0,2,19.0751855,47.4929151,VIII,1,,street,,0,0
2751,7.3375,1,4,0,2,19.0530963,47.4669163,XI,0,,,,0,0
2757,6.455696203,1,3,0,1,19.0767106,47.4948437,VIII,1,,street,,0,0
2759,8.114754098,1,2,0,2,19.079478,47.5082415,VII,1,,street,,0,0
2760,8.241758242,1,4,0,4,19.0727106,47.4825602,IX,1,,,,0,0
2763,7.942857143,1,2,0,2,19.055548,47.490022,V,1,1,street,,0,0
2766,6.8,1,3,0,1,19.0127789,47.470151,XI,0,,,,0,0
2767,9.322033898,1,3,0,1,19.0568587,47.4883055,V,1,,street,,0,0
2772,7.73,1,3,0,1,19.0070158,47.4741431,XI,0,,garden,,0,0
2776,7.73,1,2,0,2,19.0516121,47.5116804,V,1,,street,,0,0
2777,9.162962963,1,4,0,1,19.0550124,47.5042726,VI,1,,street,,0,0
2780,9.277777778,1,3,0,2,19.0673541,47.5099203,VI,1,,street,,0,0
2781,6.866666667,1,2,0,2,19.0581571,47.5049735,VI,1,1,street,,0,0
2787,9.202380952,1,3,0,2,19.0224432,47.4506264,XI,0,,street,,0,0
2788,8.483870968,1,2,0,1,19.0648836,47.4852859,IX,0,,street,,0,0
2795,8.96,1,2,1,3,19.0641433,47.5074163,VI,1,,street,,0,0
2798,8.62295082,1,2,0,0.5,19.018722,47.441959,XXII,1,,garden,,0,0
2799,9.253333333,1,4,0,1,19.0288013,47.5324576,III,1,,panoramic,,0,0
2807,8.6875,1,2,1,1,19.0380567,47.5074309,I,1,,street,,0,0
2808,6.465116279,1,2,0,1,19.0633949,47.5023351,VII,0,,,,0,0
2811,9.094117647,1,3,1,3,19.0639959,47.5123662,VI,1,,street,,0,0
2813,7.791304348,1,3,1,1,19.0511781,47.5157739,XIII,1,,street,district,0,0
2816,9.375,1,3,0,2,19.0518812,47.4956174,V,1,,street,,0,0
2818,8.951724138,1,4,0,1,19.0367509,47.4796288,XI,1,,garden,circulating,1,0
2822,9.230769231,1,3,1,1,19.0067887,47.523437,II,1,,panoramic,gas,1,0
2828,8.8875,1,2,1,1,19.0563389,47.4996103,VI,0,,,,0,0
2833,6.185714286,1,3,1,5,19.0390947,47.4764301,XI,0,,street,gas,0,0
2835,8.8875,1,1,0,1,19.0761433,47.5033805,VII,1,,street,,0,0
2836,8.8875,1,2,0,1,19.0590017,47.5013082,VI,0,1,,,0,0
2843,7.725,1,2,0,1,19.0673541,47.5099203,VI,1,0,street,central,0,0
2844,7.725,1,2,0,1,19.0673541,47.5099203,VI,1,,street,,0,0
2845,7.513513514,1,2,0,0,19.0028762,47.4868625,XII,1,,garden,,0,0
2849,7.638888889,1,4,0,4,19.0587508,47.5045764,VI,1,,street,,0,0
2851,8.292682927,1,3,0,0,19.0395623,47.4765085,XI,0,,street,,0,0
2861,9.285714286,1,3,0,2,19.06965645,47.50999844,VI,1,,street,,0,0
2867,7.513513514,1,2,0,4,19.0565292,47.4933848,V,0,1,street,circulating,0,0
2871,7.725,1,1,0,0,19.1293617,47.536715,XV,0,,garden,,0,0
2876,7.906976744,1,2,0,1,19.0720557,47.5042242,VII,1,,street,circulating,0,0
2878,6.934579439,1,3,0,1,19.0713308,47.4919749,VIII,0,,street,,0,0
2879,8.867647059,1,2,0,2,19.0585571,47.4910645,V,1,,,,0,0
2880,7.365079365,1,2,0,4,19.1151527,47.4678145,IX,1,,,,0,0
2881,6.896551724,1,3,0,3,19.0654516,47.4923559,VIII,1,1,street,,0,0
2882,9.420289855,1,3,0,2,19.0916229,47.4649279,IX,1,,street,,0,0
2885,8.6875,1,2,1,0,19.0288207,47.526126,II,1,,,,0,0
2889,7.906976744,1,2,0,1,19.0725027,47.5041761,VII,1,,street,circulating,0,0
2903,8.620689655,1,3,0,3,18.9880917,47.5204193,II,1,1,panoramic,,1,0
2914,8.66,1,3,1,2,19.060921,47.4983168,VII,1,,street,,0,0
2917,8.909090909,1,3,0,3,19.0633949,47.5023351,VII,1,,,,0,0
2922,7.5,1,2,0,2,19.072346,47.514693,VI,1,,street,,0,0
2926,7.983870968,1,2,0,0,19.0242692,47.4831764,XI,1,,street,,0,0
2927,8.828571429,1,4,0,1,19.0245233,47.5178051,II,0,,,,0,0
2936,8.018518519,1,2,0,1,19.1139155,47.4669003,IX,1,,garden,,0,0
2948,8.139784946,1,5,0,1,19.0665132,47.5088453,VI,0,,street,,0,0
2955,7.173913043,1,3,0,2,19.0440387,47.5363091,III,0,,,,0,0
2960,8.136842105,1,3,0,2,19.0696559,47.4840408,IX,0,,street,,0,0
2968,8.385714286,1,2,0,3,19.0597196,47.4894368,V,0,,street,,0,0
2973,9.266666667,1,2,0,1.5,19.061478,47.537793,XIII,1,,street,,0,0
2974,6.935897436,1,1,1,1,19.0547051,47.4793669,XI,1,,,,0,0
2977,7.514285714,1,2,1,3,19.0568976,47.4901195,V,0,,,,0,0
2983,9.277777778,1,3,0,0.5,19.0665132,47.5088453,VI,1,,,,0,0
2985,8.962962963,1,3,0,2,19.0686682,47.5004917,VII,0,,street,,0,0
2987,8.553846154,1,2,0,3,19.0659948,47.5012895,VII,1,,street,,0,0
2990,8.121212121,1,2,0,3,19.054714,47.506843,V,1,,street,,0,0
2994,7.850746269,1,2,0,1,19.047667,47.502809,V,0,,street,,0,0
3004,9.066666667,1,1,1,1,19.0590017,47.5013082,VI,1,,street,,0,0
3006,9.276923077,1,2,0,0,19.0307298,47.5250906,II,0,,garden,,0,0
3009,6.619047619,1,2,1,1,19.0801985,47.4954677,VIII,0,1,street,central,0,0
3010,8.725806452,1,1,1,3,19.0316892,47.5108946,II,1,,street,,0,0
3014,6.18,1,2,0,0,19.0857936,47.4943045,VIII,0,,street,,0,0
3040,9.228070175,1,1,1,2,19.0704456,47.5008463,VII,1,,street,,0,0
3065,7.887755102,1,3,1,2,19.0513634,47.517615,XIII,1,,street,,0,0
3066,6.28125,1,4,0,4,19.0265067,47.5058392,I,0,,panoramic,gas,0,0
3068,9.275,1,1,0,2,19.0595401,47.5097079,VI,1,,street,,0,0
3072,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3073,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3076,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3082,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3083,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3086,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3092,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3093,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3096,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3102,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3103,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3106,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3112,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3113,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3116,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3122,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3123,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3126,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3132,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3133,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3136,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3142,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3143,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3146,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3152,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3153,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3156,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3162,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3163,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3166,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3172,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3173,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3176,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3182,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3183,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3186,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3192,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3193,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3196,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3202,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3203,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3206,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3212,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3213,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3216,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3222,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3223,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3226,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3232,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3233,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3236,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3242,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3243,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3246,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3252,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3253,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3256,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3262,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3263,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3266,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3272,8.553846154,1,2,0,2,19.0709015,47.4917504,VIII,1,,street,,0,0
3273,7.833333333,1,5,0,1,18.992552,47.511236,XII,0,,,,1,0
3276,6.95,1,3,0,1,19.082707,47.4867089,VIII,1,,street,,0,0
3283,5.883870968,0,6,0,-1,18.962806,47.5689645,II,1,,,,1,0
3284,5.818181818,0,3,0,-1,19.09384765,47.41711738,XXI,1,,street,,0,0
3286,6.95,0,2,0,-1,19.140497,47.513821,XIV,0,,garden,,0,0
3287,6.892307692,0,4,0,-1,19.1264105,47.452398,XIX,1,,,,0,0
3288,5.166666667,0,1,0,-1,18.999174,47.4060123,XXII,1,,,,0,0
3289,7.555555556,0,3,0,-1,19.1304605,47.5101172,XIV,0,,street,,0,0
3291,5.3,0,5,3,-1,19.1859379,47.5154171,XVI,0,,street,,0,0
3292,3.569230769,0,4,0,-1,19.1394908,47.4489449,XIX,1,,street,,0,0
3295,8.76,0,8,0,-1,18.9539018,47.5658095,II,1,,panoramic,floor,1,0
3296,5.389534884,0,4,1,-1,19.122654,47.5520436,XV,0,,garden,,0,0
3297,4.752136752,0,2,0,-1,19.122654,47.5520436,XV,0,,garden,,0,0
3298,5.4125,0,4,0,-1,19.209085,47.531224,XVI,1,,garden,,0,0
3299,8.933333333,0,3,1,-1,19.125758,47.516232,XIV,0,,street,,1,0
3300,7.3375,0,2,0,-1,19.1269107,47.4395017,XX,0,,street,,0,0
3302,5.294117647,0,6,0,-1,18.9436922,47.5386616,II,0,,,,0,0
3304,5.78021978,0,3,0,-1,19.2927828,47.485666,XVII,0,,,,0,0
3306,6.08,0,5,1,-1,18.9599814,47.5586605,II,0,,panoramic,,0,0
3308,8.66,0,2,0,-1,19.0047625,47.4734393,XI,0,,garden,,0,0
3309,5.56,0,3,0,-1,19.0790626,47.4130971,XXI,0,,,,0,0
3310,5.883870968,0,5,0,-1,18.9617845,47.5680442,II,1,,panoramic,,0,0
3312,9.016666667,0,4,0,-1,18.95643,47.550014,II,0,,panoramic,,0,0
3313,5.025,0,6,2,-1,19.1802379,47.450028,XVIII,1,,street,,0,0
3314,5.3,0,2,0,-1,19.1348691,47.4197126,XXIII,0,,street,circulating,0,0
3316,7.5,0,5,0,-1,19.0051635,47.5639288,III,0,,,,0,0
3317,8.173076923,0,6,0,-1,18.9598017,47.5245154,II,0,,,,0,0
3319,7.555555556,0,3,0,-1,18.9690169,47.566845,II,0,,,,0,0
3320,9.016666667,0,1,2,-1,19.1549042,47.5015302,X,1,,garden,,0,0
3321,8.065217391,0,1,0,-1,19.0423322,47.5791032,III,1,,,,0,0
3322,6.356164384,0,2,0,-1,19.1242273,47.4232762,XX,0,,,,0,0
3324,4.946666667,0,4,0,-1,19.2260107,47.4704435,XVII,1,,garden,,0,0
3325,5.821917808,0,5,0,-1,19.1611,47.5049318,X,0,,,,0,0
3326,5.742857143,0,1,0,-1,19.0628908,47.582141,III,1,,street,,0,0
3327,7.728571429,0,4,0,-1,19.0190689,47.5817612,III,1,,panoramic,,0,0
3328,7.42,0,7,0,-1,18.9673086,47.5218361,II,0,,garden,,0,0
3329,6.7,0,2,1,-1,19.0318871,47.446683,XI,0,,garden,,0,0
3330,6.289655172,0,5,0,-1,18.9617845,47.5680442,II,0,,garden,,0,0
3334,6.8,0,2,1,-1,18.9663436,47.5484737,II,0,,,,0,0
3336,7.944444444,0,5,0,-1,19.0381285,47.5804233,III,1,,garden,,0,0
3337,8.965,0,3,0,-1,18.9819044,47.4776232,XI,0,,panoramic,,1,0
3342,6.538461538,0,5,2,-1,18.9598017,47.5245154,II,0,,garden,,0,0
3345,7.053941909,0,7,0,-1,19.0570625,47.583515,III,0,,garden,,0,0
3346,8.041493776,0,5,2,-1,19.0570625,47.583515,III,1,,,,0,0
3347,7.053941909,0,5,2,-1,19.0572124,47.5835654,III,0,,street,,0,0
3348,6.976744186,0,10,0,-1,18.966475,47.5520643,II,1,,panoramic,gas,1,0
3350,8.14,0,5,0,-1,19.15512479,47.51806173,XVI,0,,garden,,0,0
3351,4.213636364,0,5,1,-1,19.191095,47.506604,XVI,1,,street,,0,0
3352,5.923333333,0,7,0,-1,19.0000605,47.5016865,XII,1,,,,0,0
3357,8.571428571,0,6,0,-1,18.9991458,47.4911299,XII,0,,garden,,0,0
3358,6.8,0,2,1,-1,18.9665268,47.5482975,II,0,,street,,0,0
3360,6.551724138,0,7,0,-1,18.9726126,47.5041523,XII,0,,,,1,0
3364,8.571428571,0,6,0,-1,18.9991458,47.4911299,XII,0,,garden,,0,0
3365,6.8,0,2,1,-1,18.9665268,47.5482975,II,0,,street,,0,0
3367,6.551724138,0,7,0,-1,18.9726126,47.5041523,XII,0,,,,1,0
3371,8.571428571,0,6,0,-1,18.9991458,47.4911299,XII,0,,garden,,0,0
3372,6.8,0,2,1,-1,18.9665268,47.5482975,II,0,,street,,0,0
3374,6.551724138,0,7,0,-1,18.9726126,47.5041523,XII,0,,,,1,0
3378,8.170212766,1,2,0,1,19.092836,47.4871,VIII,0,,,central,0,0
3388,9.28,1,2,0,2,19.11972,47.56761,XV,1,0,garden,combination,0,0
3397,9.365853659,1,1,0,2,19.122883,47.517567,XIV,1,,garden,combination,0,0
3399,8.727272727,1,2,0,0,19.131363,47.489346,X,0,1,garden,,0,0
3403,8.140350877,1,2,0,2,19.06817,47.50612,VI,1,0,garden,combination,0,0
3411,8.842105263,1,2,0,2,19.061726,47.506874,VI,1,1,street,combination,0,0
3412,7.2,1,2,1,2,19.11031,47.518024,XIV,0,0,street,gas,0,0
3414,8.8,1,2,0,1,19.0511,47.47158,XI,1,1,garden,district,0,0
3425,9.4,1,2,1,1,18.99923,47.4762,XI,0,0,garden,central,0,0
3426,7.384615385,1,2,0,4,19.119272,47.514168,XIV,1,0,garden,gas,0,0
3428,8.470588235,1,1,1,2,19.01533,47.47095,XI,0,0,street,combination,0,0
3436,7.771428571,1,3,0,1,19.05801,47.50375,VI,0,0,garden,,0,0
3437,8,1,3,0,1,19.071962,47.488808,VIII,1,1,,central,0,0
3440,9.230769231,1,2,0,2,19.068409,47.482708,IX,0,1,street,central,0,0
3442,8.3136,1,2,0,2,19.041195,47.55502,III,1,1,panoramic,district,0,0
3444,9.552238806,1,3,0,3,19.08208,47.538097,XIII,0,1,garden,central,0,0
3449,8.571428571,1,2,0,1,19.0486,47.47217,XI,1,1,garden,district,0,0
3450,5.853658537,1,2,1,4,19.05284,47.49513,V,0,1,street,central,0,0
3457,7.868852459,1,2,0,2,19.080118,47.545757,XIII,0,0,street,gas,0,0
3483,6.620689655,1,2,0,4,19.11097,47.46748,IX,1,0,street,district,0,0
3486,7.2,1,1,2,2,19.184809,47.40387,XVIII,0,0,street,central,0,0
3495,8.145454545,1,1,2,1,19.239128,47.48073,XVII,0,0,,district,0,0
3497,9.2,1,1,1,1,19.088715,47.54617,XIII,0,,,gas,0,0
3498,6.892307692,1,1,1,4,19.0745,47.48191,IX,1,0,,central,0,0
3501,8.242424242,1,2,0,4,19.10852,47.5833,IV,0,0,panoramic,,0,0
3502,8,1,1,2,1,19.11908,47.59694,IV,1,0,garden,district,0,0
3513,7.703703704,1,2,0,2,19.05699,47.51441,XIII,0,,,,0,0
3526,8.145454545,1,2,0,2,19.11463,47.46061,IX,0,0,,district,0,0
3530,8.727272727,1,1,2,2,19.090073,47.53429,XIII,1,0,,combination,0,0
3535,6.690909091,1,4,0,4,19.12283,47.53129,XIV,0,0,,combination,0,0
3537,8.489795918,1,1,1,3,18.980198,47.50299,XII,0,0,panoramic,central,0,0
3538,7.703703704,1,1,2,4,19.14934,47.473743,X,1,0,panoramic,district,0,0
3551,8.123076923,1,3,0,1,19.05959,47.526516,XIII,1,0,garden,district,0,0
3553,7.854545455,1,3,1,4,19.0554,47.516273,XIII,0,1,street,combination,0,0
3554,7.849056604,1,2,0,2,19.089693,47.540253,XIII,0,0,garden,combination,0,0
3555,8.888888889,1,2,0,1,19.036377,47.432213,XXII,1,1,street,district,0,0
3560,8.923076923,1,2,0,1,19.03731,47.453964,XI,0,1,,district,0,0
3571,7.111111111,1,3,0,2,19.055246,47.516415,XIII,1,1,street,combination,0,0
3579,8.558139535,1,1,1,0.5,18.99876,47.49746,XII,0,1,garden,central,0,0
3585,8.615384615,1,1,1,0,19.082603,47.5452,XIII,0,0,garden,gas,0,0
3586,7.884057971,1,3,0,4,19.192932,47.509907,XVI,0,0,,central,0,0
3587,6.634146341,1,2,0,1,19.021711,47.50817,II,0,,,,0,0
3589,8.788732394,1,2,1,3,19.0745,47.48191,IX,0,1,street,combination,0,0
3592,8,1,1,1,2,19.141651,47.438858,XIX,0,0,street,combination,0,0
3593,8.563380282,1,1,2,0.5,19.02466,47.53519,III,0,,panoramic,combination,0,0
3594,6.697674419,1,3,0,1,19.20677,47.53417,XVI,1,,,combination,0,0
3607,7.152941176,1,3,1,5,19.033756,47.495956,I,1,1,panoramic,district,0,0
3610,8.774193548,1,2,0,3,19.0544,47.49129,V,0,1,street,combination,0,0
3613,7.854545455,1,2,0,1,18.99608,47.52564,II,1,0,street,combination,0,0
3617,8.861538462,1,2,1,2,19.05993,47.566547,III,1,0,,district,0,0
3619,8.832,1,1,1,2,19.075788,47.495937,VIII,0,0,street,gas,0,0
3625,7.868852459,1,2,0,4,19.000164,47.493683,XII,0,0,panoramic,gas,0,0
3626,7.854545455,1,1,1,4,19.11396,47.46198,IX,0,0,,district,0,0
3632,8.96,1,1,2,1,19.187456,47.44048,XVIII,1,1,street,central,0,0
3635,8.347826087,1,1,2,3,19.11535,47.5967,IV,0,0,,combination,0,0
