ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF millions),Size(sqm),Price per sqm (HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Garden access,Balcony,Attic,Attic: Loft conversion,Transportation,Latitude,Longitude
4834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,341,439882.6979, Újpest-Kertváros,-1,-1,1,garden view,1,0,0,-1,available,1,6 room,6,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,3,-1,natural gas boiler,1,0,0,0,no,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.57009,19.09991
4835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9,90,443333.3333, Wlassics Gyula utca,-1,-1,1,garden view,1,0,0,-1,not available,0,3 room,3,0,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,1,-1,combination boiler,0,0,1,0,no,separate,1,0,-1,-1,-1,loft conversion possible,1, Villamos   50    Busz   182   183   184   193E   198   217   217E   236   236A   282E   284E   93   93A    Éjszakai   950   950A   980   ,47.43786,19.183018
4836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,188,489361.7021, Rákospalota,-1,-1,-1,not specified,0,0,0,-1,-1,-1,4 + 1 half room,4,1,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,1,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.562843,19.137367
4837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9,105,275238.0952, Teleki utca 52,-1,-1,-1,not specified,0,0,0,-1,-1,-1,3 room,3,0,needs renovation,0,0,0,0,1,0,not specified,0,0,0,-1,1,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   182   184   ,47.448967,19.179262
4838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,270,351851.8519, Gádor utca,-1,-1,1,garden view,1,0,0,-1,not available,0,5 + 2 half room,5,2,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,no,separate,1,0,-1,-1,-1,loft conversion possible,1, Busz   250B   58   158   250    Éjszakai   941   ,47.42428,19.02034
4839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,52,421153.8462, Kunyhó utca,-1,-1,-1,garden view,1,0,0,-1,-1,-1,1 room,1,0,needs renovation,0,0,0,0,1,0,half bath,0,0,0,-1,2,-1,other boiler,0,0,0,0,no,together,0,1,-1,-1,-1,loft conversion not possible,0,-1,47.41104,18.98342
4840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,196,454081.6327, Alsórákos,-1,-1,1,not specified,0,0,0,-1,-1,-1,7 room,7,0,in medium condition,0,0,0,1,0,0,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.524723,19.12863
4841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,360,205555.5556, Mátyásföld – Petőfikert,-1,-1,1,street view,0,0,1,-1,available,1,5 room,5,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,no,separate,1,0,-1,-1,-1,loft conversion,1,-1,47.50843,19.21695
4842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9,150,399333.3333, Anód utca,-1,-1,1,garden view,1,0,0,-1,available,1,4 + 1 half room,4,1,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,2,-1,padlófűtés,0,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Busz   104   104A   204   ,47.58758,19.08805
4843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,509,524557.9568, Széchenyihegy,-1,-1,-1,not specified,0,0,0,-1,-1,-1,7 room,7,0,mint,0,0,0,0,0,1,not specified,0,0,0,-1,4,-1,combination boiler,0,0,1,0,not specified,separate,1,0,-1,-1,-1,-1,-1,-1,47.490948,18.98421
4844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,320,434375, Óbuda-Óváros,-1,-1,1,street view,0,0,1,-1,-1,-1,11 room,11,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,3,-1,gáz (cirko),1,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.53809,19.041105
4845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.9,176,425568.1818, Kertváros utca,-1,-1,1,panoramic,0,1,0,-1,not available,0,4 + 2 half room,4,2,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,3,-1,natural gas boiler,1,0,0,0,no,separate and together too,1,0,-1,-1,-1,loft conversion,1, Busz   63   157   157A   57   257    Éjszakai   963   956   ,47.54781,18.95812
4846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,284,545774.6479, II/A kerület – Máriaremete,-1,-1,-1,not specified,0,0,0,-1,-1,-1,2 + 3 half room,2,3,in good condition,0,1,0,0,0,0,luxury,0,0,1,-1,3,-1,other,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.558613,18.945063
4847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,3000,150000, Békásmegyeri lakótelep Duna felől,-1,-1,1,panoramic,0,1,0,-1,-1,-1,32 + 10 half room,32,10,not specified,0,0,0,0,0,0,luxury,0,0,1,-1,-1,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.59823,19.062832
4848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,230,469565.2174, Koboz utca,-1,-1,1,panoramic,0,1,0,-1,-1,-1,2 + 2 half room,2,2,mint,0,0,0,0,0,1,luxury,0,0,1,-1,4,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   58   153    Éjszakai   941   ,47.44782,19.02229
4849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,130,684615.3846, Felsőrákos,-1,-1,1,not specified,0,0,0,-1,-1,-1,7 room,7,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.49515,19.175188
4850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,660,454545.4545, Bécsi út,-1,-1,-1,street view,0,0,1,-1,available,1,25 room,25,0,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,-1,-1,not specified,0,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Villamos   1   17   19   41    Busz   137   160   218   237   260   260A    Éjszakai   901   937   960   ,47.54598,19.029593
4851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,90,411111.1111, Hidegkúti út 349.,-1,-1,1,panoramic,0,1,0,-1,not available,0,2 + 1 half room,2,1,-1,0,0,0,0,0,0,full bath,0,0,0,-1,-1,-1,egyéb,0,0,0,0,no,together,0,1,-1,-1,-1,-1,-1, Busz   64A   264   164   64    Éjszakai   964   ,47.57298,18.943525
4852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,76,446052.6316, Kossuth Ferenc-telep,-1,-1,-1,garden view,1,0,0,-1,not available,0,2 + 1 half room,2,1,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion not possible,0,-1,47.40498,19.176844
4853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4,241,180082.9876, Újpéteritelep,-1,-1,1,panoramic,0,1,0,-1,-1,-1,5 + 1 half room,5,1,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,4,-1,combination boiler,0,0,1,0,not specified,separate,1,0,-1,-1,-1,loft conversion,1,-1,47.40805,19.192133
4854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9,136,499264.7059, Tárkony utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,3 + 1 half room,3,1,needs renovation,0,0,0,0,1,0,double comfort,1,0,0,-1,2,-1,natural gas boiler,1,0,0,0,no,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   57   257   64A   164   264   64    Éjszakai   956   964   ,47.56791,18.949413
4855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.3,215,308372.093, Pestújhely,-1,-1,1,garden view,1,0,0,-1,-1,-1,6 room,6,0,in medium condition,0,0,0,1,0,0,double comfort,1,0,0,-1,3,-1,other,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.53783,19.130045
4856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,232,603448.2759, Zsíroshegyi út,-1,-1,-1,street view,0,0,1,-1,available,1,6 room,6,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,not specified,separate,1,0,-1,-1,-1,-1,-1, Busz   57   157   157A   257    Éjszakai   956   ,47.55306,18.94849
4857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.9,66,574242.4242, Békásmegyer-Ófalu,-1,-1,1,street view,0,0,1,-1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,1,-1,combination boiler,0,0,1,0,not specified,separate,1,0,-1,-1,-1,-1,-1,-1,47.601795,19.04269
4858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,420,380952.381, II/A kerület – Remetekertváros,-1,-1,-1,not specified,0,0,0,-1,-1,-1,3 + 3 half room,3,3,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.551865,18.95662
4859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.9,220,295000, Budatétény,-1,-1,1,garden view,1,0,0,-1,-1,-1,6 room,6,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,no,not specified,-1,-1,-1,-1,-1,loft conversion not possible,0,-1,47.417107,19.01089
4860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,148,331081.0811, Kelenvölgy,-1,-1,-1,garden view,1,0,0,-1,-1,-1,3 + 1 half room,3,1,needs renovation,0,0,0,0,1,0,double comfort,1,0,0,-1,-1,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.447567,19.02468
4861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5,116,547413.7931, Cinkota,-1,-1,1,garden view,1,0,0,-1,-1,-1,3 + 2 half room,3,2,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,2,-1,gáz (cirko),1,0,0,0,not specified,together,0,1,-1,-1,-1,-1,-1,-1,47.522003,19.231058
4862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.9,180,293888.8889, Mária királyné útja,-1,-1,-1,not specified,0,0,0,-1,-1,-1,5 room,5,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,-1,-1,not specified,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   148   152    Éjszakai   948   ,47.4008,19.09179
4863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,193,222797.9275, Erzsébetfalva,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 room,5,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,2,-1,gáz (cirko),1,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.443764,19.109503
4864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8,118,532203.3898, Cinkota,-1,-1,1,garden view,1,0,0,-1,-1,-1,2 + 2 half room,2,2,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,2,-1,gáz (cirko),1,0,0,0,not specified,together,0,1,-1,-1,-1,-1,-1,-1,47.522003,19.231058
4865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,350,280000, Ganz-kertváros,-1,-1,-1,not specified,0,0,0,-1,-1,-1,5 room,5,0,mint,0,0,0,0,0,1,not specified,0,0,0,-1,3,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.420395,19.218422
4866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.9,400,217250, Kiszugló,-1,-1,1,not specified,0,0,0,-1,-1,-1,5 room,5,0,in medium condition,0,0,0,1,0,0,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.515083,19.114635
4867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,300,253000, Uszoda utca,-1,-1,1,street view,0,0,1,-1,available,1,5 + 1 half room,5,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,3,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,-1,-1, Busz   67   198   ,47.47624,19.23295
4868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.9,112,695535.7143, Bács utca,-1,-1,-1,garden view,1,0,0,-1,-1,-1,5 room,5,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,2,-1,not specified,0,0,0,0,not specified,separate,1,0,-1,-1,-1,-1,-1, Busz   31   92   130   277   92A    Éjszakai   931   ,47.52642,19.15629
4869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,1000000, Marina sétány,-1,-1,-1,panoramic,0,1,0,-1,available,1,3 + 1 half room,3,1,-1,0,0,0,0,0,0,double comfort,1,0,0,-1,-1,-1,hőszivattyú,0,0,0,0,yes,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.54626,19.063953
4870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.9,140,985000, Berzsenyi Dániel utca,-1,-1,1,panoramic,0,1,0,-1,-1,-1,4 room,4,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,1,-1,not specified,0,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Busz   34    Éjszakai   934   ,47.58202,19.06305
4871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,235,553191.4894, Albert utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 room,5,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,2,-1,natural gas (convector),1,0,0,0,no,not specified,-1,-1,-1,-1,-1,loft conversion,1, Busz   123   123A   66   148   66B    Éjszakai   966   923   ,47.44796,19.11555
4872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.9,180,288333.3333, Petőfi utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 + 1 half room,5,1,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,not specified,separate,1,0,-1,-1,-1,-1,-1, Busz   46   98   198    Éjszakai   980   ,47.47322,19.24776
4873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,728,480769.2308, Jablonka út 77,-1,-1,1,panoramic,0,1,0,-1,available,1,8 + 2 half room,8,2,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,3,-1,padlófűtés,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,loft conversion,1, Busz   237   137    Éjszakai   937   ,47.56078,19.010736
4874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,227,881057.2687, Moha utca,-1,-1,-1,panoramic,0,1,0,-1,-1,-1,6 + 1 half room,6,1,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.48379,18.97364
4875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,270,444444.4444, Park utca,-1,-1,1,panoramic,0,1,0,-1,available,1,4 + 1 half room,4,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,3,-1,gázkazán,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,loft conversion possible,1, Busz   101B   101E   150    Éjszakai   941   ,47.41014,19.00983
4876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,92,825000, Zirzen Janka utca,-1,-1,1,panoramic,0,1,0,-1,-1,-1,3 + 1 half room,3,1,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,1,-1,combination boiler,0,0,1,0,no,separate,1,0,-1,-1,-1,loft conversion possible,1, Busz   128   155   ,47.51271,18.98827
4877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.9,80,623750, Kakukkhegyi út,-1,-1,-1,not specified,0,0,0,-1,-1,-1,1 + 2 half room,1,2,in medium condition,0,0,0,1,0,0,not specified,0,0,0,-1,1,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.47807,18.97609
4878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,200,345000, Árpádföld,-1,-1,-1,garden view,1,0,0,-1,-1,-1,7 room,7,0,in medium condition,0,0,0,1,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate,1,0,-1,-1,-1,loft conversion,1,-1,47.53294,19.199081
4879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,450,511111.1111, Sasad,-1,-1,1,panoramic,0,1,0,-1,available,1,10 room,10,0,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,-1,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.475895,19.006678
4880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8,170,287058.8235, Újpéteritelep,-1,-1,-1,not specified,0,0,0,-1,-1,-1,3 + 3 half room,3,3,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,2,-1,gáz (cirko),1,0,0,0,not specified,together,0,1,-1,-1,-1,loft conversion not possible,0,-1,47.40805,19.192133
4881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,228,372807.0175, Árpádföld,-1,-1,-1,not specified,0,0,0,-1,-1,-1,4 room,4,0,mint,0,0,0,0,0,1,not specified,0,0,0,-1,-1,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.53294,19.199081
4882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.5,130,503846.1538, Csepel-Királyerdő,-1,-1,1,garden view,1,0,0,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate,1,0,-1,-1,-1,loft conversion not possible,0,-1,47.40541,19.09597
4883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,523,755258.1262, Erdőalja út,-1,-1,-1,panoramic,0,1,0,-1,-1,-1,5 room,5,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,3,-1,not specified,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,loft conversion,1, Busz   237   137    Éjszakai   937   ,47.55387,19.013615
4884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9,86,405813.9535, Vágóhíd utca,-1,-1,1,not specified,0,0,0,-1,available,1,2 room,2,0,renovated,0,0,1,0,0,0,full bath,0,0,0,-1,-1,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,-1,-1, Villamos   52    Busz   36   52    Éjszakai   966   ,47.42467,19.11106
4885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,240,770833.3333, Losonc utca,-1,-1,1,panoramic,0,1,0,-1,-1,-1,3 + 2 half room,3,2,mint,0,0,0,0,0,1,luxury,0,0,1,-1,1,-1,not specified,0,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Busz   34    Éjszakai   934   ,47.57694,19.06443
4886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.9,43,1276744.186, Cinkota,-1,-1,1,garden view,1,0,0,-1,-1,-1,1 room,1,0,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,-1,-1,natural gas (convector),1,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.522003,19.231058
4887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,330,269696.9697, Árpádföld,-1,-1,-1,not specified,0,0,0,-1,-1,-1,6 room,6,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,3,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.53294,19.199081
4888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,96,197916.6667, Soroksár-Újtelep,-1,-1,-1,not specified,0,0,0,-1,-1,-1,2 + 1 half room,2,1,needs renovation,0,0,0,0,1,0,full bath,0,0,0,-1,1,-1,natural gas (convector),1,0,0,0,not specified,together,0,1,-1,-1,-1,-1,-1,-1,47.417263,19.13139
4889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9,350,271142.8571, Megyeri út,-1,-1,1,not specified,0,0,0,-1,not available,0,6 + 2 half room,6,2,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,3,-1,natural gas boiler,1,0,0,0,no,separate and together too,1,0,-1,-1,-1,loft conversion possible,1, Busz   30   122   147   230   30A    Éjszakai   930   ,47.584393,19.092966
4890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,300,420000, Alsórákos,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 + 1 half room,5,1,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,2,-1,central heating,0,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.524723,19.12863
4891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,600,183333.3333, Csepel-Királyerdő,-1,-1,1,panoramic,0,1,0,-1,-1,-1,12 room,12,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,-1,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.40541,19.09597
4892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,80,271250, II/A kerület – Máriaremete,-1,-1,-1,not specified,0,0,0,-1,-1,-1,1 + 2 half room,1,2,needs renovation,0,0,0,0,1,0,not specified,0,0,0,-1,-1,-1,natural gas (convector),1,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.558613,18.945063
4893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,200,340000, Kossuthfalva,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 + 2 half room,5,2,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.439117,19.123363
4894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9,166,571686.747, VIII. utca,-1,-1,-1,garden view,1,0,0,-1,available,1,3 + 1 half room,3,1,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,1,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,-1,-1, Busz   146   146A   176E   98   198   276E    Éjszakai   998   ,47.48862,19.26294
4895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8,150,332000, Ráday Gedeon utca 65.,-1,-1,-1,not specified,0,0,0,-1,-1,-1,3 + 1 half room,3,1,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,-1,-1,not specified,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   217   217E   93   182   184   198   282E   284E   93A    Éjszakai   980   ,47.44915,19.193026
4896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,140,339285.7143, Széky Endre utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,2 + 3 half room,2,3,mint,0,0,0,0,0,1,not specified,0,0,0,-1,2,-1,other,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.40775,19.209175
