ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF per month),Size(sqm),Price per sqm (HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Attic: Loft conversion,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Accounting,ATM,Backery,Bank,Bar,Bus station,Cafe,Clothing store,Convenience store,Department store,Doctor,Gym,Laundry,Park,Pharmacy,Physiotherapist,Police,Post office,Restaurant,School,Store,Subway,Taxi stand,Transit station,Beauty salon,Hair care,Book store,Library,Gas station,Shopping mall,Hospital,Meal delivery,Meal takeaway,Travel agency,Car repair,Car wash,Parking,Casino,Movie theater,Night clubs,Real Estate Agency
263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,45,1777.777778, Madzsar József utca,-1,-1,1,street view,0,0,1,-1,-1,not available,0,1 + 1 half room,1,1,in good condition,0,1,0,0,0,0,full bath,0,0,0,CC,1,3,-1,combination boiler,0,0,1,0,0,yes,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Hév   H5    Busz   34   143   160   204   243   296    Éjszakai   943   ,47.60156,19.05798,47.60156,19.05798,1039,3,5,10,6,4,3,20,6,11,5,20,5,16,0,3,,0,1,2,14,15,20,,0,20,19,10,0,2,20,20,20,20,0,1,20,20,1,0,11,3,5
264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969630,300,3232.1, Áfonya utca,-1,-1,-1,garden view,1,0,0,-1,-1,not available,0,9 room,9,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,2,-1,combination boiler,0,0,1,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   11   91   111   291    Éjszakai   931   ,47.52276,19.02601,47.52276,19.02601,1025,2,7,7,4,8,2,20,11,8,0,20,10,9,0,13,,0,0,1,20,20,20,,0,20,19,8,2,1,20,20,20,20,1,5,20,20,3,0,20,1,8
265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,200,2500.0, Vihorlát utca,-1,-1,1,panoramic,0,1,0,-1,-1,not available,0,5 room,5,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,0,4,-1,natural gas boiler,1,0,0,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   65   65A   ,47.535667,19.012035,47.535667,19.012035,1025,2,0,0,1,2,2,20,3,0,0,20,4,7,0,5,,0,0,1,8,4,20,,0,20,6,2,1,0,20,20,20,20,0,1,20,20,3,0,20,1,7
266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000,140,4642.857143, Őrmező,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,6 + 3 half room,6,3,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,other,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.46096,19.016129,47.46096,19.016129,1112,11,3,6,7,2,2,20,2,3,1,20,6,6,0,11,,0,1,2,18,12,20,,0,20,12,6,2,1,20,20,20,20,3,5,20,20,14,1,20,0,6
267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,68,2058.823529, Megyer,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,1,1,-1,natural gas (convector),1,0,0,0,0,no,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion not possible,0,-1,47.582947,19.097507,47.582947,19.097507,1044,4,3,1,3,0,2,20,0,2,2,20,10,3,0,8,,0,0,0,13,12,20,,0,20,12,3,0,0,20,20,20,20,0,0,20,20,0,0,12,2,1
268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808025,418,1933.074163, Virányos,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,6 room,6,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,natural gas boiler,1,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.51427,18.98992,47.51427,18.98992,1125,12,2,5,0,3,2,20,2,2,2,20,13,6,0,2,,0,0,1,10,20,20,,0,20,11,0,0,0,20,20,20,20,0,2,20,20,3,0,20,0,5
269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,72,1944.444444, Háromszéki utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,2 room,2,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   31   46   130   131   144   146   7G    Éjszakai   931   996   996A   ,47.53086,19.17048,47.53086,19.17048,1162,16,2,4,1,4,2,20,1,7,0,20,3,3,0,2,,0,0,0,9,15,20,,0,20,11,2,0,0,20,20,20,20,0,1,20,20,0,0,13,2,2
270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454445,450,3232.1, Petneházyrét,-1,-1,1,garden view,1,0,0,-1,-1,available,1,5 + 2 half room,5,2,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,3,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.537457,18.941362,47.537457,18.941362,1021,2,0,0,0,0,0,1,0,0,0,7,0,1,0,1,,0,0,0,1,1,0,,0,1,0,0,0,0,20,20,20,14,0,1,20,20,0,0,18,0,0
271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,200,450.0, Valéria utca 21,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,3 room,3,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   51   52    Busz   123   123A   51   52   66   148   66B    Éjszakai   966   923   ,47.44689,19.112534,47.44689,19.112534,1205,20,7,3,7,3,2,20,5,6,1,20,4,1,3,5,,0,0,1,10,12,20,,0,20,5,9,2,0,20,20,20,20,1,1,20,20,1,0,20,0,4
272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,110,3181.818182, Abaliget utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,3 room,3,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   176E   98   198   298    Éjszakai   998   ,47.49177,19.27883,47.49177,19.27883,1172,17,4,1,1,0,2,20,1,2,0,13,4,4,0,3,,0,0,1,7,10,20,,0,20,1,0,0,1,20,20,20,8,0,0,20,20,5,0,2,0,0
273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,38,3157.894737, Jávorfa utca,-1,-1,1,not specified,0,0,0,-1,-1,-1,-1,1 room,1,0,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,0,1,-1,natural gas (convector),1,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   46   146   174   244   7G   144    Éjszakai   931   996   996A   ,47.52594000000001,19.17716,47.52594000000001,19.17716,1162,16,1,4,1,5,3,20,2,8,0,20,2,6,0,1,,0,0,0,11,16,20,,0,20,10,3,0,0,20,20,20,20,0,2,20,20,0,0,11,1,2
274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939700,250,3758.8, Mártonhegyi út,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,4 + 1 half room,4,1,mint,0,0,0,0,0,1,not specified,0,0,0,-1,0,3,-1,other,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   60    Busz   21   212   21A   60    Éjszakai   990   ,47.49537700000001,18.992521,47.49537700000001,18.992521,1121,12,1,0,1,0,1,20,1,0,0,20,5,4,3,5,,0,0,1,4,17,20,,0,20,5,2,0,0,20,20,20,20,0,2,20,20,0,0,20,0,4
275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,55,2545.454545, Alsórákoshegy,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,1,1,-1,not specified,0,0,0,0,0,-1,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.460712,19.241833,47.460712,19.241833,1174,17,0,1,2,0,2,20,0,1,0,20,1,2,0,1,,0,0,1,1,5,20,,0,20,1,0,0,0,20,20,20,16,0,2,20,20,1,0,4,1,0
276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616050,750,2154.733333, Szemlőhegy,-1,-1,1,not specified,0,0,0,-1,-1,available,1,8 room,8,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.52432,19.028393,47.52432,19.028393,1025,2,6,14,10,10,10,20,15,15,0,20,15,9,0,15,,0,0,1,20,20,20,,0,20,20,11,3,1,20,20,20,20,3,7,20,20,5,0,20,6,16
277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,220,3409.0909090000005, II/A kerület – Pesthidegkút-Ófalu,-1,-1,1,not specified,0,0,0,-1,-1,available,1,5 room,5,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,3,-1,gáz (cirko),1,0,0,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.56973,18.95969,47.56973,18.95969,1028,2,0,2,1,2,1,10,1,2,0,9,3,2,0,2,,0,0,1,4,7,20,,0,10,3,3,0,0,20,20,20,15,0,0,20,20,0,0,6,0,0
278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380000,180,2111.111111, Kő utca,-1,-1,1,panoramic,0,1,0,-1,-1,not available,0,4 + 1 half room,4,1,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,3,-1,gáz (cirko),1,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.5538,18.95551,47.5538,18.95551,1028,2,2,1,1,0,1,20,2,4,0,9,4,4,0,1,,0,0,0,8,11,20,,0,20,7,2,0,0,20,20,20,19,1,0,20,20,0,0,13,0,4
279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937309,300,3124.363333, Agancs út,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,6 room,6,0,renovated,0,0,1,0,0,0,luxury,0,0,1,-1,0,3,-1,combination boiler,0,0,1,0,0,no,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   60    Busz   21   21A   60    Éjszakai   990   ,47.49695,18.982124,47.49695,18.982124,1121,12,0,1,1,0,0,16,2,0,0,20,2,3,0,3,,0,0,1,6,16,10,,0,20,2,0,0,0,20,20,20,20,0,0,20,20,1,0,20,0,1
280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969630,320,3030.09375, Törökvész,-1,-1,1,panoramic,0,1,0,-1,-1,not available,0,6 room,6,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,3,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.521687,19.003485,47.521687,19.003485,1026,2,3,6,3,6,3,20,6,6,1,20,7,12,0,6,,0,0,4,20,20,20,,0,20,14,7,3,1,20,20,20,20,0,4,20,20,4,0,20,0,13
281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420173,140,3001.235714, Alsórákos,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,3 + 1 half room,3,1,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.524723,19.12863,47.524723,19.12863,1141,14,6,1,1,0,2,20,1,4,0,20,14,5,0,5,,2,0,1,6,16,20,,0,20,20,4,0,0,20,20,20,20,0,5,20,20,1,0,20,2,9
282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969630,200,4848.15, Kurucles,-1,-1,1,garden view,1,0,0,-1,-1,available,1,5 room,5,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,2,-1,wall heating,0,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.523075,18.97413,47.523075,18.97413,1021,2,1,0,0,0,1,20,2,1,0,20,1,1,1,2,,0,0,0,5,13,12,,0,20,3,0,0,0,20,20,20,20,0,0,20,20,0,0,20,1,1
283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292840,300,4309.4666670000015, Madár utca,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,6 room,6,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,3,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.5353,18.98845,47.5353,18.98845,1025,2,1,1,0,0,0,9,1,2,0,20,4,3,3,4,,0,0,0,2,6,9,,0,14,2,0,0,0,20,20,20,20,0,0,20,20,1,0,20,1,3
284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232100,960,3366.770833, Széchenyihegy,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,8 room,8,0,newly built,1,0,0,0,0,0,luxury,0,0,1,-1,0,4,-1,natural gas boiler,1,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.490948,18.98421,47.490948,18.98421,1121,12,1,0,1,0,0,11,1,0,0,20,1,4,0,6,,0,0,1,5,9,10,,0,19,3,0,0,0,20,20,20,20,0,0,20,20,0,0,20,0,0
285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,45,3777.777778, Hegyikristály utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,2 room,2,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   54   166   ,47.3992,19.18235,47.3992,19.18235,1188,18,3,4,1,3,1,20,0,5,0,19,3,1,5,1,,0,0,1,6,4,20,,0,20,3,2,1,1,20,20,20,16,0,2,20,20,0,0,4,1,1
286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,103,2912.621359, Ilosvai Selymes utca,-1,-1,1,not specified,0,0,0,-1,-1,-1,-1,3 room,3,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   69   62   62A    Busz   5    Éjszakai   973   ,47.52851,19.11098,47.52851,19.11098,1147,14,10,11,6,4,7,20,2,10,0,20,10,7,15,1,,1,2,1,20,20,20,,0,20,13,9,0,0,20,20,20,20,3,2,20,20,1,0,20,1,9
287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,36,3333.333333, Bartók Béla utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,1 + 1 half room,1,1,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   12    Busz   104A   12   196A   25   104   124   125   170   196   204   225   231   270   296   296A   96   224    Éjszakai   950   950A   996   996A   ,47.56543,19.11801,47.56543,19.11801,1151,15,7,4,2,2,5,20,2,16,1,20,4,5,1,6,,0,2,1,19,15,20,,0,20,8,3,0,1,20,20,20,20,0,3,20,20,1,0,20,3,8
288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549000,245,2240.816327, Hárshegy,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,7 room,7,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,0,2,-1,natural gas boiler,1,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.533295,18.958801,47.533295,18.958801,1021,2,0,1,0,2,2,6,1,1,0,20,0,2,4,7,,0,0,0,5,11,20,,0,11,1,1,1,0,20,20,20,20,0,0,20,20,0,0,20,1,3
289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000,70,3714.285714, Zöldmál,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,1,-1,-1,combination boiler,0,0,1,0,0,yes,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.527065,19.016024,47.527065,19.016024,1025,2,2,2,4,4,2,20,8,4,0,20,5,6,20,10,,0,0,2,15,15,20,,0,20,10,3,2,0,20,20,20,20,0,1,20,20,4,0,20,1,9
290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380000,103,3689.320388, Kőszeg utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   45   131   144   174   231   244    Éjszakai   907    Troli   82   81   80   ,47.50768,19.13944,47.50768,19.13944,1144,14,16,16,19,15,10,20,15,20,1,20,13,12,2,9,,0,1,2,20,20,20,,0,20,20,20,6,2,20,20,20,20,0,10,20,20,6,0,20,4,7
291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215000,67,3208.955224, Ferenc utca,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,0,1,-1,natural gas (convector),1,0,0,0,0,yes,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   31   46   130   131   144   146   175   7G    Éjszakai   931   996   996A   ,47.53397,19.17394,47.53397,19.17394,1162,16,2,0,2,0,1,20,1,6,0,20,1,3,0,0,,0,0,0,6,11,20,,0,20,4,1,1,0,20,20,20,20,0,0,20,20,0,0,10,1,2
292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,280,1607.142857, Ásó utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   34   134    Éjszakai   934   ,47.59182,19.05786,47.59182,19.05786,1039,3,7,11,7,5,6,20,7,12,6,20,2,11,1,6,,0,1,2,20,17,20,,0,20,18,7,0,2,20,20,20,20,1,3,20,20,1,0,10,3,8
293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000,87,3103.448276, Völgy utca,-1,-1,1,not specified,0,0,0,-1,-1,-1,-1,3 + 1 half room,3,1,renovated,0,0,1,0,0,0,not specified,0,0,0,-1,1,2,-1,combination boiler,0,0,1,0,0,-1,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   56   56A   59B   61    Busz   29    Éjszakai   956   ,47.533794,18.978731,47.533794,18.978731,1021,2,1,1,0,0,1,12,2,3,0,20,2,3,0,2,,0,0,0,5,10,19,,0,20,2,1,0,1,20,20,20,20,0,0,20,20,0,0,20,2,3
294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,75,2000.0, Ódry utca,-1,-1,1,street view,0,0,1,-1,-1,not available,0,3 room,3,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,0,-1,-1,combination boiler,0,0,1,0,0,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   120   121   ,47.55543,19.10584,47.55543,19.10584,1045,4,5,8,2,2,4,20,0,20,0,20,5,9,0,6,,0,0,1,19,20,20,,0,20,12,8,2,3,20,20,20,20,1,2,20,20,3,0,20,6,5
295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430000,105,4095.238095, Talaj utca,-1,-1,1,panoramic,0,1,0,-1,-1,not available,0,3 + 1 half room,3,1,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,3,-1,gáz (cirko),1,0,0,0,0,yes,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   59   59A   59B    Busz   53   8E    Éjszakai   908   ,47.4799,18.99898,47.4799,18.99898,1112,11,4,1,4,0,1,20,3,3,0,20,5,9,3,7,,0,0,2,11,10,20,,0,20,8,3,0,0,20,20,20,20,0,1,20,20,1,0,20,0,8
296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280000,10,28000.0, Ilosvai Selymes utca,-1,-1,1,not specified,0,0,0,-1,-1,-1,-1,3 room,3,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,0,-1,-1,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   69   62   62A    Busz   5    Éjszakai   973   ,47.52851,19.11098,47.52851,19.11098,1147,14,10,11,6,4,7,20,2,10,0,20,10,7,0,1,,1,2,1,20,20,20,,0,20,13,9,0,0,20,20,20,20,3,2,20,20,1,0,20,1,9
297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290000,450,2866.666667, Üdülő út,-1,-1,1,garden view,1,0,0,-1,-1,available,1,6 room,6,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,2,-1,not specified,0,0,0,0,0,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.53045,18.94483,47.53045,18.94483,1021,2,0,0,0,0,0,10,0,0,0,9,0,1,0,4,,0,0,0,1,6,1,,0,11,0,0,0,0,20,20,20,18,0,0,20,20,1,0,20,0,0
298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,50,2400.0, Batthyány utca,-1,-1,1,street view,0,0,1,-1,-1,-1,-1,2 room,2,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,-1,0,1,-1,combination boiler,0,0,1,0,0,no,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   194   194B   68   199    Éjszakai   948   999   ,47.4478,19.136103,47.4478,19.136103,1196,19,3,2,3,0,2,20,3,6,1,20,5,3,3,9,,0,1,1,6,20,20,,0,20,15,8,1,0,20,20,20,20,0,4,20,20,0,0,20,4,3
299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904988,240,3770.783333, Hangya utca,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,5 room,5,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   110   112   ,47.496502,18.996538,47.496502,18.996538,1121,12,0,1,1,0,1,20,1,1,0,20,13,4,0,5,,0,0,1,5,16,20,,0,20,8,3,0,0,20,20,20,20,0,4,20,20,0,0,20,0,4
300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470000,92,5108.695652, Sasad,-1,-1,1,street view,0,0,1,-1,-1,available,1,3 room,3,0,renovated,0,0,1,0,0,0,not specified,0,0,0,-1,1,2,-1,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.475895,19.006678,47.475895,19.006678,1112,11,5,1,4,0,1,20,3,6,0,20,7,11,0,6,,0,0,1,7,15,20,,0,20,13,5,0,0,20,20,20,20,0,2,20,20,0,0,20,0,6
301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678741,280,2424.075, Jablonka út,-1,-1,1,garden view,1,0,0,-1,-1,available,1,5 room,5,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,4,-1,combination boiler,0,0,1,0,0,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   137   237    Éjszakai   937   ,47.556805,19.01707,47.556805,19.01707,1037,3,2,2,1,0,1,20,2,4,2,20,2,2,0,1,,0,0,1,9,8,20,,0,20,1,1,0,0,20,20,20,20,1,1,20,20,1,0,20,1,1
