Id,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF),Price per sqm (HUF),Street,Size(sqm),Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Transportation,Latitude,Longitude
146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,3333.333333, Bánki Donát utca,39,3,-1,1,not specified,0,0,0,not available,0,-1,-1,1 + 1 half room,1,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,3,not specified,natural gas (convector),1,0,0,0,0,no,not specified,-1,-1,South,0,1,0,0,0,0,0,0,not specified,2 sqm,no loft conversion, Busz   130    Éjszakai   908   931   956   990    Troli   80   80A   ,47.50475,19.126568
147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,5000, Körtevirág utca,50,2,-1,1,garden view,1,0,0,available,1,available,1,1 + 1 half room,1,1,newly built,1,0,0,0,0,0,luxury,0,0,1,not specified,1,4,not specified,central heating (metered),0,0,0,0,1,yes,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,10 sqm,no loft conversion, Busz   108E   53   139   8E    Éjszakai   908   ,47.468754,19.007227
148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,3913.043478, Határőr út,46,2,-1,1,panoramic,0,1,0,not available,0,-1,-1,1 + 1 half room,1,1,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,0,2,less than 3 m,combination boiler,0,0,1,0,0,not specified,separate,1,0,West,0,0,0,1,0,0,0,0,no,6 sqm,no loft conversion, Busz   39   128   129   ,47.503063,19.015432
149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,3272.727273, Dániel út 23/C,55,1,-1,1,garden view,1,0,0,not available,0,not available,0,2 + 1 half room,2,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,3,less than 3 m,combination boiler,0,0,1,0,0,no,together,0,1,not specified,0,0,0,0,0,0,0,0,yes,7 sqm,not specified, Busz   155   222   291   ,47.514706,18.985449
150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000,2888.888889, Német utca,90,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,3 + 1 half room,3,1,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   4   6    Metró   M4    Busz   6   9   99    Éjszakai   923   909    Troli   83   ,47.49127,19.0733
151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,2545.454545, Napfény utca,55,2,-1,1,not specified,0,0,0,not available,0,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,-1,4,not specified,district heating,0,0,0,0,0,no,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,-1, Villamos   3    Busz   123   123A   3   181   281   84E   89E    Éjszakai   999   ,47.46061,19.11463
152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000,4500, Üllői út 138,30,4,-1,1,street view,0,0,1,available,1,not available,0,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,5,less than 3 m,district heating,0,0,0,0,0,no,together,0,1,not specified,0,0,0,0,0,0,0,0,no,-1,no loft conversion, Villamos   3   42   50   52    Metró   M3    Busz   123   123A   200E   52   66   194   194B   294E   66B   66E   84E   89E   99   199   94E    Éjszakai   914   914A   950   950A   999   966   ,47.467064,19.122559
153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195000,3250, Breznó lépcső,60,1,-1,1,garden view,1,0,0,not available,0,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,1,3,less than 3 m,combination boiler,0,0,1,0,0,no,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,6 sqm,no loft conversion, Villamos   17   61    Busz   110   112   8E   108E   212   140A   142   140   139    Éjszakai   908   960   ,47.48426,19.02155
154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,3260.869565, Reviczky Gyula utca 16-20,46,ground floor,-1,1,garden view,1,0,0,available,1,-1,-1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,4,less than 3 m,central heating (metered),0,0,0,0,1,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,yes,8 sqm,no loft conversion, Villamos   50    Busz   93   93A    Éjszakai   914   950   950A   ,47.447388,19.160973
155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,2727.272727, Szent László út,55,2,-1,-1,not specified,0,0,0,not available,0,available,1,1 + 2 half room,1,2,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,3,less than 3 m,combination boiler,0,0,1,0,0,not specified,together,0,1,West,0,0,0,1,0,0,0,0,not specified,3 sqm,no loft conversion, Busz   30   230   30A   ,47.53429,19.090073
156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,4814.814815, Dob utca,27,1,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 room,1,0,in good condition,0,1,0,0,0,0,not specified,0,0,0,not specified,1,not specified,not specified,natural gas (convector),1,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Troli   70   73   74   76   78   ,47.503635,19.07098
157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000,3026.315789, Szív utca,38,1,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 room,1,0,in good condition,0,1,0,0,0,0,full bath,0,0,0,not specified,1,4,not specified,natural gas (convector),1,0,0,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Metró   M1    Busz   105    Éjszakai   979    Troli   70   72   73   76   78   ,47.50991,19.06716
158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,3157.894737, Mádi utca,38,5,-1,1,panoramic,0,1,0,available,1,-1,-1,1 + 1 half room,1,1,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,1,10,less than 3 m,district heating,0,0,0,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,4 sqm,not specified, Busz   85   95   185   195   85E    Éjszakai   909   ,47.47895,19.15594
159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,3148.148148, Pacsirtamező utca,54,1,-1,1,street view,0,0,1,available,1,not available,0,1 + 1 half room,1,1,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,0,5,less than 3 m,central heating (metered),0,0,0,0,1,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion, Villamos   17   19   41    Hév   H5    Busz   9   29   109   111   H5    Éjszakai   960   923   934   ,47.53536,19.03997
160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,2090.909091, Zsolnay Vilmos utca,110,4,-1,1,not specified,0,0,0,not available,0,available,1,4 room,4,0,mint,0,0,0,0,0,1,double comfort,1,0,0,not specified,0,4,not specified,combination boiler,0,0,1,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,6 sqm,not specified, Busz   108E   7   124   125   277   8E    Éjszakai   979   ,47.53129,19.12283
161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,4545.454545, Bajnok utca 4/A,33,1,-1,1,garden view,1,0,0,not available,0,-1,-1,1 room,1,0,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,1,3,not specified,gáz (konvektor),1,0,0,0,0,no,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion, Metró   M1    Busz   105    Éjszakai   979    Troli   72   73   76   ,47.51053,19.067644
162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,2653.061224, Mátyás király út,49,3,-1,1,panoramic,0,1,0,not available,0,available,1,1 + 1 half room,1,1,newly built,1,0,0,0,0,0,full comfort,0,1,0,not specified,0,3,not specified,central heating,0,0,0,0,1,not specified,together,0,1,South,0,1,0,0,0,0,0,0,no,-1,not specified,-1,47.50299,18.980198
163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,2407.407407, Székfűvirág utca 1.,54,4,-1,1,panoramic,0,1,0,not available,0,not available,0,1 + 2 half room,1,2,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,4,less than 3 m,district heating,0,0,0,0,0,no,separate,1,0,South,0,1,0,0,0,0,0,0,no,-1,no loft conversion, Busz   95   117   195   217   ,47.473743,19.14934
164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390000,5064.935065, Wesselényi utca 2.,77,1,-1,1,street view,0,0,1,available,1,available,1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,5,3 m or more,combination boiler,0,0,1,0,0,no,separate and together too,1,0,Southeast,0,0,0,0,0,0,0,1,no,-1,no loft conversion, Villamos   47   49   48   47B    Metró   M2    Busz   108E   5   9   15   115   133E   7   110   112   178   8E    Éjszakai   907   908   909   914   914A   916   931   950   950A   956   973   979   979A   990    Troli   74   ,47.496082,19.059862
165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169000,5633.333333, Baross utca 122,30,ground floor,-1,1,garden view,1,0,0,not specified,-1,not available,0,1 room,1,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,0,3,3 m or more,electric,0,0,0,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,yes,-1,no loft conversion, Villamos   1   24   24G   28   28A   37   37A   4   6   62    Busz   217E   9   99    Éjszakai   909    Troli   83   ,47.48953,19.088299
166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,5185.185185, Kresz Géza utca,27,2,-1,1,garden view,1,0,0,available,1,-1,-1,1 room,1,0,mint,0,0,0,0,0,1,not specified,0,0,0,not specified,1,4,3 m or more,combination boiler,0,0,1,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion, Villamos   14    Metró   M3    Busz   14   15   115    Éjszakai   914   914A   950    Troli   76   ,47.51441,19.05699
167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,3181.818182, Komócsy utca,44,2,-1,1,garden view,1,0,0,available,1,available,1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,0,not specified,not specified,central heating (metered),0,0,0,0,1,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,8 sqm,no loft conversion, Villamos   3   62   62A    Busz   32    Éjszakai   907    Troli   77   82   ,47.519,19.1202
168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,5600, Hajós utca,25,1,-1,-1,garden view,1,0,0,not specified,-1,-1,-1,1 room,1,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,1,3,3 m or more,natural gas (convector),1,0,0,0,0,not specified,together,0,1,Southwest,0,0,0,0,0,0,1,0,not specified,-1,no loft conversion, Villamos   4   6    Metró   M1   M3    Busz   6   9   105    Éjszakai   914   914A   923   931   950   950A   979    Troli   70   72   73   78   ,47.50375,19.05801
169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,3829.787234, Kárpát utca 9.,47,4,-1,1,panoramic,0,1,0,available,1,available,1,1 + 1 half room,1,1,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,10,not specified,central heating (metered),0,0,0,0,1,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,5 sqm,no loft conversion, Busz   15   115    Troli   75   76   ,47.520416,19.05421
170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,3870.967742, Garibaldi utca,62,1,-1,1,street view,0,0,1,available,1,-1,-1,3 room,3,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,4,3 m or more,district heating,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion, Villamos   2    Metró   M2    Busz   15   115    Troli   70   78    Hajó   D11   ,47.50484,19.04727
171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129000,2388.888889, Regős köz,54,8,-1,1,panoramic,0,1,0,available,1,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,10,less than 3 m,central heating (metered),0,0,0,0,1,yes,separate,1,0,Southeast,0,0,0,0,0,0,0,1,no,-1,no loft conversion, Busz   108E   139   153   154   154B   8E    Éjszakai   908   ,47.46785,19.00213
172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,3902.439024, Futó utca,41,1,-1,1,garden view,1,0,0,available,1,not available,0,1 + 1 half room,1,1,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,0,4,less than 3 m,central heating (metered),0,0,0,0,1,yes,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,5 sqm,no loft conversion, Villamos   4   6    Metró   M3    Busz   6   9    Éjszakai   914   914A   923   950   950A   909    Troli   83   ,47.48688,19.0745
173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,2962.962963, Dugonics utca 51,54,1,-1,1,garden view,1,0,0,not available,0,available,1,1 + 1 half room,1,1,mint,0,0,0,0,0,1,full comfort,0,1,0,A+,1,2,less than 3 m,central heating (metered),0,0,0,0,1,no,together,0,1,West,0,0,0,1,0,0,0,0,no,4 sqm,no loft conversion, Busz   5   25   125   224    Éjszakai   996A   996   ,47.549694,19.11473
174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000,2875, Szerémi sor,40,not specified,-1,-1,panoramic,0,1,0,available,1,-1,-1,1 room,1,0,mint,0,0,0,0,0,1,not specified,0,0,0,not specified,1,8,not specified,district heating,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   1   4   17   41   47   48   56    Busz   133E   15   33   53   58   150   153   154   154B   212    Éjszakai   973   918   ,47.47158,19.0511
175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,3787.878788, Somogyi út,33,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 room,1,0,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   19   49    Metró   M4    Busz   58   103    Éjszakai   907   918   ,47.46691,19.0243
176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000,2538.461538, Pannónia utca,65,1,-1,1,garden view,1,0,0,not available,0,available,1,3 room,3,0,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,1,3,not specified,district heating,0,0,0,0,0,no,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion, Metró   M3    Busz   15   115    Éjszakai   950   950A    Troli   75   79   ,47.526516,19.05959
177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,2926.829268, Bokréta utca 12,41,1,-1,-1,garden view,1,0,0,available,1,-1,-1,1 room,1,0,renovated,0,0,1,0,0,0,full bath,0,0,0,not specified,1,4,3 m or more,combination boiler,0,0,1,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   24G   37   37A   4   51   51A   6    Éjszakai   923   ,47.480106,19.073433
178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000,2454.545455, Hegedűs Gyula utca,110,4,-1,1,street view,0,0,1,available,1,not available,0,3 + 1 half room,3,1,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,0,4,3 m or more,combination boiler,0,0,1,0,0,no,separate,1,0,Northeast,0,0,0,0,1,0,0,0,no,8 sqm,no loft conversion, Busz   15   115    Éjszakai   914   914A   950    Troli   75   76   ,47.516273,19.0554
179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,2452.830189, Keszkenő utca,53,2,-1,-1,garden view,1,0,0,not available,0,available,1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,3,less than 3 m,combination boiler,0,0,1,0,0,not specified,separate,1,0,South,0,1,0,0,0,0,0,0,no,5 sqm,no loft conversion, Villamos   1   14    Busz   14   20E   30   230   30A    Éjszakai   914A   914   ,47.540253,19.089693
180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,2777.777778, Anna utca,54,1,-1,1,street view,0,0,1,available,1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,1,10,less than 3 m,district heating (metered),0,0,0,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,5 sqm,no loft conversion, Villamos   47   56    Busz   114   133E   141   241   241A   250B   33   251   251A   58   158   213   214   250    Éjszakai   941   973   ,47.432213,19.036377
181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,5185.185185, Belgrád rakpart 11,27,3,-1,1,garden view,1,0,0,available,1,not available,0,1 + 1 half room,1,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,6,3 m or more,central heating,0,0,0,0,1,no,together,0,1,not specified,0,0,0,0,0,0,0,0,no,-1,no loft conversion, Villamos   2   47   47B   48   49    Metró   M4    Busz   15   115    Éjszakai   979A   979    Troli   83   ,47.488403,19.05487
182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,5185.185185, Belgrád rakpart 11,27,3,-1,1,garden view,1,0,0,available,1,not available,0,1 + 1 half room,1,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,6,3 m or more,central heating,0,0,0,0,1,no,together,0,1,not specified,0,0,0,0,0,0,0,0,no,-1,no loft conversion, Villamos   2   47   47B   48   49    Metró   M4    Busz   15   115    Éjszakai   979A   979    Troli   83   ,47.488403,19.05487
183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,3333.333333, Nánási út,48,1,-1,1,garden view,1,0,0,available,1,available,1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,AA,1,4,3 m or more,central heating (metered),0,0,0,0,1,no,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,4 sqm,no loft conversion, Busz   106    Éjszakai   934   ,47.56974,19.061913
184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,4102.564103, Erőmű utca 6,39,3,-1,1,not specified,0,0,0,available,1,available,1,1 room,1,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,1,4,3 m or more,natural gas (convector),1,0,0,0,0,no,separate,1,0,West,0,0,0,1,0,0,0,0,no,-1,no loft conversion, Villamos   1   4   17   41   47   47B   48   56    Metró   M4    Busz   133E   15   33   53   58   150   153   154   154B   212    Éjszakai   973   918   ,47.471474,19.04919
185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000,2788.461538, Albert utca,52,1,-1,1,not specified,0,0,0,available,1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,0,10,not specified,district heating (metered),0,0,0,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,6 sqm,not specified, Villamos   17   41   47   47B   48   56    Busz   7   114   141   213   214    Éjszakai   973   ,47.453964,19.03731
186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,4464.285714, Nefelejcs utca,28,1,-1,1,garden view,1,0,0,not available,0,not available,0,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,2,3 m or more,natural gas (convector),1,0,0,0,0,no,together,0,1,South,0,1,0,0,0,0,0,0,no,-1,no loft conversion, Metró   M2   M4    Busz   108E   112   133E   178   20E   5   30   230   30A   7   110   7E   8E    Éjszakai   908   931   956   990   973   907    Troli   73   74   76   78   79   80   80A   ,47.502556,19.08228
187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280000,3636.363636, Pasaréti út,77,2,-1,1,panoramic,0,1,0,not available,0,available,1,3 room,3,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,not specified,1,2,3 m or more,combination boiler,0,0,1,0,0,no,separate and together too,1,0,Southeast,0,0,0,0,0,0,0,1,no,4 sqm,top floor, Villamos   56   56A   59B   61    Busz   5   149   129    Éjszakai   956   ,47.52088,18.998207
188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,4615.384615, Havas utca 2,39,3,-1,-1,garden view,1,0,0,available,1,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,1,4,3 m or more,combination boiler,0,0,1,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion, Villamos   2   47   47B   48   49    Metró   M4    Busz   15   115    Éjszakai   979A   979    Troli   83   ,47.48808,19.055655
189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105000,4200, Ménesi út,25,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 room,1,0,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   17   61    Busz   27   240    Éjszakai   960   908   ,47.480537,19.040741
190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,3888.888889, Szugló utca,36,5,-1,1,panoramic,0,1,0,available,1,available,1,1 room,1,0,mint,0,0,0,0,0,1,not specified,0,0,0,not specified,1,6,not specified,central heating (metered),0,0,0,0,1,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,no,10 sqm,no loft conversion, Villamos   3   62   62A    Busz   32    Éjszakai   907    Troli   82   ,47.515724,19.113798
191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195000,4062.5, Pap Károly utca,48,8,-1,1,panoramic,0,1,0,available,1,available,1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,8,less than 3 m,central heating (metered),0,0,0,0,1,not specified,separate,1,0,South,0,1,0,0,0,0,0,0,not specified,22 sqm,penthouse, Villamos   1    Metró   M3    Busz   26   32   34   106   115   120    Éjszakai   901   918   937   950   950A   ,47.53203,19.0714
192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000,3620.689655, Szomolnok utca,58,2,-1,1,not specified,0,0,0,not specified,-1,available,1,1 + 2 half room,1,2,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,gáz (cirko),1,0,0,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,4 sqm,not specified, Villamos   17   19   41    Busz   9   29   109   111    Éjszakai   923   934   960   ,47.53495,19.03606
193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000,3295.454545, Alsó erdősor,44,3,-1,-1,street view,0,0,1,not specified,-1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,0,3,3 m or more,natural gas (convector),1,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion, Busz   108E   5   6   7   99   110   112   133E   178   7E   8E    Éjszakai   973   956   990   908   907   931   923    Troli   73   74   76   79   ,47.500416,19.074802
194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,3829.787234, Bornemissza utca,47,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 + 1 half room,1,1,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   17   41   47   47B   48   56    Busz   7   114   153   213   214    Éjszakai   973   ,47.45884,19.03563
195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,3600, Radnóti Miklós utca 22,50,4,-1,1,garden view,1,0,0,available,1,available,1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,EE,1,6,less than 3 m,district heating,0,0,0,0,0,no,separate,1,0,South,0,1,0,0,0,0,0,0,no,4 sqm,no loft conversion, Villamos   4   6    Busz   6   9   15   91   115   191   291    Éjszakai   923   934   931    Troli   75   76   ,47.515057,19.053068
196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,2222.222222, Hegedűs Gyula utca 30,108,2,-1,1,street view,0,0,1,available,1,available,1,3 room,3,0,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,1,4,not specified,combination boiler,0,0,1,0,0,not specified,separate and together too,1,0,not specified,0,0,0,0,0,0,0,0,no,-1,no loft conversion, Busz   15   115    Éjszakai   914   914A   950    Troli   75   76   ,47.516415,19.055246
