Unnamed: 0,poi shape,poi type,coordinate,shop_types
441,Polygon,pastry,"[19.0314906, 47.5395612]","food, beverages"
442,Polygon,supermarket,"[19.1013527, 47.4380387]",Supermarket
443,Polygon,pet,"[19.0318799, 47.4761759]",others
444,Polygon,supermarket,"[19.0445321, 47.5571141]",Supermarket
445,Polygon,bakery,"[19.0290804, 47.5495889]","food, beverages"
446,Polygon,paint,"[19.0297139, 47.5490036]",others
447,Polygon,car_repair,"[19.009981, 47.4639965]",others
448,Polygon,car_repair,"[19.0083386, 47.4633915]",others
449,Polygon,car_repair,"[19.0318196, 47.5622198]",others
450,Polygon,gift,"[19.0394215, 47.5617648]","Stationery, gifts, books, newspapers"
451,Polygon,tyres,"[19.0452729, 47.5543443]",others
452,Polygon,tyres,"[19.0454675, 47.5543779]",others
453,Polygon,supermarket,"[19.0489329, 47.5731856]",Supermarket
454,Polygon,garden_centre,"[19.0170515, 47.5234095]",others
455,Polygon,gift,"[19.0954518, 47.4847782]","Stationery, gifts, books, newspapers"
456,Polygon,tyres,"[19.0972251, 47.4799079]",others
457,Polygon,paint,"[19.0921063, 47.4866683]",others
458,Polygon,garden_centre,"[19.0851233, 47.4836246]",others
459,Polygon,sports,"[19.0240688, 47.4469168]",others
460,Polygon,tyres,"[19.0872055, 47.470565]",others
461,Polygon,yes,"[19.0864932, 47.4704334]",others
462,Polygon,car,"[19.0891008, 47.4707761]",others
463,Polygon,doityourself,"[19.0826032, 47.4699088]",others
464,Polygon,herbalist,"[19.1079191, 47.494986]",Health
465,Polygon,supermarket,"[19.1083028, 47.4950179]",Supermarket
466,Polygon,yes,"[19.0877946, 47.4992171]",others
467,Polygon,convenience,"[19.1017983, 47.5086632]","food, beverages"
468,Polygon,supermarket,"[19.3364953, 47.6119017]",Supermarket
469,Polygon,supermarket,"[19.3512663, 47.6009568]",Supermarket
470,Polygon,supermarket,"[19.0803757, 47.4872892]",Supermarket
471,Polygon,supermarket,"[19.0828017, 47.4886865]",Supermarket
472,Polygon,convenience,"[19.0821669, 47.4856601]","food, beverages"
473,Polygon,yes,"[19.0810961, 47.4771012]",others
474,Polygon,sports,"[19.0783574, 47.4727313]",others
475,Polygon,supermarket,"[19.0045181, 47.4664684]",Supermarket
476,Polygon,tobacco,"[19.108265, 47.4717005]",others
477,Polygon,garden_centre,"[18.9888181, 47.5379167]",others
478,Polygon,car_repair,"[18.9835607, 47.5332507]",others
479,Polygon,greengrocer,"[18.9899627, 47.5218923]","food, beverages"
480,Polygon,convenience,"[18.9920266, 47.478099]","food, beverages"
481,Polygon,car_repair,"[19.0132101, 47.5169173]",others
482,Polygon,garden_centre,"[19.0104954, 47.5160125]",others
483,Polygon,supermarket,"[19.1103915, 47.4706479]",Supermarket
484,Polygon,car_repair,"[19.0150468, 47.467412]",others
485,Polygon,paint,"[18.9727559, 47.5205656]",others
486,Polygon,bicycle,"[19.0918618, 47.5425999]",others
487,Polygon,car_repair,"[19.070611, 47.5433988]",others
488,Polygon,convenience,"[18.9987728, 47.4813187]","food, beverages"
489,Polygon,tombstones,"[19.0890437, 47.5812682]",others
490,Polygon,chemist,"[19.3521488, 47.6007983]",Beauty
491,Polygon,car,"[19.387279, 47.5992179]",others
492,Polygon,yes,"[19.0133634, 47.5191262]",others
493,Polygon,supermarket,"[19.3614664, 47.5919412]",Supermarket
494,Polygon,vacant,"[19.3419026, 47.6035712]",others
495,Polygon,bakery,"[19.346942, 47.5991998]","food, beverages"
496,Polygon,clothes,"[19.3478633, 47.6009925]","Clothing, shoes, accessories"
497,Polygon,electronics,"[19.3479263, 47.6008435]",others
498,Polygon,electronics,"[19.3479961, 47.6006933]",others
499,Polygon,funeral_directors,"[19.3455957, 47.6006668]",others
500,Polygon,beverages,"[19.3443226, 47.6010482]","food, beverages"
501,Polygon,motorcycle,"[19.3439942, 47.6013837]",others
502,Polygon,bicycle,"[19.3464563, 47.6005458]",others
503,Polygon,clothes,"[19.3474204, 47.6017906]","Clothing, shoes, accessories"
504,Polygon,doityourself,"[19.3473786, 47.6022305]",others
505,Polygon,stationery,"[19.3479039, 47.6015467]","Stationery, gifts, books, newspapers"
506,Polygon,convenience,"[19.3473292, 47.6055997]","food, beverages"
507,Polygon,supermarket,"[18.9635449, 47.5454609]",Supermarket
508,Polygon,convenience,"[19.3577736, 47.5921018]","food, beverages"
509,Polygon,supermarket,"[19.1706541, 47.4379872]",Supermarket
510,Polygon,supermarket,"[19.1659865, 47.4391876]",Supermarket
511,Polygon,electronics,"[18.9632116, 47.4486569]",others
512,Polygon,hardware,"[19.0982973, 47.5749236]",others
513,Polygon,bakery,"[19.1071613, 47.5165011]","food, beverages"
514,Polygon,supermarket,"[19.0039072, 47.3760053]",Supermarket
515,Polygon,car,"[19.0515585, 47.4675498]",others
516,Polygon,department_store,"[19.0492958, 47.375057]",Department Store
517,Polygon,yes,"[18.880109, 47.4165598]",others
518,Polygon,confectionery,"[18.8765044, 47.4188652]","food, beverages"
519,Polygon,greengrocer,"[18.8776666, 47.4184196]","food, beverages"
520,Polygon,convenience,"[18.8729388, 47.4109429]","food, beverages"
521,Polygon,mall,"[19.1797674, 47.4569065]",Mall
522,Polygon,car,"[19.004343, 47.5293452]",others
523,Polygon,convenience,"[19.0418214, 47.3390273]","food, beverages"
524,Polygon,convenience,"[18.8825867, 47.4145957]","food, beverages"
525,Polygon,glass,"[18.8818674, 47.4150614]",others
526,Polygon,car_repair,"[18.88161, 47.4151458]",others
527,Polygon,car,"[18.88282, 47.414424]",others
528,Polygon,car_repair,"[18.8843119, 47.4136543]",others
529,Polygon,car_repair,"[18.8845202, 47.4133625]",others
530,Polygon,tyres,"[18.8820722, 47.415175]",others
531,Polygon,car_repair,"[18.8823594, 47.4150976]",others
532,Polygon,beverages,"[18.8855985, 47.4152321]","food, beverages"
533,Polygon,doityourself,"[18.8885444, 47.41918]",others
534,Polygon,pet,"[18.8799159, 47.4111145]",others
535,Polygon,garden_centre,"[18.8859652, 47.4111152]",others
536,Polygon,supermarket,"[19.1238896, 47.6399862]",Supermarket
537,Polygon,garden_centre,"[19.0105436, 47.4032843]",others
538,Polygon,supermarket,"[19.0242079, 47.4104263]",Supermarket
539,Polygon,supermarket,"[19.1281412, 47.6311854]",Supermarket
540,Polygon,tyres,"[18.9394057, 47.3941783]",others
541,Polygon,confectionery,"[18.9358056, 47.3931066]","food, beverages"
542,Polygon,bathroom_furnishing,"[18.9239285, 47.3833905]",others
543,Polygon,car_repair,"[19.3456536, 47.6162517]",others
544,Polygon,car_repair,"[19.3395431, 47.6196257]",others
545,Polygon,car_repair,"[19.3344104, 47.6137629]",others
546,Polygon,pet,"[18.8867423, 47.4025778]",others
547,Polygon,doityourself,"[19.3392365, 47.6065576]",others
548,Polygon,car_repair,"[18.8944842, 47.4163994]",others
549,Polygon,paint,"[18.8896029, 47.415587]",others
550,Polygon,copyshop,"[18.8891911, 47.4151479]",others
551,Polygon,supermarket,"[18.9349234, 47.3783483]",Supermarket
552,Polygon,tyres,"[18.8896769, 47.411021]",others
553,Polygon,confectionery,"[18.8891945, 47.4095359]","food, beverages"
554,Polygon,car_repair,"[18.8872969, 47.4025264]",others
555,Polygon,tyres,"[18.9241706, 47.3828932]",others
556,Polygon,clothes,"[18.9237426, 47.3818739]","Clothing, shoes, accessories"
557,Polygon,hairdresser,"[18.9242929, 47.3831045]",Beauty
558,Polygon,frame,"[18.873243, 47.4149685]","Art, music, hobbies"
559,Polygon,convenience,"[19.1616336, 47.433823]","food, beverages"
560,Polygon,car,"[18.9094282, 47.3590553]",others
561,Polygon,car,"[19.3355304, 47.6098098]",others
562,Polygon,greengrocer,"[18.9044523, 47.3989962]","food, beverages"
563,Polygon,trade,"[18.902943, 47.3998519]",others
564,Polygon,pet,"[19.1094096, 47.5199755]",others
565,Polygon,tobacco,"[19.200328, 47.5134439]",others
566,Polygon,supermarket,"[19.1132653, 47.5155732]",Supermarket
567,Polygon,charity,"[19.1096214, 47.5166886]","Discount store, charity"
568,Polygon,laundry,"[18.9104214, 47.402206]",Laundry
569,Polygon,car,"[18.9112299, 47.3962768]",others
570,Polygon,convenience,"[19.0587413, 47.6173417]","food, beverages"
571,Polygon,tyres,"[19.2180325, 47.4852736]",others
572,Polygon,greengrocer,"[18.9286556, 47.5917728]","food, beverages"
573,Polygon,hardware,"[18.9297159, 47.5913817]",others
574,Polygon,car_repair,"[18.8764247, 47.4128122]",others
575,Polygon,supermarket,"[19.1430607, 47.5105237]",Supermarket
576,Polygon,supermarket,"[19.145738, 47.5066778]",Supermarket
577,Polygon,car_repair,"[18.9264195, 47.3984312]",others
578,Polygon,yes,"[18.9236649, 47.3869957]",others
579,Polygon,hairdresser,"[18.9221174, 47.3880414]",Beauty
580,Polygon,supermarket,"[19.3629923, 47.6035044]",Supermarket
581,Polygon,yes,"[18.9191625, 47.3898411]",others
582,Polygon,mall,"[19.0549972, 47.594997]",Mall
583,Polygon,supermarket,"[18.9965967, 47.3367729]",Supermarket
584,Polygon,motorcycle,"[19.1246837, 47.4482029]",others
585,Polygon,computer,"[19.1253128, 47.5137441]",others
586,Polygon,convenience,"[19.1851463, 47.5170124]","food, beverages"
587,Polygon,convenience,"[19.1838953, 47.5170842]","food, beverages"
588,Polygon,car_repair,"[19.0199853, 47.4416697]",others
589,Polygon,tobacco,"[19.1886212, 47.5166201]",others
590,Polygon,supermarket,"[19.1083684, 47.3849206]",Supermarket
591,Polygon,kiosk,"[19.1105157, 47.3869568]",Convenience shop
592,Polygon,bakery,"[18.9104029, 47.6041875]","food, beverages"
593,Polygon,electronics,"[18.9095977, 47.6045848]",others
594,Polygon,bakery,"[18.9103236, 47.3759773]","food, beverages"
595,Polygon,greengrocer,"[18.908502, 47.3757937]","food, beverages"
596,Polygon,convenience,"[19.1300322, 47.4497084]","food, beverages"
597,Polygon,kiosk,"[19.1299768, 47.44967]",Convenience shop
598,Polygon,supermarket,"[19.1317492, 47.4610244]",Supermarket
599,Polygon,car_repair,"[18.9255824, 47.3806653]",others
600,Polygon,car,"[18.9297435, 47.3787527]",others
601,Polygon,trade,"[18.9303751, 47.378798]",others
602,Polygon,car_repair,"[18.9348486, 47.3794624]",others
603,Polygon,car_repair,"[18.932454, 47.3791516]",others
604,Polygon,garden_centre,"[19.0445557, 47.3535264]",others
605,Polygon,bicycle,"[19.007132, 47.4318695]",others
606,Polygon,convenience,"[19.0622857, 47.4081716]","food, beverages"
607,Polygon,car_repair,"[18.9680373, 47.3900902]",others
608,Polygon,car_parts,"[18.9684409, 47.3914406]",others
609,Polygon,variety_store,"[19.0602904, 47.410522]","Discount store, charity"
610,Polygon,garden_centre,"[19.0848976, 47.4855798]",others
611,Polygon,car_repair,"[19.3478712, 47.616475]",others
612,Polygon,yes,"[19.3510517, 47.6131342]",others
613,Polygon,convenience,"[19.3529834, 47.6117615]","food, beverages"
614,Polygon,supermarket,"[19.2027651, 47.4274823]",Supermarket
615,Polygon,car_parts,"[19.0775685, 47.5706459]",others
616,Polygon,florist,"[19.0692941, 47.5304271]",others
617,Polygon,electronics,"[18.9351368, 47.3892095]",others
618,Polygon,pawnbroker,"[19.0394959, 47.4266892]",others
619,Polygon,supermarket,"[19.3844621, 47.5998649]",Supermarket
620,Polygon,bakery,"[18.9788709, 47.4398448]","food, beverages"
621,Polygon,car_parts,"[18.9518517, 47.4071498]",others
622,Polygon,supermarket,"[18.9515593, 47.409206]",Supermarket
623,Polygon,convenience,"[18.9515089, 47.4087499]","food, beverages"
624,Polygon,clothes,"[18.9516597, 47.4089152]","Clothing, shoes, accessories"
625,Polygon,garden_centre,"[18.9463711, 47.4052782]",others
626,Polygon,confectionery,"[18.9574057, 47.4116804]","food, beverages"
627,Polygon,bicycle,"[18.9490076, 47.4057235]",others
628,Polygon,hardware,"[19.086492, 47.5208816]",others
629,Polygon,car,"[18.9416265, 47.399622]",others
630,Polygon,supermarket,"[18.9414378, 47.3997442]",Supermarket
631,Polygon,mall,"[19.3389287, 47.6078541]",Mall
632,Polygon,gift,"[19.3469571, 47.6032931]","Stationery, gifts, books, newspapers"
633,Polygon,car_parts,"[19.3396553, 47.6060173]",others
634,Polygon,computer,"[19.3401848, 47.6049298]",others
635,Polygon,computer,"[19.3406707, 47.6048624]",others
636,Polygon,chemist,"[19.1316262, 47.461733]",Beauty
637,Polygon,convenience,"[19.3502493, 47.5916982]","food, beverages"
638,Polygon,furniture,"[19.3524065, 47.5920237]",others
639,Polygon,paint,"[19.3583928, 47.6012183]",others
640,Polygon,doityourself,"[19.356885, 47.602412]",others
641,Polygon,tyres,"[19.3555794, 47.6036382]",others
642,Polygon,paint,"[19.3544565, 47.6057266]",others
643,Polygon,bicycle,"[19.3533618, 47.6093402]",others
644,Polygon,supermarket,"[19.3534768, 47.6097818]",Supermarket
645,Polygon,convenience,"[19.3573519, 47.5884695]","food, beverages"
646,Polygon,convenience,"[18.8958396, 47.409848]","food, beverages"
647,Polygon,convenience,"[19.0205097, 47.4297191]","food, beverages"
648,Polygon,tobacco,"[18.8799424, 47.4167122]",others
649,Polygon,supermarket,"[19.1705586, 47.4463408]",Supermarket
650,Polygon,hardware,"[19.3554708, 47.6034315]",others
651,Polygon,hardware,"[19.3557721, 47.6033304]",others
652,Polygon,doityourself,"[18.9905242, 47.4093361]",others
653,Polygon,supermarket,"[19.3417483, 47.4919996]",Supermarket
654,Polygon,supermarket,"[19.1705849, 47.4341776]",Supermarket
655,Polygon,car,"[18.9607396, 47.4140705]",others
656,Polygon,car,"[18.96047, 47.4144563]",others
657,Polygon,hardware,"[19.3545157, 47.6078269]",others
658,Polygon,car_repair,"[19.3543031, 47.608313]",others
659,Polygon,trade,"[19.0023887, 47.4544679]",others
660,Polygon,greengrocer,"[19.3755197, 47.6022004]","food, beverages"
661,Polygon,greengrocer,"[19.3872457, 47.5997649]","food, beverages"
662,Polygon,hardware,"[19.2863961, 47.5013806]",others
663,Polygon,supermarket,"[19.1211326, 47.6222997]",Supermarket
664,Polygon,supermarket,"[19.1231484, 47.6229163]",Supermarket
665,Polygon,supermarket,"[19.1525585, 47.4552599]",Supermarket
666,Polygon,beauty,"[19.3504439, 47.6082978]",Beauty
667,Polygon,bakery,"[19.0092385, 47.5097013]","food, beverages"
668,Polygon,car_repair,"[19.1517606, 47.5210877]",others
669,Polygon,supermarket,"[19.1972753, 47.6067581]",Supermarket
670,Polygon,bakery,"[19.3432464, 47.6200471]","food, beverages"
671,Polygon,convenience,"[19.1073156, 47.5162331]","food, beverages"
672,Polygon,florist,"[19.1148678, 47.5363646]",others
673,Polygon,butcher,"[19.1146484, 47.5362908]","food, beverages"
674,Polygon,greengrocer,"[19.1147608, 47.5364861]","food, beverages"
675,Polygon,convenience,"[19.3884319, 47.5944267]","food, beverages"
676,Polygon,yes,"[19.1214942, 47.5260629]",others
677,Polygon,car,"[19.1178365, 47.5247631]",others
678,Polygon,car_repair,"[19.1262166, 47.5289699]",others
679,Polygon,mall,"[19.0701056, 47.4957722]",Mall
680,Polygon,books,"[18.9133848, 47.436248]","Stationery, gifts, books, newspapers"
681,Polygon,mobile_phone,"[19.3471709, 47.6020321]",others
682,Polygon,convenience,"[18.9173715, 47.4317889]","food, beverages"
683,Polygon,car,"[18.9142896, 47.4357469]",others
684,Polygon,department_store,"[18.9179556, 47.4322634]",Department Store
685,Polygon,beauty,"[18.9234271, 47.4424994]",Beauty
686,Polygon,convenience,"[19.0201399, 47.4504556]","food, beverages"
687,Polygon,hardware,"[18.9176009, 47.432527]",others
688,Polygon,greengrocer,"[18.9166291, 47.4317983]","food, beverages"
689,Polygon,beauty,"[18.9160826, 47.4310462]",Beauty
690,Polygon,greengrocer,"[18.947592, 47.4486725]","food, beverages"
691,Polygon,computer,"[18.9591785, 47.446895]",others
692,Polygon,beauty,"[18.9059877, 47.4451019]",Beauty
693,Polygon,alcohol,"[19.3564933, 47.6001081]","food, beverages"
694,Polygon,greengrocer,"[19.1143812, 47.5360606]","food, beverages"
695,Polygon,hardware,"[19.1420123, 47.436702]",others
696,Polygon,bakery,"[19.3376593, 47.4902753]","food, beverages"
697,Polygon,car_repair,"[19.1763449, 47.4622436]",others
698,Polygon,clothes,"[19.1766978, 47.4583701]","Clothing, shoes, accessories"
699,Polygon,tyres,"[18.9337828, 47.3918048]",others
700,Polygon,trade,"[18.9355272, 47.3836443]",others
701,Polygon,stationery,"[18.9142664, 47.3763835]","Stationery, gifts, books, newspapers"
702,Polygon,supermarket,"[18.9944899, 47.5128783]",Supermarket
703,Polygon,convenience,"[19.1245133, 47.512581]","food, beverages"
704,Polygon,yes,"[19.1101568, 47.4707337]",others
705,Polygon,bakery,"[19.110126, 47.4705941]","food, beverages"
706,Polygon,yes,"[19.1108019, 47.4706829]",others
707,Polygon,bakery,"[19.1108582, 47.4706086]","food, beverages"
708,Polygon,bakery,"[19.1107536, 47.4706457]","food, beverages"
709,Polygon,yes,"[19.1101812, 47.4709956]",others
710,Polygon,yes,"[19.1102525, 47.4709663]",others
711,Polygon,florist,"[19.1103399, 47.4709334]",others
712,Polygon,books,"[19.1104092, 47.4709069]","Stationery, gifts, books, newspapers"
713,Polygon,tobacco,"[19.1104787, 47.4708828]",others
714,Polygon,greengrocer,"[19.1100226, 47.471015]","food, beverages"
715,Polygon,convenience,"[19.1100021, 47.4710725]","food, beverages"
716,Polygon,tobacco,"[19.1161373, 47.473885]",others
717,Polygon,confectionery,"[19.1111568, 47.4706152]","food, beverages"
718,Polygon,convenience,"[19.2476518, 47.4087946]","food, beverages"
719,Polygon,convenience,"[19.2479318, 47.4090396]","food, beverages"
720,Polygon,florist,"[19.248615, 47.4091098]",others
721,Polygon,beauty,"[19.2475853, 47.4082399]",Beauty
722,Polygon,greengrocer,"[19.2477683, 47.4092668]","food, beverages"
723,Polygon,bakery,"[19.2475917, 47.408379]","food, beverages"
724,Polygon,convenience,"[19.2484003, 47.4092201]","food, beverages"
725,Polygon,lottery,"[19.2483255, 47.4093192]","Stationery, gifts, books, newspapers"
726,Polygon,convenience,"[19.2457872, 47.4078109]","food, beverages"
727,Polygon,confectionery,"[19.1412557, 47.5407504]","food, beverages"
728,Polygon,hardware,"[19.3409134, 47.491255]",others
729,Polygon,car_repair,"[19.332025, 47.4905167]",others
730,Polygon,electronics,"[19.3386518, 47.4905176]",others
731,Polygon,butcher,"[19.3424391, 47.4930803]","food, beverages"
732,Polygon,stationery,"[19.3424485, 47.4929489]","Stationery, gifts, books, newspapers"
733,Polygon,supermarket,"[19.2659841, 47.4752851]",Supermarket
734,Polygon,supermarket,"[18.9239345, 47.5990669]",Supermarket
735,Polygon,yes,"[19.1073255, 47.4611362]",others
736,Polygon,car,"[19.1073768, 47.4623642]",others
737,Polygon,car,"[19.1078347, 47.4618566]",others
738,Polygon,yes,"[18.9149523, 47.3937233]",others
739,Polygon,paint,"[18.9146081, 47.3939516]",others
740,Polygon,car_repair,"[18.9153124, 47.3931829]",others
741,Polygon,car_repair,"[18.922866, 47.3882027]",others
742,Polygon,greengrocer,"[19.2747104, 47.4956906]","food, beverages"
743,Polygon,supermarket,"[19.2726638, 47.4966823]",Supermarket
744,Polygon,florist,"[19.0055992, 47.4839977]",others
745,Polygon,florist,"[19.0057539, 47.4840524]",others
746,Polygon,florist,"[19.0056765, 47.4840267]",others
747,Polygon,convenience,"[19.0035376, 47.495276]","food, beverages"
748,Polygon,supermarket,"[19.0162746, 47.4855318]",Supermarket
749,Polygon,kiosk,"[19.2561405, 47.4788039]",Convenience shop
750,Polygon,supermarket,"[19.0101287, 47.5300927]",Supermarket
751,Polygon,mall,"[19.136041, 47.5008289]",Mall
752,Polygon,furniture,"[19.1356168, 47.4610268]",others
753,Polygon,supermarket,"[19.1901882, 47.4467134]",Supermarket
754,Polygon,supermarket,"[19.1449843, 47.4573064]",Supermarket
755,Polygon,garden_centre,"[19.015527, 47.4524705]",others
756,Polygon,garden_centre,"[18.948924, 47.40416]",others
757,Polygon,garden_centre,"[18.9490971, 47.4042316]",others
