ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF per month),Size(sqm),Price per sqm (HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Attic: Loft conversion,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport,Distance to Eco Zone,Distance to Crime Pot,Distance to Uni1,Distance to Uni2,Distance to Uni3,Distance to Uni4,Distance to Uni5,Distance to Uni6,Distance to Uni7,Distance to Uni8,Distance to Uni9,Distance to Uni10,Distance to Uni11,Distance to Uni12,Distance to Uni13,Distance to Uni14,Distance to Uni15,Distance to Uni16,Distance to Uni17,Distance to Uni18,Distance to Uni19,Distance to Uni20,Distance to Uni21,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,160,1562.5, Klapka köz,-1,-1,-1,garden view,1,0,0,-1,-1,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,not specified,0,0,0,-1,0,1,-1,natural gas (convector),1,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   52    Busz   35   52   ,47.43055,19.113,47.43055,19.113,1201,20,0.87083887,8.703254939,8.177272654,9.939968567,10.30557264,10.5138104,1.836465743,8.573086702,8.014513187,7.791824487,7.791824487,7.141659837,8.672266377,7.717267283,8.597091544,9.134440773,7.460982395,6.463632031,8.877004974,9.23297371,15.29223096,7.570426316,9.851109086,13.24929735,6.069511751,12.9486262,7.685363719,7.190203742,9.665668611,15,38,1,3,14,0,2,13,2,2,1,0,0,33,0,7,127
243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,120,2916.666667, Barlang utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,3 + 1 half room,3,1,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   29   91   111   291    Éjszakai   931   ,47.52729,19.02374,47.52729,19.02374,1025,2,0.259410679,3.975554026,5.353725439,3.060618991,2.879591716,19.80349247,1.62103051,4.255917011,4.776451431,4.92742309,4.92742309,5.604989897,7.8626493,5.119996742,8.686374902,3.543937606,5.225113334,6.24411803,4.052768893,3.92358684,4.487101886,5.11170039,6.903736826,2.715846375,6.854199414,1.107661041,5.049141551,5.518533789,3.76215736,115,58,0,30,41,4,6,23,3,0,70,28,3,157,0,10,401
244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228198,430,2856.274419, II/A kerület – Pesthidegkút-Ófalu,-1,-1,1,not specified,0,0,0,-1,-1,-1,-1,6 room,6,0,not specified,0,0,0,0,0,0,luxury,0,0,1,-1,0,1,-1,natural gas boiler,1,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.56973,18.95969,47.56973,18.95969,1028,2,2.644918293,10.62781714,12.02487257,9.766427113,9.027011267,26.37451288,4.924063812,10.9918998,11.50727668,11.63834146,11.63834146,12.15017761,14.14226052,11.85382859,14.93873787,10.22707857,11.84566025,12.93612389,10.78482312,10.61830269,7.115977448,11.78872811,12.93610971,6.35570974,13.58594321,6.860217804,11.76510333,12.2181812,9.769136625,10,10,0,2,7,1,6,7,0,0,1,1,0,23,0,2,104
245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,150,2333.333333, II/A kerület – Remetekertváros,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,4 room,4,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.551865,18.95662,47.551865,18.95662,1028,2,3.688859061,9.368845822,11.07867076,8.780555237,7.586514805,25.53410222,5.700694828,9.880754313,10.35609616,10.43407942,10.43407942,10.77339882,13.51133324,10.71282037,14.32896799,9.010681397,10.53108714,11.6815923,9.726654204,9.644618181,7.386383063,10.53194614,12.42604388,4.695159274,12.41501902,6.160432591,10.56886931,10.98554335,8.245236663,30,28,0,5,24,1,6,16,0,0,4,3,1,42,0,5,220
246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265000,88,3011.363636, Árvavár utca,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,AA++,1,2,-1,floor heating,0,0,0,0,0,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion not possible,0, Villamos   69   62   62A    Busz   5   124   125   224    Éjszakai   973   ,47.536816,19.11818,47.536816,19.11818,1158,15,0.305995017,6.764054285,4.707288028,5.366791926,8.05440792,14.85875719,5.484353517,5.799713936,6.044809072,6.409846231,6.409846231,7.728285894,3.222892689,5.994721435,3.615759931,6.536017879,7.210202792,7.003900856,5.4974827,5.032426852,5.588465332,6.789352249,1.981661547,9.795925377,6.590608146,6.296468006,6.365051166,6.680594294,8.54308585,45,34,2,7,26,1,5,14,0,0,2,4,8,27,0,17,161
247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,150,2666.666667, Zugliget,-1,-1,1,not specified,0,0,0,-1,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.509514,18.971369,47.509514,18.971369,1121,12,4.659832628,6.131977477,8.496392758,6.453110077,4.100263387,22.53692197,5.951215796,6.998844,7.296502593,7.215499546,7.215499546,7.039158858,11.5050027,7.639048108,12.30983621,5.95836432,6.9917997,8.203801614,7.019250077,7.190045871,8.520810388,7.154697142,10.83117113,1.686644811,9.101621797,5.470079951,7.357391357,7.629032737,4.356553203,9,21,0,2,11,4,2,10,0,2,0,6,0,67,0,8,284
248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,70,1714.285714, Lajosház utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,3 room,3,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   169E    Éjszakai   956   ,47.49129,19.29057,47.49129,19.29057,1171,17,1.165702948,18.03081328,15.57156426,17.67333168,20.01188199,6.527520528,16.52632997,17.08890299,16.86331443,17.02533394,17.02533394,17.69389865,12.61332295,16.55022068,11.79275617,18.13378604,17.49146536,16.41155187,17.04633713,16.88847506,19.44072353,17.19755588,13.55493679,22.66614418,15.45379735,19.82175693,16.89171695,16.76503364,20.00939086,7,11,0,0,3,0,1,8,0,0,2,1,0,13,0,0,43
249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,82,2804.878049, Csaba köz,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,3 + 1 half room,3,1,renovated,0,0,1,0,0,0,not specified,0,0,0,-1,0,1,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Villamos   42   50    Busz   99   148   194   194B   199    Éjszakai   914   950   999   ,47.45887,19.13112,47.45887,19.13112,1192,19,3.118942665,7.352237647,5.914991769,8.075376587,9.296431276,9.384805736,4.016903016,6.838219971,6.34225587,6.266996102,6.266996102,6.222693948,5.502114317,5.987873933,5.293506185,7.687482378,6.295268487,5.087246188,7.040751086,7.244760282,12.86628677,6.208468151,6.811192056,12.3242022,4.282841471,11.08706108,6.13011665,5.739272566,8.903927067,62,61,3,20,33,5,9,9,5,5,10,13,5,133,0,12,93
250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,115,1391.304348, Strázsahegy utca,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,2 + 2 half room,2,2,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,0,2,-1,combination boiler,0,0,1,0,0,no,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   97E   202E   161   201E    Éjszakai   956   990   ,47.46738,19.29049,47.46738,19.29049,1171,17,1.233767287,18.30857659,15.98256164,18.20318099,20.33379199,4.300584112,15.78601103,17.44065346,17.13894502,17.24669299,17.24669299,17.73113373,13.26855598,16.80211923,12.44953495,18.47580715,17.607661,16.45475263,17.45488904,17.3733432,20.65996993,17.36317613,14.39404646,23.14709779,15.49917245,20.6219755,17.1070507,16.9050498,20.21553229,4,7,0,2,6,0,2,2,0,0,1,1,1,7,0,0,18
251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,500,700, Mezőcsát utca,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,7 room,7,0,mint,0,0,0,0,0,1,not specified,0,0,0,-1,0,2,-1,central heating,0,0,0,0,1,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion not possible,0,-1,47.48456,19.29682,47.48456,19.29682,1171,17,0.285333681,18.5399569,16.11068804,18.2485249,20.53668318,6.109631251,16.77072712,17.61597298,17.36925268,17.51677479,17.51677479,18.135249,13.20668962,17.04889617,12.38319452,18.66050467,17.95471887,16.85142275,17.58846759,17.45032869,20.18011572,17.67395599,14.19736943,23.23666547,15.89156647,20.4678235,17.3811728,17.23322055,20.50271912,2,5,0,1,1,0,1,8,0,0,0,1,0,6,0,0,32
252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000,160,1625, Akácfa utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,4 + 1 half room,4,1,mint,0,0,0,0,0,1,not specified,0,0,0,-1,0,2,-1,not specified,0,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   174   244   144    Éjszakai   931   996   ,47.52427,19.1734,47.52427,19.1734,1162,16,4.658735191,9.718210255,7.190871704,8.836751733,11.45981828,11.21918796,9.083400911,8.685926845,8.671744415,8.955286502,8.955286502,10.04116956,4.084234059,8.457032334,3.490465646,9.662851295,9.646365018,8.919681944,8.514444864,8.20006232,9.911523958,9.25447556,4.430991011,13.71016886,8.122335446,10.49431221,8.853222014,8.946023972,11.71335232,30,24,2,4,13,1,0,11,0,2,1,6,1,55,0,3,59
253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000,150,2133.333333, Virágosnyereg út,-1,-1,1,not specified,0,0,0,-1,-1,available,1,3 room,3,0,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,1,3,-1,electric,0,0,0,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   260   ,47.572296,19.002028,47.572296,19.002028,1037,3,0.359301022,9.18385959,9.993430205,7.91916514,8.063611719,23.96504351,1.792378172,9.268318253,9.822944499,10.03866204,10.03866204,10.84664006,11.63765984,10.13520243,12.39430415,8.732542959,10.43640346,11.36660131,8.986671895,8.697504397,4.04967897,10.2751181,10.32933382,6.238888685,11.84634676,4.885316991,10.14503579,10.6405279,8.92400239,6,9,1,1,0,0,0,4,0,0,1,2,1,8,0,6,34
254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000,150,2400, Nagykovácsi út,-1,-1,1,panoramic,0,1,0,-1,-1,not available,0,4 room,4,0,newly built,1,0,0,0,0,0,luxury,0,0,1,-1,0,2,-1,padlófűtés,0,0,0,0,0,yes,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion not possible,0, Busz   63    Éjszakai   963   ,47.54739,18.93746,47.54739,18.93746,1029,2,5.204266859,10.21281688,12.12287385,9.833513745,8.305505816,26.5663635,7.22206606,10.83047714,11.26903794,11.30481594,11.30481594,11.4891022,14.70790308,11.62828606,15.53053658,9.896036623,11.30768873,12.4942507,10.71604853,10.69086765,8.888286579,11.35839835,13.68557406,5.28485894,13.28682754,7.423359462,11.44397007,11.82548221,8.857685779,5,10,1,1,11,1,2,8,0,2,0,1,1,20,0,2,115
255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139000,48,2895.833333, Baross utca,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,0,-1,-1,combination boiler,0,0,1,0,0,yes,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   3   52    Busz   123   123A   194B   52   66   148   194   66B   84E   89E   99   199    Éjszakai   966   999   ,47.45845,19.12269,47.45845,19.12269,1192,19,3.288142583,6.869668366,5.597381298,7.68953184,8.78227338,9.990935131,3.395258222,6.414880378,5.901184606,5.799268056,5.799268056,5.671154567,5.52823223,5.552434571,5.41351089,7.223014625,5.774529352,4.577014437,6.639358274,6.877213444,12.63604804,5.71421617,6.77319613,11.81391444,3.824709854,10.71936116,5.665600229,5.251853239,8.358678825,49,62,3,9,25,4,7,6,5,0,3,11,5,149,0,12,80
256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,100,1800, Kiránduló utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,3 room,3,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,0,-1,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   250   250B   ,47.429066,19.01355,47.429066,19.01355,1222,22,0.84650027,8.003995632,9.623478753,9.747538357,8.086091374,17.98734861,5.396010119,8.734793035,8.362016437,7.987032875,7.987032875,6.647835382,12.12122041,8.355735541,12.55169215,8.40598601,7.189721604,7.360818822,9.095186179,9.609679047,15.10451281,7.597780112,12.58207364,9.885162673,7.975339745,11.79245662,8.007809541,7.654032722,7.205275388,3,17,0,0,5,0,2,5,0,0,0,2,2,74,0,4,40
257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,63,3174.603175, Csömöri út,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,3 room,3,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   31   46   130   131   144   146   7G    Éjszakai   931   996   996A   ,47.528538,19.167957,47.528538,19.167957,1162,16,4.088493022,9.498600283,7.000885944,8.525246185,11.17981951,11.83848443,8.821811898,8.464282757,8.488814644,8.788609487,8.788609487,9.922980129,3.971569989,8.295089081,3.480777778,9.415391771,9.505078374,8.844960364,8.270529568,7.928639741,9.343221586,9.103871304,4.12005613,13.34026579,8.089071364,10.04684364,8.693590022,8.820640121,11.4751466,22,17,2,4,9,0,0,9,0,2,0,5,1,41,0,2,40
258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131235,472,2396.684322, Sasad,-1,-1,1,not specified,0,0,0,-1,-1,available,1,6 room,6,0,in good condition,0,1,0,0,0,0,luxury,0,0,1,-1,0,4,-1,heat pump,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.475895,19.006678,47.475895,19.006678,1112,11,1.389984432,4.025527761,6.454379814,5.494832962,3.140080709,18.92458661,4.443015624,5.039467577,4.966342098,4.67558532,4.67558532,3.727005502,9.55363033,5.174582818,10.23426356,4.238157335,4.020679629,4.998966586,5.29823752,5.742021153,10.22427752,4.3896383,9.44446998,4.681144106,5.951709978,6.807050344,4.780079763,4.748628119,2.358261259,39,45,2,12,26,1,4,11,0,0,10,27,10,271,0,7,569
259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,80,2250, Üllői út,-1,-1,1,street view,0,0,1,-1,-1,not available,0,1 + 2 half room,1,2,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,0,1,-1,central heating,0,0,0,0,1,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   50    Busz   236   236A   93   182   183   184   193E   198   217   217E   282E   284E   36   93A    Éjszakai   950   950A   980   ,47.441463,19.182043,47.441463,19.182043,1181,18,0.291320663,11.61668796,9.94469997,12.19920177,13.58039572,5.291488777,7.158903122,11.036061,10.56760298,10.52179985,10.52179985,10.51033887,8.58318272,10.20923457,8.033092859,11.93273245,10.5837502,9.373647568,11.20307827,11.3448141,16.51622054,10.48478866,10.00318282,16.60404464,8.541793082,15.14466803,10.3825083,10.0123408,13.1938119,23,28,2,6,17,0,6,11,2,1,3,2,8,69,0,6,50
260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646420,200,3232.1, Nógrádi utca 13,-1,-1,1,not specified,0,0,0,-1,-1,available,1,5 room,5,0,renovated,0,0,1,0,0,0,not specified,0,0,0,-1,1,2,-1,not specified,0,0,0,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   21   102   112   212   21A    Éjszakai   990   ,47.50106,19.005615,47.50106,19.005615,1125,12,2.405231932,3.424551494,5.876567649,4.050542576,1.428014329,19.79821053,3.741290545,4.347974358,4.59605049,4.491574048,4.491574048,4.324775722,8.96725512,4.929917262,9.751560117,3.304095439,4.254625585,5.46733203,4.420181811,4.671090676,7.697966892,4.417740625,8.449440593,2.046801814,6.362934015,4.27005322,4.632693398,4.891413444,1.636666969,114,59,1,17,61,11,15,21,3,2,65,38,7,126,1,9,583
261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,58,2931.034483, Vaskút utca,-1,-1,1,garden view,1,0,0,-1,-1,available,1,2 + 1 half room,2,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,1,2,-1,gáz (cirko),1,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   36   182   183   184   198   282E   284E   900    Éjszakai   914   980   ,47.43277,19.178896,47.43277,19.178896,1186,18,1.060614175,11.96321499,10.45409848,12.66750269,13.88259316,5.557059752,6.664670837,11.45271312,10.96047575,10.88291325,10.88291325,10.75256822,9.324967564,10.60562417,8.82129887,12.30466598,10.8744583,9.677706765,11.64558569,11.82481159,17.18081646,10.81214799,10.74091091,16.91446699,8.899567938,15.65422078,10.74674144,10.34685974,13.44081645,14,21,2,5,17,0,6,9,2,1,3,2,7,63,0,3,36
262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034272,520,1988.984615, Orbánhegy,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,4 room,4,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,3,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.496105,19.00613,47.496105,19.00613,1126,12,2.183726736,3.348979563,5.867638587,4.207787356,1.508535821,19.57596391,3.85750431,4.329609052,4.513750182,4.36658941,4.36658941,4.042996585,8.994551524,4.830083472,9.762561093,3.303718992,4.037613968,5.239980706,4.447206196,4.750266747,8.171267201,4.246908657,8.560614739,2.547761086,6.162517106,4.735991015,4.504398271,4.712046164,1.394273306,103,46,1,20,55,7,15,21,3,2,48,33,8,123,0,8,515
263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,45,1777.777778, Madzsar József utca,-1,-1,1,street view,0,0,1,-1,-1,not available,0,1 + 1 half room,1,1,in good condition,0,1,0,0,0,0,full bath,0,0,0,CC,1,3,-1,combination boiler,0,0,1,0,0,yes,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Hév   H5    Busz   34   143   160   204   243   296    Éjszakai   943   ,47.60156,19.05798,47.60156,19.05798,1039,3,2.465606594,11.69234397,11.30524988,10.00269712,11.41525037,23.26378123,3.142816249,11.30047873,11.83055379,12.15870937,12.15870937,13.33076559,11.52495891,12.03251222,12.06437185,11.24075888,12.81043554,13.35490769,10.9367348,10.47491502,4.393597174,12.5038856,10.11114224,10.68808172,13.47012261,7.698591703,12.21413003,12.7105208,12.28377597,49,38,1,12,23,2,3,8,1,0,4,11,4,119,0,10,172
264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969630,300,3232.1, Áfonya utca,-1,-1,-1,garden view,1,0,0,-1,-1,not available,0,9 room,9,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,2,-1,combination boiler,0,0,1,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   11   91   111   291    Éjszakai   931   ,47.52276,19.02601,47.52276,19.02601,1025,2,0.315739652,3.457033458,4.95049993,2.652573909,2.377423426,19.40856561,1.597497486,3.784415279,4.292817654,4.428509101,4.428509101,5.077028446,7.575234507,4.641020248,8.399253656,3.03213012,4.703667575,5.738668308,3.602864054,3.515476402,4.852953846,4.600722402,6.685914484,2.702436739,6.371363597,1.417240716,4.55306627,5.015150349,3.260853818,230,53,1,54,57,12,13,21,2,5,97,98,2,173,1,7,580
265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,200,2500, Vihorlát utca,-1,-1,1,panoramic,0,1,0,-1,-1,not available,0,5 room,5,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,0,4,-1,natural gas boiler,1,0,0,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   65   65A   ,47.535667,19.012035,47.535667,19.012035,1025,2,0.666933259,5.232407266,6.602823949,4.321615086,3.92573596,21.03212786,2.205943259,5.536286883,6.056725969,6.20335552,6.20335552,6.833774984,8.984517395,6.400577876,9.80421817,4.80993728,6.475465274,7.516076655,5.328843497,5.180563623,4.304060868,6.378508973,7.938021418,2.629958185,8.134680008,1.686984633,6.326387729,6.791938001,4.782527247,30,26,0,13,19,1,0,5,0,0,5,2,1,59,0,10,202
266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000,140,4642.857143, Őrmező,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,6 + 3 half room,6,3,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,other,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.46096,19.016129,47.46096,19.016129,1112,11,0.16296649,4.731678161,6.79066156,6.422817739,4.541749092,17.92984911,4.222475999,5.612790687,5.361772691,5.006607842,5.006607842,3.752210274,9.689702473,5.460351778,10.27503595,5.077450737,4.222110198,4.839726392,5.941543153,6.441122524,11.60275213,4.642373105,9.843847199,6.472191118,5.699707702,8.256343726,5.069457275,4.85622422,3.66504288,64,76,3,25,36,3,12,11,0,0,18,51,13,270,0,12,448
267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,68,2058.823529, Megyer,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,1,1,-1,natural gas (convector),1,0,0,0,0,no,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion not possible,0,-1,47.582947,19.097507,47.582947,19.097507,1044,4,1.022360311,10.23201096,9.125552976,8.489278245,10.5903452,19.81735159,5.414935334,9.570549942,10.02418246,10.39023379,10.39023379,11.6926317,8.560717674,10.13477651,8.969770616,9.834647274,11.1448538,11.39442127,9.199322364,8.68916149,4.008563841,10.77173762,7.214530649,10.86294604,11.27926087,7.199537195,10.40722922,10.85666417,11.36845559,30,27,0,1,11,0,1,10,0,0,2,3,4,147,0,9,187
268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808025,418,1933.074163, Virányos,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,6 room,6,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,natural gas boiler,1,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.51427,18.98992,47.51427,18.98992,1125,12,3.172833324,4.973899741,7.198286002,5.064057194,2.973259281,21.43752098,4.464855234,5.74806278,6.105282368,6.07610385,6.07610385,6.117117185,10.13305853,6.459100414,10.94615064,4.731936377,5.975851505,7.181388819,5.723016253,5.841027937,7.168106876,6.073704717,9.400155504,0.282820989,8.027169475,4.00677102,6.218309086,6.548671126,3.466006289,33,45,2,7,36,4,2,14,0,2,12,6,2,78,0,13,308
